id,RT2_I,T2_J,T2_I,T2_Ja,mean_confidence_interval_inf,baseline,T2_Ia,technique,RT2_J,VEC2,VEC1,SCR,U1_K,U1_J,cost_std,runs,U2_I,U2_J,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,8,512,128,512,inf,False,2048,RS,2,False,True,True,23,24,inf,1,1,22,inf,False,False,inf
2,2,64,16,64,inf,False,256,RS,32,False,False,True,24,22,inf,1,1,22,inf,False,False,inf
3,8,8,1,16,inf,False,32,RS,1,True,False,True,19,29,inf,1,1,19,inf,False,True,inf
4,16,2048,2,2048,1.9506301515554807,False,1024,RS,4,False,True,False,15,6,0.02379955900851945,10,11,1,1.9653810000000003,True,True,1.9801318484445198
5,2,16,16,1,0.3063379894307019,False,1,RS,8,True,False,False,4,9,0.025685766647892752,10,28,1,0.3222579,True,True,0.3381778105692981
6,32,8,32,1024,inf,False,256,RS,4,False,True,True,14,18,inf,1,25,1,inf,False,False,inf
7,2,64,1,512,inf,False,16,RS,1,True,True,True,22,15,inf,1,1,18,inf,False,True,inf
8,8,4,32,512,0.389007302147872,False,1,RS,1,False,False,True,6,10,0.04479770957325832,10,11,1,0.4167727,True,True,0.444538097852128
9,8,64,2,512,0.2839397528178658,False,64,RS,4,True,True,False,3,30,0.02160754198422393,10,17,1,0.29733200000000004,True,True,0.31072424718213426
10,2,4,256,128,inf,False,256,RS,2,True,True,True,5,22,inf,1,1,9,inf,False,True,inf
11,16,1,16,1,inf,False,1024,RS,4,True,True,True,28,23,inf,1,11,1,inf,False,True,inf
12,1,16,16,512,2.059761101523739,False,256,RS,1,False,False,True,8,20,0.04383852251159928,10,1,11,2.086932,True,True,2.114102898476261
13,8,1,2,512,inf,False,512,RS,4,False,True,False,29,12,inf,1,1,26,inf,False,False,inf
14,8,128,4,512,2.6328061325908045,False,1024,RS,4,True,False,False,18,7,0.03339308373001808,10,1,24,2.653503,True,True,2.674199867409196
15,2,1,1024,128,inf,False,1024,RS,4,True,True,True,11,22,inf,1,30,1,inf,False,False,inf
16,4,2048,1,1,inf,False,32,RS,8,False,True,True,19,10,inf,1,21,1,inf,False,False,inf
17,16,8,8,8,inf,False,8,RS,4,True,True,False,24,20,inf,1,1,12,inf,False,False,inf
18,2,2,256,2,4.22594090232239,False,512,RS,1,True,True,False,23,16,0.07172064208440965,10,1,2,4.270393,True,True,4.314845097677611
19,4,2,64,64,inf,False,1,RS,32,True,False,True,9,15,inf,1,8,1,inf,False,True,inf
20,8,16,1,16,0.7024257307968415,False,128,RS,8,True,True,False,4,14,0.028416602723759912,10,19,1,0.7200382000000001,True,True,0.7376506692031587
21,8,128,4,1,0.15579758832406854,False,8,RS,2,False,True,True,14,19,0.054302164299040605,10,18,1,0.1894538,True,True,0.22311001167593147
22,1,512,32,1024,0.16144986775348222,False,64,RS,8,False,False,True,2,21,0.04357865235880981,10,1,7,0.1884597,True,True,0.2154695322465178
23,4,16,2048,256,inf,False,2048,RS,16,True,False,True,1,30,inf,1,30,1,inf,False,True,inf
24,4,64,16,1024,0.3269057686009131,False,64,RS,16,True,True,False,2,30,0.04679035792083663,10,5,1,0.3559062,True,True,0.38490663139908693
25,1,4,32,32,5.503976516036241,False,128,RS,2,False,False,False,12,17,0.2975475348326718,10,1,29,5.688395,True,True,5.872813483963759
26,1,8,1,64,6.314535722202999,False,128,RS,2,True,False,False,4,30,0.002901407244769362,10,30,1,6.3163339999999994,True,False,6.318132277797
27,4,1,32,2,inf,False,32,RS,32,False,True,True,14,16,inf,1,25,1,inf,False,False,inf
28,2,1,512,1,inf,False,512,RS,4,True,True,False,24,9,inf,1,26,1,inf,False,True,inf
29,32,2,2,1,7.928446958557679,False,1024,RS,1,True,False,False,29,12,0.04193651140712607,10,1,4,7.954438999999999,True,True,7.980431041442319
30,16,8,2,2048,3.2444980210382792,False,4,RS,8,True,True,False,29,16,0.0003597624216062713,10,2,1,3.2447210000000006,True,False,3.244943978961722
31,1,4,4,128,inf,False,1,RS,1,True,True,True,2,19,inf,1,25,1,inf,False,True,inf
32,4,256,4,256,0.1893640675859295,False,32,RS,4,False,True,False,29,12,0.039912440604904134,10,1,15,0.21410159999999995,True,True,0.2388391324140704
33,8,1024,4,1,0.1726459878386442,False,1,RS,2,True,False,False,14,27,0.021800129812457544,10,6,1,0.18615759999999998,True,True,0.19966921216135575
34,2,8,1,32,inf,False,128,RS,8,True,False,True,13,19,inf,1,1,19,inf,False,True,inf
35,1,32,4,128,inf,False,2048,RS,32,True,True,True,22,3,inf,1,1,17,inf,False,True,inf
36,8,16,32,2048,inf,False,32,RS,16,True,True,True,19,24,inf,1,7,1,inf,False,False,inf
37,1,64,64,1,2.637615274799291,False,1024,RS,4,False,True,False,12,26,0.010893480665058264,10,1,3,2.644367,True,False,2.6511187252007087
38,1,16,16,1024,0.28156091002357697,False,32,RS,4,False,True,False,20,12,0.016730353481322496,10,10,1,0.2919303,True,True,0.302299689976423
39,16,1024,256,1024,inf,False,1024,RS,8,True,False,True,3,20,inf,1,5,1,inf,False,True,inf
40,8,2,256,64,17.630849104678628,False,1,RS,4,False,False,False,11,11,0.00016278820596061767,10,1,28,17.63095,True,False,17.63105089532137
