id,SCREP,T1_Ja,technique,T1_I,T1_J,T1_Ia,U_K,U_J,U_I,T1_K,T1_Ka,speedup,cost_mean,OMP,PAR,VEC,points
1,True,256,RS,16,1,64,1,28,4,128,128,16.001977614198147,0.09205031,True,True,False,301
