id,SCREP,correct_result,T1_Ja,technique,mean_confidence_interval_inf,T1_I,T1_J,T1_Ia,U_K,U_J,U_I,T1_K,T1_Ka,runs,cost_mean,OMP,PAR,VEC,cost_std,mean_confidence_interval_sup,baseline
1,False,True,8,RS,0.24146192867229152,128,4,256,1,1,22,256,2048,10,0.2570932,True,True,False,0.025220065526481088,0.27272447132770855,False
2,True,True,32,RS,1.4818990677137687,4,32,1024,1,11,11,1024,1024,10,1.4821719999999998,False,False,False,0.00044035894449866744,1.482444932286231,False
3,True,True,512,RS,1.5245854825103387,2,32,1024,1,15,3,4,2048,10,1.5249679999999999,False,False,False,0.0006171677243667382,1.525350517489661,False
4,True,True,16,RS,4.590067383595953,16,4,2048,21,1,2,4,32,10,4.592687,True,False,False,0.004226585028128513,4.595306616404047,False
5,True,True,16,RS,4.234960357785479,2,16,128,9,1,2,4,32,10,4.23519,False,False,True,0.00037051315766111696,4.235419642214522,False
6,True,True,2048,RS,0.36061972735297265,32,8,512,1,3,20,16,128,10,0.3704289,True,True,False,0.015826478328737566,0.38023807264702736,False
7,False,True,1,RS,0.15931355700870176,128,64,1,4,9,1,128,1,10,0.1737089,True,False,True,0.02322597349283771,0.18810424299129824,False
8,False,True,64,RS,2.6223045736886386,32,4,128,2,16,1,1024,1024,10,2.62255,False,True,True,0.0003959797974644365,2.6227954263113613,False
9,False,True,256,RS,2.563794112709508,64,4,128,7,13,1,1,1024,10,2.5647170000000004,False,False,True,0.0014890201476137968,2.5656398872904926,False
10,True,True,512,RS,1.6308950379260436,32,256,1,1,23,1,4,512,10,1.6312799999999998,False,False,True,0.0006211119061811727,1.631664962073956,False
11,False,True,1,RS,2.6165364354803073,64,2,2048,22,2,1,256,1024,10,2.616838,False,False,True,0.0004865552383850562,2.6171395645196927,False
12,False,True,2,RS,0.4259030283967431,32,2,1,26,1,1,32,1,10,0.4316386,True,False,True,0.009253981242686851,0.43737417160325687,False
13,True,True,4,RS,0.5565115267553629,1,4,1024,1,13,9,128,512,10,0.5585308,True,False,True,0.0032579693921214103,0.5605500732446371,False
14,False,True,16,RS,2.123506433543042,64,16,128,1,9,14,128,1024,10,2.1244149999999995,False,False,False,0.0014659143904061896,2.125323566456957,False
15,True,True,1,RS,1.320900819892045,1,128,8,1,14,3,256,512,10,1.321447,False,True,True,0.0008812269855150863,1.321993180107955,False
16,True,True,128,RS,2.134380120717256,256,32,256,10,5,1,32,1024,10,2.134654,False,True,True,0.00044188686334846304,2.1349278792827437,False
17,False,True,64,RS,0.8617565225725536,16,8,1024,5,1,8,8,512,10,0.8637098,True,False,False,0.0031514893241133034,0.8656630774274463,False
18,True,True,2048,RS,0.09069075741225589,1,1024,8,5,20,1,16,64,10,0.09696008999999998,True,True,False,0.01011517075965107,0.10322942258774408,False
19,True,True,64,RS,0.15249672921631446,256,32,256,1,4,16,2,32,10,0.1581533,True,False,True,0.009126518427637124,0.16380987078368553,False
20,True,True,64,RS,2.920057635663661,1,32,64,9,6,1,4,8,10,2.920335,False,False,False,0.00044750977642955565,2.920612364336339,False
21,True,True,512,RS,0.19348208992776467,8,32,256,10,1,2,128,1,10,0.2047713,True,False,False,0.01821442490472867,0.2160605100722353,False
22,True,True,256,RS,2.006496214751453,2,256,1,2,26,1,512,1,10,2.0069049999999997,False,False,True,0.0006595490883929792,2.0073137852485465,False
23,True,True,32,RS,0.20308098437901675,32,16,32,2,12,1,8,1024,10,0.20537679999999997,True,False,False,0.0037041529882012167,0.2076726156209832,False
24,True,True,1024,RS,2.8037705081697184,4,512,1,15,2,1,32,1024,10,2.8040279999999997,False,False,True,0.00041544674748999295,2.804285491830281,False
25,False,True,512,RS,0.6523227510577563,1,2,256,13,9,1,8,64,10,0.6678898,True,True,True,0.025116446778157154,0.6834568489422437,False
26,False,True,4,RS,3.601446351620174,16,1,1024,4,1,27,32,256,10,3.6016859999999995,False,False,False,0.00038665747115495104,3.601925648379825,False
27,False,True,1024,RS,1.5291223369374738,64,16,1024,1,10,1,512,512,10,1.529406,False,True,False,0.000457672371899408,1.5296896630625263,False
28,False,True,1,RS,0.765299784637728,512,512,1024,17,7,1,128,128,10,0.7671046,True,True,False,0.0029119551919629485,0.7689094153622721,False
29,True,True,4,RS,0.26899414808434974,32,2,256,8,1,12,4,4,10,0.2832506,True,False,True,0.023001881545647522,0.2975070519156503,False
30,False,True,512,RS,1.6208052159512263,1,16,1024,1,5,19,128,1024,10,1.6209449999999996,False,True,False,0.00022553270272845057,1.621084784048773,False
