id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,2048,2048,1024,0.22551582384387728,1,False,128,1,DLMT,True,False,True,True,True,6,1,16,35,0.22555006187040846,5.1673116999152986e-05,0.22553294285714287,1,30,True,9,32
2,2048,128,2048,0.22096967176729185,1,False,16,16,DLMT,False,True,False,True,False,28,8,16,35,0.22106358537556528,0.00014173740018867684,0.22101662857142856,2,1,True,29,1
3,1,2048,1,0.19124798351085986,1,False,32,64,DLMT,False,True,True,False,False,6,32,16,35,0.1915206450605687,0.0004115094702210763,0.19138431428571429,14,1,True,13,1
4,2048,2048,1,0.1395329986634213,32,False,512,1,DLMT,True,True,False,False,False,27,1,512,35,0.13961682990800725,0.0001265207767079213,0.13957491428571428,1,14,True,28,1
5,256,2048,1,0.2823002395697408,8,False,512,16,DLMT,False,False,False,False,True,29,1,512,35,0.2823407318588307,6.111224868040291e-05,0.28232048571428575,29,1,True,2,1
6,512,1024,256,0.21284335403557342,8,False,1,512,DLMT,False,True,False,True,False,1,1,256,35,0.21288836025014085,6.792480836805288e-05,0.21286585714285713,30,29,True,1,1
7,1,2048,1,inf,32,False,32,64,DLMT,False,False,False,False,True,5,1,1,1,inf,inf,inf,1,22,False,30,1
8,512,2048,1,0.17070048443543798,1,False,16,128,DLMT,True,False,True,False,False,30,1,512,35,0.17078460127884773,0.00012695181152303316,0.17074254285714285,10,1,True,10,1
9,2048,2048,512,0.311661655963301,1,False,64,512,DLMT,False,False,False,True,False,4,1,512,35,0.31193257260812757,0.0004088760043567915,0.31179711428571427,22,1,True,28,32
10,64,2048,2048,0.25178904402803237,1,False,128,32,DLMT,True,True,False,False,True,12,32,512,35,0.2518074131148249,2.772320916724454e-05,0.25179822857142864,28,1,True,9,1
11,1,64,2048,0.1486814459912537,1,False,1,32,DLMT,False,False,False,False,True,30,1,512,35,0.14870661115160344,3.798005921479036e-05,0.14869402857142858,1,10,True,8,1
12,2048,1,128,0.17176422195382982,1,False,512,512,DLMT,False,False,False,False,True,14,32,16,35,0.17186166376045584,0.0001470622691937241,0.17181294285714283,1,6,True,6,1
13,1,2048,1024,0.17792994723823916,1,False,64,128,DLMT,True,True,False,True,False,15,1,16,35,0.1779686241903323,5.837248443209628e-05,0.17794928571428573,13,1,True,4,32
14,2048,512,1024,inf,32,False,512,128,DLMT,False,True,True,True,True,28,1,16,1,inf,inf,inf,1,9,False,9,1
15,512,1,512,0.1363225015323273,1,False,16,128,DLMT,True,False,True,False,True,30,32,512,35,0.13635349846767272,4.678155924842744e-05,0.13633800000000001,1,23,True,28,1
16,2048,1,1,0.14430855831158762,8,False,512,64,DLMT,True,False,False,False,False,11,1,1,35,0.14436538454555525,8.57639570363373e-05,0.14433697142857144,2,27,True,1,1
17,1,1,128,0.31269763373733245,1,False,256,512,DLMT,True,True,False,False,False,29,1,64,35,0.3128675662626675,0.00025646756408671546,0.31278259999999997,24,1,True,28,32
18,1,1024,512,0.20643792646954762,1,False,1,512,DLMT,False,True,True,False,True,26,1,64,35,0.20653727353045231,0.00014993773945970104,0.20648759999999997,2,30,True,1,32
19,512,2048,2048,0.11607251315383396,8,False,512,512,DLMT,True,True,True,False,True,5,1,1,35,0.11611051541759465,5.735422337348406e-05,0.1160915142857143,1,20,True,29,1
20,128,256,1,inf,1,False,32,32,DLMT,True,False,False,True,True,27,32,32,1,inf,inf,inf,30,1,False,27,1
21,2048,64,512,inf,32,False,1,1,DLMT,True,True,True,False,True,3,1,512,1,inf,inf,inf,19,1,False,26,1
22,64,128,1,0.1744495419145607,32,False,1,64,DLMT,True,False,True,True,False,26,1,32,35,0.17448451522829644,5.278283580011539e-05,0.17446702857142857,12,1,True,8,1
23,2048,128,1,0.09869431658709511,1,False,16,512,DLMT,True,True,False,True,True,1,1,512,35,0.09879995198433343,0.00015942829636433038,0.09874713428571427,3,17,True,1,8
24,1,1,2048,0.2309204973533828,1,False,512,128,DLMT,True,False,True,True,True,6,1,16,35,0.23095178836090294,4.722538231389823e-05,0.23093614285714287,30,1,True,29,1
25,1,2048,1024,inf,1,False,512,16,DLMT,False,False,True,True,False,7,32,512,1,inf,inf,inf,1,29,False,5,1
26,2048,2048,1,0.20592848761606153,1,False,1,128,DLMT,False,True,True,False,True,23,32,1,35,0.2059558552410813,4.1304088842413044e-05,0.2059421714285714,28,1,True,10,1
27,512,128,2048,0.15422864429187144,32,False,16,512,DLMT,True,False,False,False,False,28,1,64,35,0.15428038427955715,7.808763261456415e-05,0.1542545142857143,25,20,True,1,1
28,1,1,64,inf,1,False,256,256,DLMT,True,True,False,True,True,29,32,32,1,inf,inf,inf,21,28,False,1,1
29,1024,1,256,0.28990035110398055,1,False,512,32,DLMT,False,True,True,False,False,3,1,128,35,0.2900132488960195,0.00017038893324224338,0.2899568,28,15,True,1,32
30,1,1,1,0.17769788596019961,1,True,1,1,DLMT,False,False,False,False,False,1,1,1,35,0.1778659997540861,0.0002537226768239173,0.17778194285714286,1,1,True,1,1
31,1024,512,1024,inf,32,False,1,256,DLMT,True,True,True,False,True,12,1,512,1,inf,inf,inf,6,1,False,1,1
32,64,512,2048,0.17914544057198103,1,False,512,32,DLMT,False,False,True,False,False,27,8,32,35,0.17917004514230464,3.7133998943704474e-05,0.17915774285714284,6,1,True,8,1
33,2048,1,1024,inf,1,False,64,512,DLMT,False,True,True,True,True,18,32,16,1,inf,inf,inf,6,23,False,1,1
34,1024,512,1024,0.19560255883268976,1,False,512,128,DLMT,False,False,True,False,True,30,8,512,35,0.1957669840244531,0.0002481557213541868,0.19568477142857144,6,1,True,30,1
35,64,128,2048,inf,1,False,1,32,DLMT,True,True,False,True,False,30,32,512,1,inf,inf,inf,6,1,False,9,1
36,64,1,256,0.2510330768070024,32,False,512,1,DLMT,False,False,False,True,False,29,1,128,35,0.2510962374787119,9.532409165043257e-05,0.25106465714285714,6,30,True,1,1
37,64,1024,128,0.21738955424102455,1,False,32,64,DLMT,False,True,False,True,False,29,1,32,35,0.2174427886161183,8.034300955076197e-05,0.21741617142857142,6,1,True,29,1
38,2048,2048,128,0.22215441358421617,1,False,512,128,DLMT,True,True,True,True,False,4,1,128,35,0.22219255784435527,5.75685288174363e-05,0.22217348571428572,6,1,True,25,1
39,1024,1,1,0.1673421324795381,1,False,256,512,DLMT,True,True,True,False,False,22,32,1,35,0.1673646103776048,3.392435763306752e-05,0.16735337142857146,6,1,True,4,1
40,256,2048,256,inf,32,False,32,256,DLMT,False,False,False,True,True,5,1,256,1,inf,inf,inf,6,7,False,1,1
41,128,2048,2048,0.17930333683874175,1,False,16,16,DLMT,True,True,False,False,False,16,32,1,35,0.17939940601840107,0.00014499065698259594,0.1793513714285714,6,29,True,1,1
42,1,512,256,0.1647948499547078,32,False,64,512,DLMT,False,True,True,False,False,6,1,32,35,0.16500543575957785,0.00031782278465990974,0.16490014285714283,6,1,True,30,1
