id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
1,True,35,0.12777625399547302,8,32,512,64,29,1,26,DLMT,7,64,1024,1,0.12773694600452692,5.9324868310009936e-05,8,0.12775659999999997,1
2,True,35,0.1548139273830111,1,512,32,1,1,20,14,DLMT,9,64,1,2048,0.15452201547413172,0.00044056272364941163,1,0.15466797142857142,32
3,True,35,0.2488842900382895,1,256,1,1,4,1,6,DLMT,25,2048,1,512,0.2487200528188534,0.00024787202754811933,32,0.24880217142857144,1
4,True,35,0.12393039245212659,1,512,1,256,1,19,29,DLMT,6,2048,1,1,0.12389469326215918,5.3878351261836534e-05,8,0.12391254285714288,8
5,True,35,0.22756497892885313,1,128,32,512,3,7,1,DLMT,23,2048,64,128,0.22754039249971825,3.7106619685574115e-05,1,0.2275526857142857,1
6,True,35,0.19773379633515215,32,512,256,512,22,30,1,DLMT,2,2048,512,1024,0.19767671795056213,8.614451076356512e-05,1,0.19770525714285714,1
7,True,35,0.12917338021350944,1,512,16,512,23,1,16,DLMT,24,1,2048,2048,0.12912696264363344,7.005487062267026e-05,8,0.12915017142857144,1
8,True,35,0.3269231748150852,1,32,1,64,16,25,1,DLMT,1,256,2048,64,0.3264700251849147,0.0006839078133366046,32,0.32669659999999995,1
9,False,1,inf,32,64,1,1,1,2,8,DLMT,6,1,1024,2048,inf,inf,1,inf,1
10,True,35,0.1476661188169014,32,1,256,1,3,1,16,DLMT,25,1024,2048,1,0.1475985097545272,0.00010203774411701761,1,0.1476323142857143,1
11,True,35,0.12545649886703428,1,1,32,1,1,19,8,DLMT,23,1024,2048,512,0.12543201541867996,3.695119782102061e-05,1,0.12544425714285712,1
12,True,35,0.17316191204041423,1,512,32,1,27,1,27,DLMT,5,256,256,1024,0.17301174510244297,0.00022663671190624373,1,0.1730868285714286,1
13,True,35,0.1938714357587817,1,32,512,256,22,13,1,DLMT,28,1,1024,2048,0.19373062138407546,0.00021252152640067635,1,0.19380102857142859,32
14,True,35,0.3246419739591667,1,1,512,128,23,28,1,DLMT,28,256,1,1024,0.32402945461226196,0.0009244336512212233,32,0.32433571428571434,1
15,True,35,0.1233767282336782,1,256,512,16,1,3,28,DLMT,24,2048,2048,1024,0.12334492890917895,4.7992550442325086e-05,8,0.12336082857142858,1
16,True,35,0.1315573847230573,1,1,1,512,15,1,13,DLMT,5,2048,64,1,0.13149427241979986,9.525109244646535e-05,1,0.13152582857142858,32
