id,SCR1,SCR2,T1_I1,T1_I2a,RT2_I2,RT2_I1,mean_confidence_interval_inf,baseline,technique,VEC2,U1_I2,U1_I1,T2_I2a,VEC1,runs,T1_I1a,U2_I2,U2_I1,RT1_I2,RT1_I1,cost_std,cost_mean,correct_result,T2_I2,T2_I1,T1_I2,mean_confidence_interval_sup,T2_I1a
1,True,False,1,1024,2,32,7.403047651088906,False,RS,True,1,3,512,False,10,2,9,1,32,2,0.019742573388492085,7.4152840000000015,True,2,1,32,7.427520348911097,128
2,False,True,1,256,8,8,6.330512227866609,False,RS,True,29,1,512,False,10,256,17,1,1,8,0.0002723031399011544,6.330681,True,512,128,256,6.330849772133392,1024
3,True,True,4,2,8,1,8.309059811337695,False,RS,False,1,20,1024,False,10,128,30,1,16,4,8.742997197749409e-05,8.309114000000001,True,64,2,1,8.309168188662307,64
4,False,False,8,512,32,1,6.250410257086888,False,RS,False,30,1,64,False,10,512,1,14,8,16,0.000314205346867281,6.250605,True,8,32,256,6.250799742913112,1024
5,True,False,2048,1,1,8,6.137208174790878,False,RS,False,13,1,2048,False,10,1,1,11,16,4,0.014018868748939654,6.145897000000001,True,128,64,2048,6.154585825209123,64
6,True,True,1024,512,1,4,5.81624652312059,False,RS,True,1,14,2048,True,10,1,1,2,1,4,9.757561170689767e-05,5.816307,True,128,16,1,5.81636747687941,16
7,False,True,64,64,4,2,5.842979872098973,False,RS,True,16,1,128,False,10,512,12,1,4,16,0.00013573503600767617,5.843064,True,16,2,8,5.843148127901027,64
8,True,False,16,32,1,1,6.256357698556372,False,RS,False,1,4,128,True,10,512,1,3,8,1,0.004343857732477027,6.259049999999999,True,16,32,1,6.261742301443626,32
9,False,False,32,1024,8,1,5.954881823400763,False,RS,False,1,27,128,True,10,512,8,1,2,32,0.0001422673539501131,5.95497,True,16,64,16,5.955058176599238,128
10,False,False,256,1,2,16,6.396695585757773,False,RS,False,1,24,1024,True,10,1,1,19,4,4,0.00020557480390356563,6.3968229999999995,True,2,64,32,6.396950414242226,2048
11,False,True,32,512,4,16,7.131640755709828,False,RS,True,1,14,1024,False,10,2048,11,1,32,4,0.0005989791315229307,7.1320120000000005,True,64,32,1,7.132383244290173,2048
12,True,False,64,256,2,1,9.25193541909064,False,RS,False,1,15,1,False,10,2048,22,1,32,1,0.021135343503241352,9.265035000000001,True,8,1,256,9.278134580909361,512
13,False,True,4,4,1,8,6.344438866837869,False,RS,True,2,1,2048,True,10,64,12,1,1,32,0.0001938272426671874,6.344558999999999,True,2048,16,1,6.3446791331621295,16
14,True,False,8,128,8,1,6.361076432408755,False,RS,True,1,25,128,True,10,512,1,14,8,8,0.005825421958965682,6.364687,True,128,8,1,6.368297567591245,2048
15,True,False,1,16,2,1,5.833759717166254,False,RS,True,1,2,2048,False,10,4,1,25,2,32,9.726253132625493e-05,5.833819999999999,True,4,8,2,5.833880282833745,128
16,False,False,4,1024,8,16,5.982499333893626,False,RS,False,13,1,32,True,10,64,2,1,32,2,0.00010594810050203974,5.982564999999999,True,1,8,128,5.982630666106372,1024
17,True,False,32,2,1,32,6.184676666802578,False,RS,True,1,20,1,False,10,64,1,28,4,4,9.089004345909826e-05,6.184733,True,1024,512,1,6.184789333197421,2048
