id,SCR1,SCR2,T1_I1,speedup,T1_I2a,RT2_I2,RT2_I1,technique,VEC2,U1_I2,U1_I1,T2_I2a,VEC1,T1_I1a,U2_I2,U2_I1,RT1_I2,RT1_I1,cost_mean,points,T2_I2,T2_I1,T1_I2,T2_I1a
1,True,True,64,1.36779711266469,1024,8,16,RS,False,4,1,1,True,128,1,5,32,1,3.227959,301,2048,2,128,1024
