id,RT1_J,T1_Ja,RT1_I,RT1_T,mean_confidence_interval_inf,T1_I,T1_J,technique,T1_T,SCR,T1_Ia,U1_T,T1_Ta,U1_J,U1_I,VEC,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,4,256,2,4,1.1398940579032852,8,16,DLMT,64,True,8,30,128,30,1,True,False,10,0.09754667098881434,1.2003529999999998,True,True,1.2608119420967143
2,32,128,2,2,0.7464213424796279,32,1,DLMT,1,True,512,8,128,1,14,False,False,10,0.4694452881277647,1.0373812,True,True,1.328341057520372
3,4,2048,4,1,0.5149486766774765,1,64,DLMT,1,True,256,10,2048,25,1,False,False,10,0.0015089235533982568,0.5158839000000001,True,True,0.5168191233225237
4,2,1024,32,1,0.2400776507891192,128,1,DLMT,2,False,1,7,8,1,20,False,False,10,0.024833450429008055,0.25546929999999995,True,True,0.2708609492108807
5,32,2048,1,1,1.7242544599901584,4,512,DLMT,2048,False,256,26,2048,15,1,False,False,10,0.0037521114055955288,1.7265799999999998,True,True,1.7289055400098412
6,8,1024,8,4,inf,16,64,DLMT,1,False,512,1,1,15,16,True,False,1,inf,inf,False,False,inf
7,2,1,1,32,inf,32,1024,DLMT,8,True,2048,9,16,1,26,False,False,1,inf,inf,False,True,inf
8,2,2048,8,2,1.0750295549794473,16,512,DLMT,2048,True,64,30,1,1,20,False,False,10,2.6532998322834583e-05,1.075046,True,False,1.0750624450205526
9,1,1024,1,32,1.2190457723895471,256,16,DLMT,32,True,1,29,512,1,11,True,False,10,0.0017412653445124198,1.2201250000000001,True,True,1.221204227610453
10,8,1,1,8,inf,16,16,DLMT,4,False,256,6,512,1,10,False,False,1,inf,inf,False,False,inf
11,4,64,2,2,2.1374340666328084,512,16,DLMT,2048,False,2048,1,1,25,20,False,False,10,0.0060018767064977776,2.1411540000000002,True,True,2.144873933367192
12,1,1,2,1,0.6734600769226977,16,2048,DLMT,64,True,128,1,1,17,18,False,False,10,3.7630306934691615e-05,0.6734834,True,False,0.6735067230773022
13,4,2048,16,2,2.2980689242888963,4,1024,DLMT,8,False,256,15,256,1,30,False,False,10,0.0022121437566306797,2.2994399999999997,True,True,2.300811075711103
14,2,128,32,2,0.6161375434222246,32,64,DLMT,1,False,256,1,32,11,30,True,False,10,0.07539856588397419,0.6628691999999999,True,True,0.7096008565777753
15,16,256,2,1,2.6887838677568965,8,256,DLMT,8,False,2048,1,512,16,29,True,False,10,3.8935844667885975e-05,2.6888080000000003,True,False,2.688832132243104
16,1,4,32,1,0.5042202173619498,128,4,DLMT,512,True,1024,30,2048,1,5,False,False,10,0.00020713724918517527,0.5043485999999999,True,False,0.5044769826380501
17,32,2048,2,2,2.7823123488136114,2048,4,DLMT,32,False,1,25,256,7,1,True,False,10,4.300000000002351e-05,2.7823390000000003,True,False,2.7823656511863892
18,32,1,1,2,0.7862469668143874,1,256,DLMT,8,True,8,19,1,1,7,False,False,10,2.3932404810202565e-05,0.7862617999999999,True,False,0.7862766331856124
19,1,8,8,8,1.1155017454968725,2048,1,DLMT,16,True,1,1,16,29,29,False,False,10,0.00017950208912434002,1.1156130000000002,True,False,1.1157242545031278
20,16,256,1,1,0.10022770687509541,512,128,DLMT,2,False,1,2,8,1,2,False,False,10,0.012836216346108383,0.10818353,True,True,0.11613935312490459
21,1,1,4,2,1.5627316032506113,32,2,DLMT,1,False,1,23,2048,1,24,False,False,10,3.7749172176304004e-05,1.562755,True,False,1.5627783967493885
22,1,1,2,8,1.5584818055380114,2,1,DLMT,1,False,16,30,32,22,1,True,False,10,2.451530134428093e-05,1.558497,True,False,1.5585121944619886
23,16,2048,4,4,1.0989419007448697,256,8,DLMT,2,True,1024,21,4,1,1,True,False,10,0.0002905787328763496,1.099122,True,False,1.0993020992551301
24,2,64,1,1,1.520048288850625,8,2,DLMT,32,True,8,1,2048,29,28,True,False,10,6.245798587847426e-05,1.5200870000000002,True,False,1.5201257111493753
25,2,1024,1,16,1.628072022613532,2048,2,DLMT,128,False,2048,29,2048,1,23,False,False,10,0.0015601567228967768,1.629039,True,True,1.630005977386468
26,2,256,1,32,1.3080018414511732,16,8,DLMT,256,True,512,1,1,1,1,False,False,10,0.004045141406675393,1.3105090000000001,True,True,1.3130161585488271
27,2,32,1,16,inf,1,2,DLMT,1,False,256,16,128,30,1,False,False,1,inf,inf,False,False,inf
28,2,2048,2,32,inf,1024,128,DLMT,32,False,1024,1,2048,7,7,False,False,1,inf,inf,False,False,inf
29,1,8,16,1,1.603444813477395,4,1,DLMT,256,False,32,7,256,11,1,True,False,10,2.9342801502234118e-05,1.603463,True,False,1.603481186522605
30,2,1,2,16,2.9219995331998065,1,2048,DLMT,8,False,4,1,1024,6,26,False,False,10,0.002963022780877696,2.9238359999999997,True,True,2.9256724668001928
