id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,points,technique,speedup,RT1_I,U1_T,T1_Ta,U1_J,U1_I,OMP,VEC,T1_T,SCR,RT1_T
1,1,1,8,1,2048,0.058685140000000004,152,DLMT,49.364336525396375,32,1,2,17,23,True,True,1,True,1
