id,T1_Ja,T1_La,T1_L,T1_M,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,VRANGE,ORANGE,SCREP,T1_Ia,T1_Ma,T1_Ka,U1_K,U1_J,U1_I,VEC,U1_M,U1_L,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,128,512,64,2048,0.25632375886909664,1,64,32,DLMT,500,10,False,16,2048,1024,11,6,1,True,3,1,False,10,0.019125421329738074,0.2681776,True,True,0.2800314411309034
2,16,256,128,1,0.7214237000184478,16,1,8,DLMT,500,10,False,32,2,1,2,1,2,False,22,1,False,10,0.13097652570674642,0.8026023,True,True,0.8837808999815522
3,1024,128,4,1,19.195353295137192,256,1,8,DLMT,500,10,True,2048,128,8,1,1,30,True,3,1,False,10,0.00923967531897091,19.201079999999997,True,True,19.206806704862803
4,64,2048,64,1,0.41275378056397727,16,4,8,DLMT,500,10,True,64,2048,16,1,1,23,True,4,1,False,10,0.02128771408019189,0.42594780000000004,True,True,0.4391418194360228
5,512,16,16,4,7.087021674603723,2048,16,4,DLMT,500,10,False,1,64,64,6,4,1,False,7,1,False,10,0.0003167585831512657,7.087218,True,False,7.087414325396277
6,512,1024,1024,1,0.17149233521359925,16,4,32,DLMT,500,10,True,1,64,1024,1,4,1,True,2,3,False,10,0.030707191562401145,0.1905245,True,True,0.20955666478640078
7,2048,2048,1,128,5.844207147303689,2048,4,64,DLMT,500,10,True,1,2048,256,1,2,11,True,7,1,False,10,0.00010947602477271763,5.844275,True,False,5.84434285269631
8,4,128,16,1,7.092805785436082,1,4,8,DLMT,500,10,True,1024,2,2048,1,1,1,True,4,21,False,10,0.0006037714799491445,7.093180000000001,True,False,7.0935542145639205
9,256,1,8,2048,2.1245260374281876,32,32,64,DLMT,500,10,False,256,1,512,1,3,1,True,16,1,False,10,0.004533696505060745,2.1273360000000006,True,True,2.1301459625718135
10,1,16,1,4,0.6409950925588883,4,2048,64,DLMT,500,10,True,64,1,64,1,1,4,False,3,4,False,10,0.01985641510444422,0.653302,True,True,0.6656089074411118
11,1,1,512,8,5.02953464366463,32,16,2,DLMT,500,10,True,2048,2048,8,1,10,9,False,2,1,False,10,0.0019641272871176066,5.030752,True,False,5.031969356335369
12,2,128,2,1,0.3150305145885396,4,1,256,DLMT,500,10,False,1,512,2048,7,12,1,False,2,1,False,10,0.03386956060845786,0.3360227,True,True,0.3570148854114604
13,1,1024,8,16,2.7184375114347916,128,128,8,DLMT,500,10,False,256,16,8,1,6,1,False,3,1,False,10,0.009702382645515413,2.724451,True,True,2.7304644885652087
14,2048,4,1,2048,2.173494775110846,16,2048,8,DLMT,500,10,False,256,2048,8,1,7,1,True,1,11,False,10,0.014590670169666718,2.1825379999999996,True,True,2.1915812248891533
15,256,128,64,512,3.667700518355244,128,1,1024,DLMT,500,10,False,2048,1,2048,13,3,1,True,5,1,False,10,0.00032830473648735045,3.667904000000001,True,False,3.668107481644758
16,32,512,128,256,2.9850169316249646,512,1,1,DLMT,500,10,True,1,2048,8,1,1,1,True,29,2,False,10,0.011056991453374621,2.99187,True,True,2.9987230683750354
17,512,16,16,16,1.0653597356336448,1,1,32,DLMT,500,10,False,64,256,32,1,1,1,False,3,30,False,10,0.019397161544927172,1.0773819999999998,True,True,1.0894042643663548
18,512,128,4,2,8.120507516975415,1,4,16,DLMT,500,10,True,256,8,1024,1,20,4,False,2,1,False,10,0.00019116485032574335,8.120625999999998,True,False,8.12074448302458
19,1024,1,128,16,2.110599952752911,1024,16,64,DLMT,500,10,True,1,1024,1,1,1,1,True,2,23,False,10,0.007268608188642441,2.115105,True,True,2.1196100472470887
20,1,2048,2048,128,2.9620955649544007,64,2048,512,DLMT,500,10,True,128,256,1024,3,8,2,False,1,1,False,10,0.00014107090415812858,2.9621830000000005,True,False,2.9622704350456
21,1024,2048,2048,2048,0.2169700000289749,1,1,1,DLMT,500,10,False,1,1,8,1,4,1,False,2,20,False,10,0.03169047660480984,0.23661159999999998,True,True,0.256253199971025
22,32,2,1,1,9.656838792567054,2048,1,2048,DLMT,500,10,False,2048,4,2048,1,16,3,False,1,1,False,10,0.00014393053880232357,9.656928,True,False,9.657017207432947
23,1,16,8,512,0.24307280167641,2,128,4,DLMT,500,10,False,2,1,1024,1,3,1,False,6,12,False,10,0.02151533592324321,0.2564079,True,True,0.26974299832359006
24,2048,32,4,2,0.7747301855288772,1,16,4,DLMT,500,10,False,32,256,2048,1,3,15,True,3,1,False,10,0.18273882262332766,0.8879908000000001,True,True,1.001251414471123
25,2048,32,2,1024,5.9931879856483565,4,64,2048,DLMT,500,10,False,16,1024,1,1,2,1,True,1,11,False,10,0.00025978645076291877,5.993348999999999,True,False,5.993510014351642
26,2048,256,64,1,2.3257867069057525,64,256,1,DLMT,500,10,True,128,1,2,2,1,1,True,2,2,False,10,0.00014729562111617412,2.3258780000000003,True,False,2.325969293094248
