id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
1,True,35,0.12014295381826541,1,64,512,64,15,17,1,RS,1,256,1024,256,0.12005356046744885,0.00013491528407690186,8,0.12009825714285713,1
2,True,35,0.1970702863016095,8,1,1,32,1,3,1,RS,15,256,1,2048,0.19693799941267626,0.00019965157404941056,1,0.19700414285714288,8
3,True,35,0.13082313245594837,8,256,16,1,8,1,17,RS,26,128,512,1024,0.13078326754405165,6.0165391095830984e-05,1,0.1308032,1
4,True,35,0.15619812276276157,1,64,1,128,1,9,17,RS,3,1024,1024,64,0.15607062009438122,0.00019243107644992003,1,0.1561343714285714,1
5,True,35,0.20972967664513453,1,1,64,64,6,30,1,RS,10,1024,64,1,0.20971386621200827,2.3861607794333604e-05,1,0.2097217714285714,32
6,True,35,0.13032502892931988,1,32,256,512,27,1,8,RS,15,1,2048,2048,0.13008645678496586,0.0003600606570214171,8,0.13020574285714287,1
7,True,35,0.13118231115860535,1,1,512,32,1,21,12,RS,17,128,2048,128,0.13115174598425172,4.612993184738992e-05,1,0.13116702857142853,8
8,True,35,0.3292447311106398,1,32,64,16,12,11,1,RS,23,256,256,128,0.32902669746078883,0.0003290633088396405,32,0.3291357142857143,1
9,True,35,0.12082805155962316,1,32,1,256,1,22,4,RS,2,256,64,64,0.12079920558323397,4.353526367984385e-05,8,0.12081362857142856,8
10,True,35,0.24270893695983173,1,128,16,128,1,4,19,RS,29,2048,1024,1024,0.24256289161159675,0.00022041627777957858,32,0.24263591428571424,1
11,True,35,0.19925668486577963,32,64,512,1,6,23,1,RS,12,1024,1,1024,0.19923857227707747,2.733609410315203e-05,1,0.19924762857142855,1
12,True,35,0.12095811007221254,1,16,16,1,27,1,22,RS,17,64,128,64,0.12093668992778749,3.232796224411866e-05,8,0.12094740000000001,8
13,True,35,0.2884732010886242,1,32,512,256,2,1,22,RS,19,2048,1024,64,0.28827331319709015,0.0003016771541004112,32,0.28837325714285716,1
14,True,35,0.12626144748847842,8,512,256,128,9,1,13,RS,1,1024,256,2048,0.1262246667972358,5.551058733360968e-05,8,0.1262430571428571,1
15,True,35,0.3201303432742434,1,1,512,512,5,25,1,RS,29,512,1024,1,0.3195295995828995,0.0009066614578681913,32,0.31982997142857145,1
16,True,35,0.11562756091500122,1,256,1,256,16,20,1,RS,16,2048,64,1024,0.11558769622785593,6.0165051893834286e-05,8,0.11560762857142858,8
17,True,35,0.2811240394560193,1,128,256,16,6,1,22,RS,13,64,512,256,0.2808772176868379,0.0003725112528090778,32,0.2810006285714286,1
18,True,35,0.20822844052400155,1,1,32,128,10,8,1,RS,20,256,1,256,0.20820733090456986,3.185930806223e-05,1,0.2082178857142857,32
19,True,35,0.16397787354843604,8,16,1,64,1,8,9,RS,22,128,256,512,0.16395269788013536,3.799591814811548e-05,1,0.1639652857142857,1
