id,SCR1,SCR2,T1_I1,T1_I2a,RT2_I2,RT2_I1,mean_confidence_interval_inf,baseline,technique,VEC2,U1_I2,U1_I1,T2_I2a,VEC1,runs,T1_I1a,U2_I2,U2_I1,RT1_I2,RT1_I1,cost_std,cost_mean,correct_result,T2_I2,T2_I1,T1_I2,mean_confidence_interval_sup,T2_I1a
1,False,False,8,8,4,1,9.12968216145291,False,RS,False,16,1,2048,False,10,512,1,5,2,4,0.0010081373914301733,9.130307,True,64,64,2,9.13093183854709,2048
2,True,True,4,1,2,1,9.956701719003243,False,RS,False,1,12,4,True,10,256,25,1,2,4,0.0009039778758353202,9.957262,True,1,1,8,9.957822280996757,1024
3,True,False,512,1,1,16,6.128949125017312,False,RS,True,1,21,128,True,10,1,1,21,1,8,0.0001030582359639467,6.1290130000000005,True,32,1,128,6.129076874982689,2048
4,True,True,4,64,32,1,6.094573061155574,False,RS,True,5,1,64,False,10,2048,1,10,16,1,0.011426259449181072,6.101655,True,16,1,1,6.108736938844426,32
5,False,False,16,2048,2,16,6.640211344135248,False,RS,True,1,13,512,False,10,128,1,14,4,32,0.00040603078700997855,6.640463,True,2,16,8,6.640714655864751,64
6,True,False,2,512,1,1,4.373084721842794,False,RS,True,1,28,8,False,10,256,17,1,4,16,0.0019527070952911477,4.374295000000001,True,8,4,1,4.375505278157208,1024
7,False,True,4,64,2,1,4.487272227394855,False,RS,False,30,1,64,False,10,2048,1,29,1,32,0.0002448754785600293,4.487424,True,8,8,64,4.487575772605145,8
8,False,False,256,8,32,2,5.828101719593337,False,RS,True,1,20,1024,True,10,512,1,19,2,8,0.00010693923508234014,5.828168,True,32,8,4,5.8282342804066625,32
9,False,True,4,1,1,32,7.406764008513228,False,RS,True,1,6,128,True,10,8,6,1,8,16,0.0001564896162690486,7.406860999999999,True,16,128,64,7.40695799148677,1024
10,True,True,64,1,4,2,4.38243899195607,False,RS,True,1,6,1024,False,10,2048,1,26,1,8,0.00012586103447848607,4.382517,True,1,16,64,4.38259500804393,512
11,False,False,128,2048,2,8,5.855181177133269,False,RS,False,1,17,1,False,10,128,3,1,32,4,0.0007660965996531419,5.855656,True,1024,1,16,5.856130822866731,2048
12,True,True,1,1024,4,16,7.151429392208181,False,RS,False,16,1,64,True,10,32,23,1,1,1,8.649277426464126e-05,7.151483000000001,True,8,4,2,7.1515366077918205,64
13,False,True,16,2048,2,2,5.71103287929036,False,RS,False,1,25,512,True,10,32,19,1,16,1,0.0001599249824135585,5.711132000000001,True,512,1,4,5.711231120709642,64
14,True,True,512,2048,8,2,4.442779177036004,False,RS,True,2,1,64,True,10,512,1,30,32,1,8.84533775499067e-05,4.442834,True,2,1024,16,4.4428888229639965,1
15,False,False,128,1,16,4,6.2485545097337125,False,RS,True,6,1,256,False,10,1,1,14,1,32,0.0003202514636969338,6.248753,True,32,64,4,6.248951490266287,64
16,False,True,16,64,1,4,5.847752448038434,False,RS,False,10,1,1,False,10,1024,1,25,1,2,0.006528855106372046,5.851799,True,16,128,16,5.855845551961566,128
17,True,True,4,2048,32,1,6.388667470267081,False,RS,True,28,1,128,False,10,1024,1,19,4,32,0.002546857671720151,6.390246,True,1,32,128,6.3918245297329195,128
18,False,False,16,512,8,1,5.9921345601557645,False,RS,True,1,3,1,True,10,16,20,1,16,2,0.0003492119700126649,5.992350999999999,True,4,512,32,5.992567439844234,1024
19,False,True,32,2048,8,2,5.9078979281037505,False,RS,False,30,1,64,False,10,512,12,1,1,16,0.00023567774608559904,5.908043999999999,True,2,64,2048,5.908190071896248,512
20,False,False,32,256,4,1,5.852368295909972,False,RS,True,1,8,512,False,10,64,1,3,4,8,7.696752561957653e-05,5.852416,True,512,1,2,5.852463704090027,128
21,True,True,4,2048,16,1,3.4663463715314955,False,RS,True,26,1,1024,True,10,1,15,1,1,1,0.0068452121223523295,3.4705890000000004,True,2,2,128,3.4748316284685052,2048
22,True,False,32,128,32,1,5.629911930009852,False,RS,True,1,10,16,True,10,256,12,1,4,16,0.0016780870060876304,5.630952,True,8,4,32,5.631992069990147,512
23,True,False,32,512,2,2,5.948139845405537,False,RS,False,21,1,512,True,10,1,1,19,1,8,0.0003471383009695373,5.948355,True,16,2,4,5.948570154594464,4
24,False,False,1024,16,1,1,4.463448379487154,False,RS,True,27,1,128,False,10,2048,30,1,1,16,0.00012523577763558704,4.463526,True,1,512,1,4.4636036205128455,2048
25,True,True,16,2048,16,2,6.044021663364185,False,RS,False,24,1,1024,True,10,64,1,21,32,1,0.001349376152153369,6.044858,True,2,1,16,6.0456943366358145,8
26,True,False,256,1,8,1,5.836222756221601,False,RS,False,1,25,1,False,10,256,1,26,1,2,9.881295461622227e-05,5.836284,True,128,2,256,5.836345243778399,2
27,False,True,8,16,16,4,6.653035648331009,False,RS,False,1,30,512,True,10,512,1,16,4,8,0.00019902009948745896,6.6531590000000005,True,64,1,8,6.653282351668992,8
