id,RT1_J,T1_Ja,RT1_I,RT1_T,mean_confidence_interval_inf,T1_I,T1_J,technique,T1_T,SCR,T1_Ia,U1_T,T1_Ta,U1_J,U1_I,VEC,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,16,2048,1,1,1.8399785420002523,32,4,DLMT,8,True,1,1,256,7,30,False,False,10,0.003732617848106046,1.8422919999999998,True,True,1.8446054579997473
2,16,128,1,1,0.571779695455939,256,128,DLMT,512,True,256,4,1,1,26,True,False,10,4.534490048507818e-05,0.5718078,True,False,0.571835904544061
3,8,1024,8,2,inf,16,512,DLMT,8,False,2048,22,64,1,29,False,False,1,inf,inf,False,False,inf
4,16,1,1,2,0.14545124136474194,8,16,DLMT,1,False,16,22,8,1,1,False,False,10,0.01766851630697949,0.15640209999999996,True,True,0.16735295863525798
5,1,1024,2,32,1.9123496029541642,16,8,DLMT,4,False,2048,3,2048,1,22,True,False,10,0.0025579376458389055,1.913935,True,True,1.9155203970458357
6,2,2048,1,32,inf,8,256,DLMT,64,False,1,22,1,27,1,True,False,1,inf,inf,False,False,inf
7,2,32,1,8,2.7219477958207055,2,32,DLMT,1,False,2048,12,64,1,5,True,False,10,6.325345840350844e-05,2.721987,True,False,2.7220262041792944
8,4,2048,2,1,1.0672432563283887,8,256,DLMT,2048,False,64,30,2048,1,10,True,False,10,0.004878618759444071,1.0702669999999999,True,True,1.073290743671611
9,4,64,16,1,0.10035245524666786,4,4,DLMT,4,True,512,1,1,29,26,True,False,10,0.007329947025292884,0.10489551999999999,True,True,0.10943858475333212
10,1,16,1,32,1.3152092928073564,16,4,DLMT,2048,True,32,8,1,4,1,False,False,10,0.0020114830349769576,1.316456,True,True,1.3177027071926437
11,1,1,1,1,0.3849009012083717,2,4,DLMT,16,True,512,10,32,22,1,False,False,10,0.008484577186872663,0.3901596,True,True,0.39541829879162826
12,1,8,4,2,1.0802635625150283,8,1,DLMT,2048,True,64,18,2048,1,28,True,False,10,0.006570619757678879,1.084336,True,True,1.0884084374849716
13,2,512,4,1,0.7502732188978851,1,4,DLMT,8,True,8,19,128,1,14,False,False,10,1.6466678948801303,1.7708697999999998,True,True,2.7914663811021145
14,2,32,32,1,0.229101595156364,1,1,DLMT,4,False,512,1,8,9,12,False,False,10,0.01471745394557089,0.2382234,True,True,0.247345204843636
15,2,2048,8,4,3.780443651658387,2048,256,DLMT,16,False,2048,1,32,14,5,True,False,10,0.8980716516425625,4.337064,True,True,4.893684348341613
16,1,2048,16,2,2.773960597346459,128,2,DLMT,1,False,2048,13,4,1,10,True,False,10,3.130495168497517e-05,2.77398,True,False,2.7739994026535406
17,8,2048,2,4,1.2958535874496702,1,128,DLMT,2,True,2048,21,1,20,1,True,False,10,3.1320919526718486e-05,1.295873,True,False,1.29589241255033
18,2,256,2,32,1.0735063057307193,256,4,DLMT,64,True,1024,9,1,1,30,True,False,10,1.8867962264128548e-05,1.0735180000000002,True,False,1.0735296942692811
19,4,2048,4,8,inf,128,2048,DLMT,1,True,1,12,64,1,20,False,False,1,inf,inf,False,True,inf
20,2,512,32,2,0.8291972503560009,8,16,DLMT,1,True,2048,1,128,9,20,False,False,10,0.0035323768824970948,0.8313866000000001,True,True,0.8335759496439993
21,1,2048,8,4,1.0935747025332496,1,2048,DLMT,8,True,1024,2,512,1,9,True,False,10,0.0017478317996878056,1.0946580000000001,True,True,1.0957412974667506
22,32,1,1,2,4.109071880363616,8,16,DLMT,32,True,1,3,128,1,21,False,False,10,5.0209560842574246e-05,4.109103,True,False,4.109134119636384
23,16,1,1,2,1.1690979972402535,1,2048,DLMT,2,True,8,1,64,29,15,True,False,10,0.009264357506055147,1.17484,True,True,1.1805820027597467
24,8,64,4,8,1.0950753586121433,1,64,DLMT,8,True,2,29,2048,1,23,False,False,10,2.039607805440678e-05,1.095088,True,False,1.0951006413878568
25,8,64,8,2,1.8786349799829545,8,4,DLMT,256,False,1,9,1,11,1,True,False,10,0.005713211356146375,1.882176,True,True,1.8857170200170457
26,1,1,2,32,2.7267681759381515,2048,2,DLMT,1,False,1,1,512,4,20,True,False,10,0.0026957687215337965,2.7284390000000003,True,False,2.730109824061849
27,1,1,4,1,0.7289428838346991,256,2048,DLMT,512,True,2048,1,1,21,16,False,False,10,0.002064418232820091,0.7302223999999999,True,True,0.7315019161653008
28,16,8,2,1,3.0052304867659037,256,4,DLMT,8,False,2048,29,512,12,1,True,False,10,9.602083107329486e-05,3.0052900000000005,True,False,3.0053495132340973
29,8,1,4,8,1.1011886576658363,64,1,DLMT,2048,True,1,7,1,29,1,False,False,10,0.00019255129186791404,1.101308,True,False,1.1014273423341636
30,1,32,1,16,1.384400966377922,2,1,DLMT,64,True,1024,26,64,12,1,True,False,10,0.0001097679370308292,1.384469,True,False,1.384537033622078
31,1,2048,4,16,3.369930906140391,2,4,DLMT,1,True,128,1,2,13,30,False,False,10,6.630233781697932e-05,3.3699719999999997,True,False,3.3700130938596087
32,4,16,2,4,2.780704729750342,16,2,DLMT,32,False,32,1,512,24,29,False,False,10,6.013318551344247e-05,2.780742,True,False,2.780779270249658
33,1,256,8,1,0.4704955429306677,4,1,DLMT,256,True,8,6,256,16,1,True,False,10,0.004004319073200828,0.4729774,True,True,0.4754592570693323
34,8,128,4,8,1.1587366635942045,2048,32,DLMT,32,True,1,22,1,1,8,True,False,10,0.04628681243075613,1.1874250000000002,True,True,1.2161133364057959
35,1,512,2,1,1.8804501694917344,16,128,DLMT,1,True,256,30,4,1,2,False,False,10,4.0062451248041615e-05,1.880475,True,False,1.8804998305082654
36,1,1,32,2,inf,4,256,DLMT,32,False,32,13,2048,30,1,False,False,1,inf,inf,False,False,inf
37,1,128,32,2,inf,2048,1,DLMT,2,False,1,14,1,1,27,False,False,1,inf,inf,False,False,inf
38,1,1,1,4,inf,64,128,DLMT,4,False,1,1,1,6,12,True,False,1,inf,inf,False,True,inf
39,2,1,16,1,0.3731163653443658,1,128,DLMT,2,True,64,28,32,1,30,False,False,10,0.05756134334116951,0.40879259999999995,True,True,0.4444688346556341
40,1,4,8,2,2.0918587844313787,512,4,DLMT,256,False,512,24,2048,30,1,False,False,10,0.0029126008995398293,2.0936639999999995,True,True,2.0954692155686203
41,2,2048,4,1,1.082632141734351,2048,1,DLMT,64,True,2048,1,2048,1,5,False,False,10,0.0024328337386677053,1.08414,True,True,1.0856478582656492
42,32,128,1,2,1.6912884591810051,128,1,DLMT,1,False,256,1,1024,22,3,True,False,10,0.0017320900669422186,1.692362,True,True,1.6934355408189947
43,2,128,1,2,0.6469350107071691,128,4,DLMT,16,True,256,1,2048,10,4,True,False,10,2.0150682370572033e-05,0.6469474999999999,True,False,0.6469599892928307
44,2,1024,4,8,1.5827944430782603,8,1024,DLMT,16,False,16,21,1,7,1,True,False,10,0.0809760554793823,1.632983,True,True,1.6831715569217398
45,1,2048,2,4,1.4643814254284617,128,2,DLMT,1024,True,2048,30,2048,30,1,True,False,10,0.002951902606794471,1.466211,True,True,1.4680405745715381
46,2,512,2,8,2.925526792678389,1,2,DLMT,512,False,1,1,1024,13,28,False,False,10,0.00040853396431631217,2.92578,True,False,2.926033207321611
47,1,16,32,2,4.9741774760179664,256,8,DLMT,8,True,512,1,32,22,1,True,False,10,0.00012346659467232205,4.974254,True,False,4.974330523982034
48,4,1,1,8,1.0758851475562727,8,8,DLMT,512,True,64,30,1,1,22,False,False,10,1.4282856857076666e-05,1.075894,True,False,1.075902852443727
49,1,1,1,1,2.896912085636034,1,1,DLMT,1,False,1,1,1,1,1,False,True,10,2.2449944320612688e-05,2.8969259999999997,True,False,2.896939914363965
50,8,1,1,1,0.45709141626016947,2,1,DLMT,1,True,64,17,256,1,6,False,False,10,0.005142157606491657,0.4602785000000001,True,True,0.4634655837398307
51,16,128,4,2,2.300762094658055,4,1,DLMT,2048,False,8,9,2048,4,1,True,False,10,5.793099343193684e-05,2.3007980000000003,True,False,2.3008339053419458
52,8,256,8,2,inf,8,32,DLMT,1,False,2048,26,8,14,1,True,False,1,inf,inf,False,False,inf
53,1,2048,8,2,0.973055653631651,8,2048,DLMT,16,False,1,1,64,26,18,False,False,10,1.3051965637098497,1.78201,True,True,2.590964346368349
54,1,8,2,2,2.874636610305952,2,4,DLMT,64,False,1024,19,2048,1,30,False,False,10,0.0016882834477658817,2.8756829999999995,True,True,2.876729389694047
55,1,256,32,2,0.8283257009680701,2,256,DLMT,32,True,128,1,128,21,7,False,False,10,3.1944483091772244e-05,0.8283455,True,False,0.8283652990319298
56,1,1,4,1,1.0819087186870349,32,2,DLMT,2,True,2048,28,2048,23,1,False,False,10,0.00010855413396088441,1.081976,True,False,1.0820432813129652
57,1,2048,4,8,0.7338221431834439,1024,1024,DLMT,1,True,2048,17,2,29,1,False,False,10,3.365115154047646e-05,0.733843,True,False,0.7338638568165562
58,4,1,4,4,inf,512,128,DLMT,32,False,512,19,1024,30,1,True,False,1,inf,inf,False,False,inf
59,2,1,16,4,2.8514167447142573,2048,4,DLMT,256,False,2048,8,1024,1,11,True,False,10,2.300000000003676e-05,2.8514310000000003,True,False,2.851445255285743
60,8,128,4,1,0.1628088604927393,1024,32,DLMT,8,True,1024,19,16,1,30,True,False,10,0.015363207207155671,0.1723309,True,True,0.18185293950726072
61,32,32,1,1,1.54815030803596,32,2,DLMT,2048,True,1024,1,2048,10,4,False,False,10,0.00011405700329224779,1.548221,True,False,1.5482916919640402
62,1,32,16,1,1.2891251194962232,4,1,DLMT,64,True,512,1,1,29,29,True,False,10,0.0001192015100575321,1.289199,True,False,1.2892728805037768
63,32,4,2,2,2.1151541882524385,1024,4,DLMT,4,True,1,8,128,1,9,True,False,10,3.8418745424575985e-05,2.1151780000000002,True,False,2.115201811747562
64,2,1,2,32,0.10547716869459851,8,1024,DLMT,8,True,512,30,1,1,21,True,False,10,0.013993708973678139,0.11415039999999999,True,True,0.12282363130540146
65,4,2048,4,2,1.6815425890841134,32,2,DLMT,4,True,256,1,4,1,24,False,False,10,0.0635361835177405,1.7209219999999998,True,True,1.7603014109158863
66,8,8,1,8,1.336176347172143,1,4,DLMT,2,True,1,1,8,24,13,True,False,10,0.0006996713514215254,1.3366099999999999,True,False,1.3370436528278566
67,8,1,2,2,0.09611213319229661,4,2048,DLMT,1,True,8,1,8,16,2,True,False,10,0.0068970652956166795,0.10038690000000002,True,True,0.10466166680770342
68,4,512,2,4,1.8873794367207304,128,2,DLMT,2,True,256,30,256,30,1,False,False,10,0.008624727531928186,1.8927249999999998,True,True,1.8980705632792692
69,4,1,4,2,1.167687536679499,256,256,DLMT,128,True,1,29,128,9,1,False,False,10,1.2041594578797425e-05,1.167695,True,False,1.1677024633205009
70,4,2048,1,1,1.0188799817284246,8,2048,DLMT,16,False,128,1,1,29,8,True,False,10,1.9390719429627453e-05,1.018892,True,False,1.0189040182715752
71,1,8,32,1,2.3180774259122856,1,4,DLMT,2,False,256,1,256,4,6,False,False,10,0.003068069262581841,2.319979,True,True,2.3218805740877144
72,8,2048,4,1,1.7592058023107837,1024,256,DLMT,2048,False,2048,1,1,25,25,False,False,10,0.0017863932937626165,1.760313,True,True,1.7614201976892163
