id,T2_J,T2_I,T4_I,T4_J,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,U4_J,U2_J,SCR,U4_I,U1_I,RT2_I,runs,U2_I,RT2_J,cost_mean,cost_std,correct_result,OMP,RT4_J,RT4_I,T4_Ja,mean_confidence_interval_sup,U3_I
30,8,2,1,16,2.4302368785836643,128,False,256,DLMT,1024,True,False,False,True,1,14,False,29,22,32,10,1,4,2.4675260000000003,0.06016363389955767,True,True,32,1,512,2.5048151214163363,10
31,2,2,2048,16,15.90293008663001,128,False,8,DLMT,2048,True,False,False,False,14,1,False,1,12,8,10,13,16,15.91002,0.011439125840727541,True,False,16,4,1024,15.91710991336999,26
32,1024,8,32,16,8.659015689829927,2048,False,128,DLMT,2048,True,False,True,True,2,24,True,1,27,1,10,1,32,8.6624,0.0054603699508364335,True,False,8,8,1,8.665784310170073,7
33,4,16,1,32,5.465895404941232,1024,False,2048,DLMT,512,True,False,True,True,7,1,False,1,28,8,10,19,4,5.466177,0.00045433577891232526,True,False,32,1,32,5.466458595058768,1
34,1,32,16,1,inf,1,False,32,DLMT,1024,False,False,True,True,1,1,True,20,24,16,1,1,2,inf,inf,False,True,4,32,2048,inf,14
35,8,128,64,64,2.0870131428380065,512,False,2048,DLMT,2048,False,False,True,False,1,6,False,13,14,4,10,1,1,2.27787,0.30793544190300676,True,True,8,4,1024,2.4687268571619936,5
36,16,1,512,256,6.5079028895013815,1,False,1024,DLMT,1024,True,False,False,False,1,5,False,13,30,1,10,1,32,6.508231,0.0005293854928122332,True,False,4,4,1024,6.508559110498619,27
37,128,2,512,1,1.8555203136257343,2048,False,512,DLMT,1,True,True,False,True,1,1,False,11,27,4,10,30,4,2.060102,0.3300795839127285,True,True,32,4,1024,2.264683686374266,11
38,512,512,2048,1,2.1315968120963387,1,False,1,DLMT,1,False,False,False,False,1,30,True,8,3,8,10,1,2,2.2469479999999997,0.1861118303493897,True,True,2,2,64,2.362299187903661,7
39,2048,16,128,64,1.9660458850998523,1,False,2048,DLMT,512,True,True,False,False,1,1,False,30,1,2,10,9,8,2.122203,0.2519496071459529,True,True,2,1,64,2.2783601149001473,3
40,128,64,512,128,3.4089736382444986,1024,False,1024,DLMT,1,True,False,True,True,19,1,False,1,25,1,10,23,16,3.447511,0.06217759056927178,True,True,1,1,256,3.4860483617555014,26
41,512,8,2,1,7.216895035793027,512,False,32,DLMT,32,True,False,False,True,1,1,False,30,23,4,10,10,1,7.217206,0.0005017210380280611,True,False,1,8,8,7.217516964206973,29
42,32,256,8,2048,2.9350617575771336,2048,False,1,DLMT,128,True,False,True,True,1,25,False,23,2,8,10,1,16,3.040534,0.17017277797579727,True,True,8,16,2048,3.1460062424228665,19
43,8,2048,16,256,5.368576999007622,32,False,2048,DLMT,512,False,True,True,True,28,28,False,1,19,8,10,1,8,5.36894,0.0005856790930193984,True,False,1,4,256,5.369303000992378,27
44,1,256,2,16,5.762361467131302,2,False,512,DLMT,32,False,False,False,False,2,1,False,1,20,1,10,25,4,5.763128,0.0012367521983001374,True,False,8,2,64,5.763894532868698,21
45,64,32,2,2048,2.6572514809148946,64,False,256,DLMT,128,True,False,False,True,10,6,True,1,14,1,10,1,32,2.699266,0.0677877635270556,True,True,1,2,2048,2.7412805190851057,10
46,64,1,2,8,28.190924862107405,2048,False,256,DLMT,1024,False,False,False,True,1,1,False,25,17,2,10,30,16,28.19305,0.0034287752915576246,True,False,16,1,8,28.195175137892594,2
47,128,128,256,2,25.175795237377788,256,False,1,DLMT,1,True,True,False,False,28,18,False,1,7,2,10,1,32,25.17749,0.002734392071375813,True,False,32,2,16,25.17918476262221,30
48,512,32,2,16,22.615647082898285,1,False,1,DLMT,32,False,False,False,True,24,30,True,1,8,32,10,1,1,22.6161,0.0007307530362569764,True,False,32,1,1024,22.616552917101714,21
49,4,64,2,2,2.521462803461145,128,False,512,DLMT,1,False,False,False,False,21,16,False,1,3,16,10,1,2,2.5673950000000003,0.07410868778355204,True,True,1,8,128,2.613327196538856,29
50,2,4,1,1024,2.6246164380261616,1024,False,1024,DLMT,4,False,False,False,False,27,1,True,1,14,16,10,10,8,2.730855,0.17140918599946742,True,True,32,2,1,2.8370935619738384,23
51,2,4,1,2,7.313145876443257,16,False,64,DLMT,1,True,True,True,False,1,1,True,14,4,32,10,4,1,7.313244000000002,0.00015831613941735394,True,False,8,8,2048,7.313342123556747,10
52,4,1024,64,16,2.2451908311604774,64,False,1024,DLMT,2048,False,True,False,True,2,12,False,1,2,1,10,1,2,2.313748,0.11061264654640536,True,True,8,2,1,2.3823051688395225,3
53,16,8,32,16,8.361519788086577,1024,False,8,DLMT,32,True,False,False,False,6,1,False,1,9,32,10,28,2,8.362554,0.0016686353705949774,True,False,2,32,16,8.363588211913422,2
54,128,32,2,512,6.014551243722892,128,False,2048,DLMT,2048,True,True,False,False,1,1,False,28,16,4,10,27,2,6.015250999999999,0.0011290124002861462,True,False,8,1,1,6.015950756277107,22
55,512,128,4,1,4.295047185866713,512,False,128,DLMT,16,False,False,False,True,1,25,True,19,1,2,10,1,2,4.295267,0.00035465617152395147,True,False,16,2,64,4.2954868141332865,22
56,16,8,16,8,2.934878075124256,1,False,64,DLMT,16,True,True,False,False,1,4,False,14,18,8,10,1,16,2.9623649999999997,0.0443484110763847,True,True,16,8,1,2.9898519248757434,30
57,8,16,4,1,2.5694037173867175,8,False,1,DLMT,32,True,True,True,False,9,1,True,1,17,1,10,10,1,2.610044,0.06557052008334244,True,True,16,1,1,2.650684282613282,15
58,128,2048,2048,2048,2.158527145597377,1024,False,2048,DLMT,2048,False,True,True,False,1,1,True,28,25,4,10,7,4,2.259137,0.16232762309908938,True,True,4,4,2048,2.3597468544026228,2
59,2,4,16,16,1.7761936004417833,2048,False,2048,DLMT,256,True,False,False,False,27,9,False,1,22,2,10,1,2,2.0049859999999997,0.3691420350813491,True,True,1,1,512,2.233778399558216,20
60,4,256,128,2,7.473364324586925,4,False,1,DLMT,2048,False,False,False,True,1,16,False,30,27,2,10,1,16,7.473686000000001,0.0005190028901653012,True,False,1,16,4,7.474007675413077,23
61,2,2048,1,2,9.97180068664041,256,False,2048,DLMT,4,False,True,True,False,1,26,False,30,28,1,10,1,32,9.972271,0.0007588207957086592,True,False,32,1,256,9.972741313359588,6
62,32,64,128,1,5.291152880083795,256,False,128,DLMT,2048,True,True,False,False,29,9,True,1,7,8,10,1,8,5.291481999999999,0.0005310141241060146,True,False,2,4,32,5.291811119916204,6
63,2,512,2,1,2.3698202492881126,256,False,512,DLMT,2048,True,False,True,False,1,1,False,23,29,2,10,5,16,2.425471,0.08978895894819139,True,True,32,4,32,2.4811217507118872,19
64,2048,64,1,1,1.9391675488093285,2048,False,256,DLMT,16,False,True,True,True,1,30,True,20,21,2,10,1,4,2.197432,0.41669332235590245,True,True,2,4,32,2.4556964511906716,29
65,1,128,2,1,5.966317902293738,512,False,128,DLMT,1,True,True,False,True,26,1,True,1,28,2,10,9,8,5.9664850000000005,0.00026960155785908245,True,False,8,1,128,5.966652097706263,11
66,16,4,1,32,6.154440606167337,128,False,4,DLMT,2,False,False,True,True,1,1,True,20,25,1,10,4,8,6.155008,0.0009154539857360856,True,False,1,1,512,6.155575393832662,2
67,1,1,4,16,4.966801255248321,4,False,1024,DLMT,1024,True,False,False,True,13,1,True,1,1,2,10,20,4,4.966969,0.0002706455246258104,True,False,2,8,16,4.967136744751678,5
68,16,256,16,4,5.2705943311349195,1,False,2048,DLMT,1,False,True,True,True,6,22,True,1,10,2,10,1,32,5.270765,0.0002753633962603842,True,False,1,4,64,5.27093566886508,16
69,2048,16,64,32,6.837969734312631,2048,False,32,DLMT,256,False,True,False,True,1,1,False,20,28,2,10,23,1,6.838111,0.00022792323269018666,True,False,1,1,1024,6.838252265687368,16
70,16,2,2048,8,5.830687115733225,1,False,128,DLMT,1,False,False,True,True,1,5,False,9,10,1,10,1,2,5.830861,0.0002805512430912934,True,False,2,16,16,5.831034884266774,21
71,1024,16,1,1,14.77604256691924,1,False,1024,DLMT,256,False,False,True,True,5,13,True,1,21,2,10,1,32,14.776930000000002,0.0014318170274164894,True,False,1,8,64,14.777817433080763,22
72,256,64,256,64,1.7562795525416997,2048,False,256,DLMT,1,False,False,True,False,8,2,False,1,26,2,10,1,4,2.033188,0.44677422861664706,True,True,16,1,128,2.3100964474583003,5
73,64,512,512,64,2.263898981742549,256,False,1024,DLMT,2048,True,False,False,False,23,1,False,1,14,4,10,3,2,2.3670180000000003,0.16637599993989513,True,True,8,16,64,2.4701370182574514,1
74,1,1,1,1,6.4459967169896375,1,True,1,DLMT,1,False,False,False,False,1,1,False,1,1,1,10,1,1,6.446153,0.00025215273149420116,True,False,1,1,1,6.446309283010362,1
75,4,32,64,2048,2.5199971130438508,256,False,256,DLMT,1,False,False,True,True,29,21,True,1,24,2,10,1,1,2.57599,0.09034097409260093,True,True,1,4,1,2.6319828869561492,28
76,4,1,2048,2048,2.3997654099670047,1,False,512,DLMT,1,False,False,False,False,18,17,True,1,23,32,10,1,1,2.4541579999999996,0.08775899643911156,True,True,2,16,1,2.5085505900329945,28
77,4,2,1,2048,2.856755459010673,16,False,16,DLMT,256,False,True,True,True,1,1,True,27,29,8,10,14,1,2.883773,0.04359108992672706,True,True,2,2,2048,2.910790540989327,28
78,4,4,32,2048,2.486346083259788,16,False,1,DLMT,2048,False,True,True,True,16,1,True,1,24,32,10,29,1,2.5306729999999997,0.07151867057629074,True,True,32,4,1,2.5749999167402113,28
79,4,4,2048,2048,2.2956425193227044,16,False,1024,DLMT,2048,False,False,True,True,28,2,True,1,16,4,10,1,1,2.339744,0.07115494377764624,True,True,32,2,2048,2.3838454806772957,28
80,4,16,64,2048,2.6182992877800455,8,False,16,DLMT,1,True,False,False,False,1,1,False,1,29,1,10,1,1,2.6740919999999995,0.09001800484347557,True,True,2,32,1,2.7298847122199534,28
81,4,16,16,2048,2.6110404724622165,64,False,16,DLMT,64,True,True,False,True,1,12,True,2,30,1,10,1,1,2.656574,0.07346546061925971,True,True,2,1,2048,2.7021075275377835,28
82,4,16,4,2048,2.318374712719408,1024,False,2048,DLMT,64,True,True,True,True,20,2,True,1,9,2,10,1,1,2.403004,0.1365439909479725,True,True,2,8,2048,2.4876332872805924,28
83,4,1,4,2048,2.395842285405097,32,False,256,DLMT,512,True,False,True,True,20,8,False,1,14,2,10,1,1,2.5428759999999997,0.2372295790242018,True,True,8,4,2048,2.6899097145949025,28
84,4,256,8,2048,2.558521673207239,1,False,1,DLMT,256,True,False,True,True,1,1,True,28,9,32,10,5,1,2.6137639999999998,0.089129992841916,True,True,32,2,1,2.6690063267927604,28
85,4,16,32,2048,2.4492573313826176,1,False,256,DLMT,2048,False,True,False,False,1,1,False,16,22,16,10,18,1,2.495617,0.07479838688768625,True,True,2,4,1,2.541976668617383,28
86,4,128,8,2048,2.561456924537535,64,False,1,DLMT,1,False,True,False,True,1,25,True,21,3,32,10,1,1,2.596602,0.05670435164958684,True,True,16,2,1,2.6317470754624646,28
87,4,1,32,2048,2.513105923918765,64,False,1,DLMT,32,False,True,False,False,15,4,True,1,9,16,10,1,1,2.5459140000000002,0.052933751274588534,True,True,1,2,1,2.5787220760812355,28
88,4,64,1,2048,2.038193728548451,2048,False,2048,DLMT,1024,True,False,False,True,4,1,False,1,30,16,10,30,1,2.269904,0.37384983643703784,True,True,1,1,1,2.501614271451549,28
89,4,16,1,2048,2.60036507004653,1,False,16,DLMT,8,False,False,True,False,1,24,False,4,7,8,10,1,1,2.6369070000000003,0.05895808783364668,True,True,2,32,2048,2.6734489299534707,28
90,4,4,4,2048,2.5391406206721827,64,False,16,DLMT,32,False,True,False,False,1,1,False,10,5,2,10,29,1,2.586823,0.07693249678126923,True,True,4,32,2048,2.634505379327817,28
91,4,8,128,2048,1.9687462145471875,2048,False,16,DLMT,256,False,True,True,False,1,1,True,8,1,1,10,27,1,2.2498650000000007,0.45356734210588834,True,True,1,32,2048,2.530983785452814,28
92,4,4,4,2048,2.6390032807402988,128,False,128,DLMT,1,False,False,False,True,16,1,True,1,9,16,10,21,1,2.6836379999999997,0.0720152904319631,True,True,1,32,1,2.7282727192597007,28
93,4,32,32,2048,2.6644335880399463,4,False,32,DLMT,256,False,False,True,False,17,28,False,1,22,2,10,1,1,2.699565,0.05668230645448367,True,True,32,1,1,2.734696411960054,28
94,4,2048,4,2048,2.392885108231683,8,False,2048,DLMT,2048,True,False,False,False,1,20,True,12,23,1,10,1,1,2.4590240000000003,0.10671090977027599,True,True,1,2,2048,2.5251628917683178,28
95,4,128,512,2048,2.4436265904053114,8,False,1024,DLMT,2048,True,False,False,True,1,1,True,12,19,16,10,9,1,2.549516,0.1708458507661219,True,True,1,32,1,2.655405409594689,28
96,4,16,128,2048,2.344711870298535,64,False,256,DLMT,2048,False,True,False,False,5,1,True,1,30,2,10,13,1,2.437928,0.15039831693207206,True,True,1,8,2048,2.531144129701465,28
97,4,32,1,2048,2.542612301763028,256,False,128,DLMT,32,True,False,False,False,1,30,False,29,1,2,10,1,1,2.594689,0.08402245181497621,True,True,32,4,1,2.6467656982369716,28
98,4,64,512,2048,2.5359967062963022,16,False,64,DLMT,1,True,True,True,False,12,29,False,1,14,32,10,1,1,2.598339,0.10058533943373656,True,True,2,2,2048,2.660681293703698,28
99,4,2,4,2048,3.1744039898076277,1024,False,64,DLMT,128,False,False,False,False,1,1,True,21,5,16,10,6,1,3.226466,0.08399875358599078,True,True,32,1,2048,3.278528010192372,28
100,4,2,1,2048,2.7311144840058983,8,False,2048,DLMT,8,True,True,True,True,1,1,True,22,9,1,10,23,1,2.7716400000000005,0.06538535141757666,True,True,8,16,2048,2.812165515994103,28
101,4,1,128,2048,2.5358264019977192,128,False,2048,DLMT,1024,False,False,True,False,1,17,True,7,29,32,10,1,1,2.619039,0.13425825259178675,True,True,4,4,1,2.7022515980022805,28
102,4,2,256,2048,2.6822925153171693,1,False,1024,DLMT,256,False,False,True,False,13,23,False,1,12,1,10,1,1,2.7194890000000003,0.06001417040166438,True,True,1,32,1,2.7566854846828313,28
103,4,2048,16,2048,2.5004242632431097,512,False,2048,DLMT,32,True,True,True,True,12,7,False,1,17,16,10,1,1,2.5441949999999998,0.0706213094256967,True,True,32,4,2048,2.58796573675689,28
104,4,512,1,2048,2.555867730091635,256,False,2048,DLMT,256,False,False,False,True,1,1,False,16,18,4,10,25,1,2.5878959999999998,0.05167558344131198,True,True,4,2,2048,2.6199242699083647,28
105,4,2,4,2048,2.703945808136678,32,False,2048,DLMT,512,True,True,True,False,1,1,True,1,18,8,10,22,1,2.7825559999999996,0.1268325620020348,True,True,4,1,1,2.861166191863321,28
106,4,4,512,2048,2.539729303518458,4,False,8,DLMT,1,False,False,False,False,1,11,False,9,28,4,10,1,1,2.57767,0.06121490896832239,True,True,16,8,1,2.615610696481542,28
107,4,4,16,2048,2.6201117561193765,64,False,8,DLMT,1,False,True,True,False,1,1,False,1,17,32,10,5,1,2.641206,0.034034225479655025,True,True,1,8,2048,2.6623002438806234,28
108,4,64,8,2048,2.439573947750631,1024,False,1,DLMT,8,False,False,True,False,1,1,False,5,1,8,10,10,1,2.5044329999999997,0.10464596982684049,True,True,2,8,2048,2.5692920522493683,28
109,4,128,64,2048,2.635221400423576,64,False,256,DLMT,64,False,True,True,True,23,1,False,1,24,32,10,1,1,2.674768,0.06380593182455678,True,True,1,1,2048,2.7143145995764235,28
110,4,1,1,2048,2.6024363221319975,32,False,256,DLMT,8,True,False,True,False,1,1,False,5,30,32,10,30,1,2.632156,0.04795081651025355,True,True,1,4,2048,2.661875677868003,28
111,4,4,4,2048,2.2355411205199935,2048,False,16,DLMT,16,False,True,False,False,10,1,True,1,14,32,10,22,1,2.4145060000000003,0.2887484896653141,True,True,8,8,1,2.593470879480007,28
112,4,16,4,2048,2.5112752258774824,4,False,1024,DLMT,512,True,False,True,True,1,1,False,20,1,32,10,24,1,2.5561740000000004,0.07244132621646297,True,True,1,16,2048,2.6010727741225184,28
113,4,8,256,2048,2.659491140376457,16,False,1024,DLMT,256,True,False,True,False,28,16,True,1,12,8,10,1,1,2.684978,0.04112143256259444,True,True,16,8,1,2.710464859623543,28
114,4,16,16,2048,2.6081459103037967,1,False,2048,DLMT,1,True,False,True,True,9,1,True,1,27,2,10,2,1,2.644301,0.058333945597739245,True,True,8,1,1,2.6804560896962033,28
115,4,64,4,2048,2.476030102008563,256,False,512,DLMT,8,False,False,True,True,1,1,True,25,22,2,10,28,1,2.541339,0.10537176741898188,True,True,2,1,1,2.6066478979914365,28
116,4,2048,128,2048,2.387847892031016,256,False,1,DLMT,2048,False,True,True,True,25,10,False,1,12,2,10,1,1,2.422704,0.05623812091455406,True,True,1,1,1,2.457560107968984,28
117,4,2,1024,2048,2.611515551849427,8,False,4,DLMT,2048,True,True,True,False,30,1,False,1,3,32,10,14,1,2.656991,0.07337175320925624,True,True,1,4,1,2.7024664481505734,28
118,4,4,1,2048,2.572048790135211,32,False,1,DLMT,32,False,True,False,False,30,10,False,1,22,16,10,1,1,2.652232,0.12937052684440925,True,True,1,32,2048,2.732415209864789,28
119,4,128,1,2048,2.2335666461025054,1024,False,128,DLMT,2048,False,True,True,True,1,1,False,13,12,1,10,1,1,2.3242979999999998,0.1463892886655305,True,True,2,1,1,2.415029353897494,28
120,4,128,2048,2048,2.225496702677396,1024,False,2048,DLMT,2048,True,True,True,False,1,1,False,25,29,1,10,28,1,2.361549,0.21951175829326317,True,True,16,4,1,2.4976012973226043,28
121,4,256,4,2048,2.582221675638486,4,False,512,DLMT,1,True,True,True,False,1,1,False,30,14,8,10,14,1,2.628832,0.07520280404346634,True,True,8,4,2048,2.675442324361514,28
122,4,8,1,2048,2.544050939078369,8,False,512,DLMT,16,False,True,True,False,27,1,False,1,1,32,10,7,1,2.603522,0.09595278732793547,True,True,8,4,1,2.6629930609216306,28
123,4,512,32,2048,2.4450404980586167,4,False,512,DLMT,2048,False,False,True,False,1,10,True,1,6,8,10,1,1,2.5208039999999996,0.12223960824544558,True,True,2,32,2048,2.5965675019413825,28
124,4,4,4,2048,2.06674238309836,2048,False,2048,DLMT,16,False,True,True,False,1,29,False,17,30,16,10,1,1,2.221151,0.24912851645084713,True,True,1,2,2048,2.37555961690164,28
125,4,128,16,2048,2.612304735347318,256,False,1,DLMT,1024,False,False,True,True,5,30,True,1,7,16,10,1,1,2.6520319999999997,0.0640974234739588,True,True,8,16,1,2.6917592646526813,28
126,4,1,4,2048,2.5269056780242822,8,False,2048,DLMT,512,False,False,False,True,1,1,False,30,23,16,10,30,1,2.5691260000000002,0.06811981344660303,True,True,4,1,2048,2.6113463219757183,28
127,4,64,128,2048,2.5283204874158254,1024,False,1,DLMT,1024,True,False,True,False,18,1,True,1,22,32,10,17,1,2.6103829999999997,0.132402662665824,True,True,4,1,2048,2.692445512584174,28
128,4,1,4,2048,2.5509129212099304,4,False,2048,DLMT,1,True,True,False,True,22,1,False,1,12,1,10,21,1,2.594092,0.06966670679743663,True,True,32,1,2048,2.6372710787900693,28
129,4,1,64,2048,2.615906837626565,1,False,4,DLMT,1,True,False,True,False,27,28,True,1,11,2,10,1,1,2.6426499999999997,0.04314839742099352,True,True,1,4,2048,2.6693931623734346,28
130,4,2048,4,2048,2.5396091493074056,16,False,1,DLMT,16,False,False,True,False,15,1,False,1,6,1,10,20,1,2.58021,0.06550689917863611,True,True,2,2,2048,2.6208108506925947,28
131,4,512,8,2048,1.907816000660668,2048,False,512,DLMT,16,True,True,False,True,1,26,False,17,30,4,10,1,1,2.117264,0.33793107143913237,True,True,2,32,1,2.326711999339332,28
132,4,4,128,2048,1.646467722668438,2048,False,256,DLMT,2048,False,True,False,True,2,1,False,1,9,2,10,22,1,1.867726,0.35698620640579376,True,True,16,4,2048,2.0889842773315617,28
133,4,2048,2048,2048,1.7698964618817281,2048,False,1,DLMT,1,False,True,True,True,1,1,False,5,2,8,10,4,1,1.930896,0.2597625500798758,True,True,8,2,2048,2.091895538118272,28
134,4,2048,2048,2048,1.6864739349146698,2048,False,1,DLMT,2048,False,True,True,True,1,30,False,5,30,8,10,1,1,1.991507,0.4921515165281928,True,True,32,2,2048,2.2965400650853303,28
135,4,2048,2048,2048,1.7567858771569145,2048,False,1,DLMT,1,False,False,False,True,1,13,False,5,30,8,10,1,1,1.9678360000000001,0.3405159961646441,True,True,1,2,2048,2.178886122843086,28
136,4,2048,2048,2048,1.670360118926373,2048,False,1,DLMT,1,True,True,True,True,1,14,True,5,12,8,10,1,1,1.771474,0.1631408381859061,True,True,32,2,1,1.872587881073627,28
137,4,2048,2048,2048,1.7193739922623077,2048,False,1,DLMT,2048,False,False,True,True,1,22,False,5,7,8,10,1,1,1.8884030000000003,0.27271759037693183,True,True,16,2,2048,2.057432007737693,28
138,4,2048,2048,2048,1.7240600378346183,2048,False,1,DLMT,2048,True,False,False,True,1,21,False,5,23,8,10,1,1,1.977547,0.4089851466263781,True,True,32,2,2048,2.2310339621653816,28
139,4,2048,2048,2048,1.7141616192501363,2048,False,1,DLMT,2048,True,True,False,True,1,10,False,5,11,8,10,1,1,1.8480820000000002,0.21607204603094768,True,True,8,2,1,1.9820023807498641,28
140,4,2048,2048,2048,1.6590107635177909,2048,False,1,DLMT,2048,False,False,True,True,1,11,True,5,1,8,10,1,1,1.8836300000000001,0.36240890096684986,True,True,16,2,2048,2.1082492364822096,28
141,4,2048,2048,2048,1.6577999655163052,2048,False,1,DLMT,1,True,False,True,True,1,1,False,5,1,8,10,9,1,1.9057480000000002,0.4000484378872138,True,True,32,2,1,2.153696034483695,28
142,4,2048,2048,2048,1.7017087353325713,2048,False,1,DLMT,1,False,True,False,True,1,1,True,5,11,8,10,24,1,1.8460189999999996,0.2328354651873292,True,True,32,2,2048,1.990329264667428,28
