id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,technique,points,RT1_I,speedup,U1_J,U1_I,OMP,VEC1,SCR
1,1,512,2,8,2048,0.9629251000000002,RS,301,16,2.6080128142884624,1,25,True,False,True
