id,RT1_J,T1_Ja,runs,T1_I,T1_J,T1_Ia,cost_mean,baseline,technique,RT1_I,cost_std,correct_result,U1_J,U1_I,OMP,mean_confidence_interval_inf,VEC1,mean_confidence_interval_sup,SCR
1,1,64,1,128,2,256,inf,False,RS,4,inf,False,1,4,False,inf,True,inf,False
2,2,128,10,2,32,1,2.4727629999999996,False,RS,8,0.00034871334932869174,True,1,25,False,2.4725468691983874,False,2.472979130801612,False
3,8,1,1,1,16,8,inf,False,RS,8,inf,False,1,13,False,inf,True,inf,False
4,8,1024,10,4,16,128,1.361727,False,RS,1,0.06411113195849844,True,1,22,True,1.3219912388967003,True,1.4014627611032995,False
5,2,1024,1,256,32,1024,inf,False,RS,16,inf,False,27,1,True,inf,True,inf,False
6,2,1024,1,4,512,512,inf,False,RS,2,inf,False,7,1,True,inf,True,inf,False
7,2,2,10,1,2,1,3.1102719999999997,False,RS,32,0.05223090996718326,True,17,1,True,3.0778995414695927,False,3.1426444585304067,False
8,4,1,10,1,1,512,2.366422,False,RS,1,0.00014978651474677475,True,29,1,False,2.366329163062254,False,2.3665148369377462,True
9,16,1024,1,1024,16,1,inf,False,RS,2,inf,False,29,1,False,inf,False,inf,True
10,1,16,1,512,4,1024,inf,False,RS,8,inf,False,1,2,True,inf,False,inf,True
11,4,256,10,512,16,512,1.488706,False,RS,1,0.09874123608705736,True,1,17,True,1.4275066723896301,True,1.54990532761037,True
12,16,2048,1,1,256,32,inf,False,RS,4,inf,False,30,1,True,inf,True,inf,False
13,4,1024,1,256,512,1,inf,False,RS,2,inf,False,1,25,True,inf,False,inf,False
14,16,256,10,1,2,128,6.250589000000001,False,RS,1,0.0004682403229111838,True,1,28,False,6.250298786973936,True,6.2508792130260655,False
15,4,64,1,128,64,512,inf,False,RS,32,inf,False,30,1,True,inf,True,inf,True
16,16,16,10,2,2,16,6.298501,False,RS,1,0.00034186108289780906,True,14,1,False,6.298289116199082,True,6.298712883800918,False
17,1,8,1,4,1,32,inf,False,RS,2,inf,False,1,7,False,inf,False,inf,True
18,4,1,10,16,64,64,1.3850099999999999,False,RS,32,0.030059333991291248,True,11,1,True,1.3663793741178138,True,1.4036406258821859,False
19,16,512,1,4,2,1,inf,False,RS,4,inf,False,22,1,False,inf,True,inf,True
20,4,16,10,1,1,4,2.503791,False,RS,1,0.000565056634329699,True,27,1,False,2.503440780705072,False,2.504141219294928,False
21,2,1,10,2,2,1024,1.321006,False,RS,8,0.10169189605863388,True,1,30,True,1.2579778679972269,True,1.384034132002773,True
22,2,8,10,4,8,1,2.3885750000000003,False,RS,8,0.001088928372299993,True,1,6,False,2.3879000876043133,True,2.3892499123956874,False
23,4,1024,1,4,128,1,inf,False,RS,4,inf,False,1,3,False,inf,False,inf,True
24,2,8,10,2,8,512,2.272018,False,RS,8,0.001461402066510094,True,1,23,False,2.2711122302589777,True,2.2729237697410225,True
25,8,128,1,128,64,128,inf,False,RS,16,inf,False,26,1,False,inf,False,inf,False
26,2,2048,10,128,16,1024,5.128113000000001,False,RS,1,0.0005084889379327741,True,1,29,False,5.127797841082288,True,5.128428158917713,True
27,8,1,10,1,128,4,1.398956,False,RS,8,0.03275687262239787,True,1,19,True,1.3786534530748047,False,1.4192585469251955,False
28,16,512,1,1,2,1024,inf,False,RS,8,inf,False,15,1,False,inf,False,inf,True
29,2,32,1,32,16,1,inf,False,RS,8,inf,False,15,1,True,inf,True,inf,True
30,16,32,1,8,1,128,inf,False,RS,2,inf,False,1,8,True,inf,True,inf,True
31,4,2048,1,256,128,1024,inf,False,RS,16,inf,False,5,1,True,inf,False,inf,True
32,2,128,1,1,4,64,inf,False,RS,4,inf,False,1,1,True,inf,False,inf,False
33,4,1,10,8,1024,32,1.4069420000000001,False,RS,16,0.08517338466915589,True,1,24,True,1.3541519592974918,False,1.4597320407025085,False
34,4,32,1,1,2,8,inf,False,RS,8,inf,False,1,6,True,inf,True,inf,True
35,32,256,10,8,8,2048,0.9871053000000002,False,RS,1,0.3438744954764892,True,1,26,True,0.7739735959674348,False,1.2002370040325656,True
36,2,1024,10,16,32,256,1.3645159999999998,False,RS,32,0.04401042835510695,True,27,1,True,1.3372385551359087,False,1.391793444864091,False
37,16,512,1,1,16,8,inf,False,RS,2,inf,False,1,12,True,inf,True,inf,False
38,2,8,10,16,1,64,2.8886510000000003,False,RS,1,0.0014889019443872784,True,10,1,False,2.8877281859712807,False,2.88957381402872,False
39,8,512,10,2048,64,2048,1.0221103999999999,False,RS,1,0.22478611372244509,True,1,13,True,0.8827890833837801,False,1.1614317166162196,True
40,2,1024,1,16,128,64,inf,False,RS,2,inf,False,1,14,False,inf,True,inf,False
41,4,2048,10,8,1024,512,1.26768,False,RS,1,0.06625995653484842,True,16,1,True,1.2266124080989846,True,1.3087475919010152,True
42,4,16,1,4,8,128,inf,False,RS,2,inf,False,8,1,True,inf,False,inf,False
43,16,512,1,8,2,512,inf,False,RS,4,inf,False,13,1,False,inf,False,inf,True
44,8,1,10,4,1,1024,1.3336590000000001,False,RS,16,0.11172076086833638,True,10,1,True,1.2644150274085195,False,1.4029029725914808,False
45,1,2048,10,8,4,128,1.364765,False,RS,16,0.04321866500714707,True,28,1,True,1.3379782861257352,True,1.3915517138742648,True
46,4,128,1,1024,64,1024,inf,False,RS,16,inf,False,1,3,True,inf,True,inf,False
47,16,1024,10,2,2,64,1.415068,False,RS,8,0.020641411676530306,True,28,1,True,1.402274555583133,True,1.427861444416867,True
48,1,16,1,16,4,64,inf,False,RS,2,inf,False,24,1,False,inf,True,inf,True
49,1,1,1,1,16,512,inf,False,RS,8,inf,False,1,25,True,inf,True,inf,True
