id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,RT_I,U_K,U_J,U_I,cost_std,correct_result,cost_mean,mean_confidence_interval_sup
1,128,128,256,inf,16,False,1,8,RS,False,True,False,False,True,9,2,16,1,1,11,1,11,inf,False,inf,inf
2,4,2048,512,1.9074276487361694,4,False,128,4,RS,True,True,True,False,False,12,16,64,10,4,27,1,20,0.0014687940631688203,True,1.9083379999999999,1.9092483512638303
3,64,16,64,4.035065998667423,4,False,2,64,RS,True,True,False,False,True,4,2,8,10,2,1,28,30,0.0044143647334583406,True,4.037802000000001,4.040538001332579
4,32,64,128,4.058784916251418,1,False,16,2,RS,True,False,True,False,True,24,2,1,10,2,11,27,1,0.00014534441853745927,True,4.0588750000000005,4.058965083748583
5,2048,128,128,1.781209700963409,1,False,16,32,RS,True,True,False,True,True,11,2,8,10,4,20,18,1,0.001647801262288676,True,1.7822310000000006,1.7832522990365922
6,128,2048,16,3.0227402253000375,4,False,1024,8,RS,True,False,False,True,False,11,1,2,10,2,14,9,1,0.00116937803981434,True,3.0234650000000003,3.024189774699963
7,256,256,2048,5.158633404286267,4,False,256,32,RS,False,True,True,False,True,6,2,8,10,1,7,1,21,0.000292993173981975,True,5.158815,5.158996595713733
8,1024,8,16,3.753170615827332,1,False,2,16,RS,False,False,False,False,False,5,2,1,10,32,1,1,14,0.003951926112669621,True,3.7556199999999995,3.758069384172667
9,2,1,1,5.170424591368279,4,False,1024,2,RS,False,False,True,True,False,20,4,2,10,4,1,10,15,0.00047984997655509885,True,5.170722,5.17101940863172
10,2048,16,512,5.530837776452795,32,False,16,32,RS,False,True,False,False,True,21,2,2,10,1,1,2,18,0.0001859058901704009,True,5.530952999999999,5.531068223547203
11,128,1,1,1.8114515790686208,2,False,256,1,RS,True,False,False,False,True,15,2,64,10,8,24,20,1,0.001041345763903644,True,1.8120969999999996,1.8127424209313785
12,1024,256,4,3.7287516178204227,1,False,1,64,RS,False,True,True,True,False,26,1,4,10,32,1,29,21,0.000131304988481078,True,3.7288330000000003,3.728914382179578
13,2048,1024,32,3.458150000372957,1,False,1,128,RS,True,False,False,True,False,2,1,2,10,1,19,28,1,0.00033720765115872146,True,3.458359,3.4585679996270433
14,32,1024,32,2.201491906109595,8,False,512,16,RS,False,True,False,False,True,19,4,1,10,4,7,1,27,0.0019169141869160417,True,2.20268,2.2038680938904047
15,16,32,2048,3.0522113957410157,2,False,4,16,RS,True,True,True,False,False,15,8,512,10,2,1,22,10,0.0001235961164438881,True,3.052288,3.052364604258984
16,2,2048,16,5.649063898407724,1,False,2,1,RS,True,True,False,False,False,1,1,4,10,2,19,26,1,0.00031478405296347917,True,5.649259,5.6494541015922755
17,256,2048,32,5.063858081108118,2,False,32,16,RS,False,True,True,False,True,7,1,2,10,32,1,23,18,0.00025963243248862416,True,5.064019,5.064179918891882
18,16,4,1,2.075808349226475,16,False,4,1,RS,False,True,True,False,False,2,2,256,10,4,19,1,1,0.00028985513623194814,True,2.0759879999999997,2.0761676507735243
