id,U2_I,U2_J,U1_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,U1_K,T2_J,T2_I,OMP,VEC2,VEC1,T2_Ja,SCR,RT2_I
1,6,1,18,0.16147620000000001,301,RS,11.94628682121576,2,16,14,512,16,True,True,False,1024,True,1
