id,T_J,runs,T_I,RT_J,RT_I,cost_mean,U_J,U_I,technique,mean_confidence_interval_inf,correct_result,OMP,VEC,cost_std,SCREP,mean_confidence_interval_sup,baseline
33,128,10,32,8,32,0.8990982999999998,1,11,RS,0.8989173760972161,True,False,False,0.00029190924959650874,True,0.8992792239027835,False
34,32,10,128,4,4,0.2363623,1,15,RS,0.23612600863273986,True,False,True,0.00038124114415944376,False,0.23659859136726014,False
35,16,1,2,2,32,inf,11,1,RS,inf,False,True,False,inf,False,inf,False
36,4,10,512,1,32,0.7689843999999999,1,2,RS,0.7689211710636676,True,False,False,0.00010201588111661595,False,0.7690476289363322,False
37,16,10,2,2,16,0.2135915,4,1,RS,0.21357211665973166,True,False,True,3.127379094385415e-05,False,0.21361088334026831,False
38,8,1,2048,2,16,inf,2,1,RS,inf,False,True,False,inf,False,inf,False
39,2,10,4,16,8,0.29715559999999996,1,7,RS,0.29642032901589793,True,False,True,0.0011863131289840867,False,0.297890870984102,False
40,256,1,2048,1,16,inf,19,1,RS,inf,False,True,True,inf,True,inf,False
41,128,10,32,32,4,0.41408480000000003,21,1,RS,0.4140016819042828,True,False,False,0.0001341057791446676,False,0.41416791809571724,False
42,1024,1,2,8,2,inf,1,29,RS,inf,False,True,True,inf,True,inf,False
43,2048,1,2048,1,16,inf,1,27,RS,inf,False,True,True,inf,True,inf,False
44,32,10,256,32,4,0.2643217,17,1,RS,0.26417549508121,True,False,True,0.0002358923695247365,False,0.26446790491878996,False
45,1,10,256,32,8,1.021102,1,27,RS,1.0209199700925569,True,False,True,0.00029369371801247845,True,1.021284029907443,False
46,128,10,1024,16,16,1.057104,1,28,RS,1.0562678544630077,True,False,True,0.0013490678263156513,False,1.0579401455369923,False
47,1024,1,2,16,8,inf,25,1,RS,inf,False,True,False,inf,True,inf,False
48,4,1,2048,8,2,inf,24,1,RS,inf,False,True,False,inf,False,inf,False
49,512,1,16,1,2,inf,20,1,RS,inf,False,True,False,inf,False,inf,False
50,2048,1,2048,32,1,inf,1,2,RS,inf,False,True,False,inf,True,inf,False
51,256,10,2,1,2,0.45880109999999996,17,1,RS,0.45873385840866626,True,False,False,0.00010849004562631237,True,0.45886834159133366,False
52,128,10,16,1,4,0.49101239999999996,1,7,RS,0.49094848281278364,True,False,False,0.00010312633029444547,False,0.4910763171872163,False
53,2048,10,8,8,1,0.21325010000000005,1,30,RS,0.21323541085773443,True,False,True,2.3700000000001193e-05,True,0.21326478914226568,False
54,256,10,1024,32,4,0.46487999999999996,23,1,RS,0.4647136086384954,True,False,True,0.0002684619153623099,False,0.4650463913615045,False
55,256,1,8,2,4,inf,1,15,RS,inf,False,True,True,inf,False,inf,False
56,32,10,2,32,8,0.23506049999999998,1,5,RS,0.23504222445247971,True,False,True,2.9486437560344987e-05,False,0.23507877554752024,False
57,4,10,256,4,8,0.8787170999999999,7,1,RS,0.8786566870231697,True,False,True,9.74725089448347e-05,False,0.8787775129768302,False
58,16,1,4,16,8,inf,23,1,RS,inf,False,True,True,inf,True,inf,False
59,512,10,8,8,1,0.2348367,1,26,RS,0.2347014951408732,True,False,False,0.0002181444704777064,False,0.2349719048591268,False
60,4,1,32,1,4,inf,1,30,RS,inf,False,True,True,inf,True,inf,False
61,4,1,512,2,1,inf,22,1,RS,inf,False,True,True,inf,True,inf,False
62,256,10,512,1,16,0.8155537,24,1,RS,0.8154151370473163,True,False,False,0.00022356254158510292,True,0.8156922629526838,False
63,1024,1,2,2,32,inf,18,1,RS,inf,False,True,False,inf,False,inf,False
64,512,10,512,32,8,0.9988714999999999,1,9,RS,0.9987521707833987,True,False,False,0.00019253012751253008,False,0.9989908292166011,False
65,256,10,4,16,32,0.2218172,1,21,RS,0.2216633270234749,True,False,False,0.00024826429465390565,True,0.22197107297652507,False
66,128,10,1,32,2,0.44817529999999994,1,5,RS,0.4478818240677782,True,False,True,0.0004735048151814168,True,0.4484687759322217,False
67,2048,10,128,8,16,0.9971634999999999,1,12,RS,0.9963622440817326,True,False,True,0.0012927756379202157,False,0.9979647559182672,False
68,512,1,4,32,4,inf,4,1,RS,inf,False,True,False,inf,False,inf,False
69,1024,1,8,8,1,inf,26,1,RS,inf,False,True,True,inf,True,inf,False
70,16,1,2048,32,8,inf,24,1,RS,inf,False,True,True,inf,True,inf,False
71,16,1,32,4,1,inf,25,1,RS,inf,False,True,True,inf,False,inf,False
72,2,1,32,2,1,inf,1,22,RS,inf,False,True,False,inf,True,inf,False
73,2,10,8,2,16,0.3333579,1,27,RS,0.33334636964665215,True,False,True,1.8603494295432867e-05,False,0.3333694303533478,False
74,256,10,4,2,4,0.4083966,1,7,RS,0.40797517144453105,True,False,True,0.000679948262737682,True,0.40881802855546895,False
75,1,10,256,16,1,0.23038889999999998,1,4,RS,0.23013158047191082,True,False,True,0.00041516874882389655,True,0.23064621952808914,False
76,1024,1,32,32,1,inf,1,8,RS,inf,False,True,False,inf,False,inf,False
77,16,1,512,1,8,inf,1,8,RS,inf,False,True,False,inf,False,inf,False
78,512,1,256,8,4,inf,11,1,RS,inf,False,True,False,inf,False,inf,False
79,4,10,1024,1,8,0.7282211000000001,1,13,RS,0.727516069245687,True,False,True,0.0011375224349435868,False,0.7289261307543131,False
80,1024,1,2,16,4,inf,1,22,RS,inf,False,True,False,inf,False,inf,False
81,2048,1,8,8,8,inf,6,1,RS,inf,False,True,True,inf,False,inf,False
82,2,10,256,2,8,0.7255913000000002,1,21,RS,0.7255390942335986,True,False,True,8.42306951176429e-05,True,0.7256435057664017,False
83,2048,1,4,1,4,inf,1,4,RS,inf,False,True,False,inf,False,inf,False
84,8,1,8,16,4,inf,1,11,RS,inf,False,True,True,inf,True,inf,False
85,512,10,16,32,1,0.22295270000000006,28,1,RS,0.22274408228604592,True,False,True,0.00033659145859632716,True,0.2231613177139542,False
86,1,1,1,2,16,inf,1,19,RS,inf,False,True,True,inf,False,inf,False
87,512,1,128,2,8,inf,11,1,RS,inf,False,True,False,inf,False,inf,False
88,2,1,1,32,32,inf,1,6,RS,inf,False,True,True,inf,False,inf,False
89,8,10,32,32,32,0.7747853,1,19,RS,0.77471726634969,True,False,True,0.00010976798258145748,False,0.7748533336503101,False
90,2,10,1024,32,4,0.35430130000000004,1,5,RS,0.3542289865982289,True,False,False,0.00011667309029934538,True,0.3543736134017712,False
91,256,10,512,32,1,0.42071060000000005,1,3,RS,0.42063652622152353,True,False,False,0.00011951334653502253,True,0.42078467377847656,False
92,16,1,8,16,32,inf,1,3,RS,inf,False,True,False,inf,False,inf,False
93,8,1,512,8,1,inf,1,21,RS,inf,False,True,False,inf,True,inf,False
94,8,10,8,32,1,0.9184519,1,14,RS,0.9183741378515474,True,False,False,0.00012546429771054233,True,0.9185296621484526,False
95,32,1,128,2,16,inf,17,1,RS,inf,False,True,False,inf,False,inf,False
96,64,10,256,1,8,0.6310385,1,16,RS,0.6309977202656853,True,False,True,6.579551656457378e-05,False,0.6310792797343145,False
97,2048,10,512,2,1,0.7320627,1,20,RS,0.7319667025526696,True,False,True,0.00015488579663738516,True,0.7321586974473303,False
98,512,10,4,4,16,0.4300007,29,1,RS,0.4299604733924487,True,False,False,6.490308159094031e-05,True,0.43004092660755133,False
99,128,10,64,16,2,0.4309,1,5,RS,0.4308774697898686,True,False,False,3.63510660091243e-05,False,0.43092253021013144,False
100,1024,10,4,8,16,0.21106659999999997,3,1,RS,0.2110445085017616,True,False,True,3.56432321766706e-05,False,0.21108869149823833,False
101,2,1,256,32,1,inf,1,30,RS,inf,False,True,False,inf,False,inf,False
102,256,10,64,2,16,0.7945225,11,1,RS,0.7932095412874579,True,False,False,0.002118375663096603,False,0.7958354587125421,False
103,2,1,32,1,8,inf,1,13,RS,inf,False,True,False,inf,False,inf,False
104,1,10,512,2,2,0.19180999999999998,17,1,RS,0.19173811660074194,True,False,True,0.00011597930849940612,True,0.19188188339925802,False
105,2,1,1024,4,32,inf,20,1,RS,inf,False,True,True,inf,False,inf,False
106,64,10,16,32,8,1.026411,30,1,RS,1.0262351605337192,True,False,False,0.0002837058335670938,False,1.0265868394662807,False
107,128,1,32,16,32,inf,1,15,RS,inf,False,True,True,inf,True,inf,False
108,8,10,2,32,2,0.4851827,1,6,RS,0.4851646299186162,True,False,False,2.9154930972294673e-05,False,0.48520077008138385,False
109,64,10,2048,1,16,0.6892971,2,1,RS,0.6892576609172314,True,False,True,6.363246026989036e-05,False,0.6893365390827686,False
110,1,10,2048,16,1,0.2129796,22,1,RS,0.21279914122940444,True,False,True,0.0002911587882925784,True,0.21316005877059555,False
111,128,10,1024,8,2,0.24474460000000003,9,1,RS,0.24472153862699295,True,False,False,3.7208063642175846e-05,True,0.24476766137300712,False
112,8,1,1,32,2,inf,1,23,RS,inf,False,True,True,inf,False,inf,False
113,512,10,4,4,2,0.19859279999999999,1,26,RS,0.19848165334734108,True,False,True,0.00017932807922910242,False,0.1987039466526589,False
114,4,1,1024,1,2,inf,1,2,RS,inf,False,True,True,inf,False,inf,False
115,8,1,512,8,32,inf,15,1,RS,inf,False,True,False,inf,False,inf,False
116,256,10,4,2,16,0.4568182,22,1,RS,0.45680122440354826,True,False,False,2.7389048906449445e-05,True,0.45683517559645176,False
117,8,1,1024,16,16,inf,1,29,RS,inf,False,True,True,inf,True,inf,False
118,8,1,128,4,1,inf,1,23,RS,inf,False,True,False,inf,True,inf,False
119,1024,1,2,32,4,inf,19,1,RS,inf,False,True,False,inf,True,inf,False
120,1024,10,128,8,4,0.2134723,1,25,RS,0.2134058713584516,True,False,True,0.00010717840267516464,False,0.2135387286415484,False
121,8,1,32,8,8,inf,1,20,RS,inf,False,True,True,inf,True,inf,False
122,128,1,64,2,8,inf,25,1,RS,inf,False,True,False,inf,True,inf,False
123,1024,1,256,2,4,inf,17,1,RS,inf,False,True,False,inf,True,inf,False
124,512,1,2,4,2,inf,1,7,RS,inf,False,True,True,inf,False,inf,False
125,16,1,256,32,1,inf,27,1,RS,inf,False,True,True,inf,True,inf,False
126,64,10,1,2,4,0.44229509999999994,1,9,RS,0.4422235124932165,True,False,False,0.00011550190474620737,False,0.4423666875067834,False
127,256,1,32,8,1,inf,1,19,RS,inf,False,True,True,inf,True,inf,False
128,2,1,1,1,1,inf,1,17,RS,inf,False,True,True,inf,False,inf,False
129,2,10,512,16,4,0.41198619999999997,16,1,RS,0.4119401956745855,True,False,True,7.422506315254544e-05,True,0.41203220432541443,False
130,16,10,2,2,16,0.21380629999999998,3,1,RS,0.21373012971211353,True,False,True,0.0001228959315844069,False,0.21388247028788643,False
131,256,10,32,2,8,0.7383727999999999,11,1,RS,0.7381885815681439,True,False,True,0.0002972247634366941,False,0.738557018431856,False
132,256,10,2,8,16,0.21091900000000002,1,11,RS,0.2109026275537409,True,False,True,2.6415904300254674e-05,False,0.21093537244625915,False
133,2048,10,2,16,4,0.21048300000000003,2,1,RS,0.2104531892119598,True,False,True,4.8097816998272655e-05,True,0.21051281078804027,False
134,2,10,128,2,1,0.6414859,4,1,RS,0.6414455347808462,True,False,False,6.512672262595403e-05,True,0.6415262652191539,False
135,8,10,1,16,8,0.7456673000000001,1,1,RS,0.7456088798877432,True,False,False,9.425714827003266e-05,True,0.7457257201122571,False
136,256,1,2048,2,8,inf,1,24,RS,inf,False,True,True,inf,False,inf,False
137,1,10,2048,8,8,0.9772342999999999,14,1,RS,0.9770623828788476,True,False,False,0.00027737737831336196,False,0.9774062171211522,False
138,256,1,512,16,4,inf,1,11,RS,inf,False,True,False,inf,True,inf,False
139,2,10,8,1,32,0.4825439,16,1,RS,0.4825054362873067,True,False,False,6.205876247557846e-05,True,0.48258236371269336,False
140,2048,1,8,2,16,inf,1,18,RS,inf,False,True,True,inf,False,inf,False
141,256,1,64,1,2,inf,17,1,RS,inf,False,True,True,inf,True,inf,False
142,2,1,1024,1,32,inf,11,1,RS,inf,False,True,True,inf,True,inf,False
143,4,1,16,16,2,inf,1,17,RS,inf,False,True,True,inf,True,inf,False
144,2,10,8,2,32,0.3697424,1,29,RS,0.3697188181225362,True,False,False,3.804786459185164e-05,True,0.36976598187746385,False
145,512,1,8,1,16,inf,1,27,RS,inf,False,True,True,inf,False,inf,False
146,16,1,32,1,16,inf,16,1,RS,inf,False,True,False,inf,False,inf,False
147,8,10,256,2,4,0.466826,17,1,RS,0.46678617171852294,True,False,False,6.426040771734422e-05,True,0.4668658282814771,False
148,512,10,8,1,1,0.4910621,1,11,RS,0.49104301584769156,True,False,False,3.0791070134054635e-05,False,0.49108118415230845,False
149,16,10,2,32,1,0.2186552,1,2,RS,0.21862505628915327,True,False,True,4.8634966844855705e-05,False,0.21868534371084672,False
150,4,1,256,4,16,inf,1,21,RS,inf,False,True,False,inf,False,inf,False
151,4,1,1,16,8,inf,1,22,RS,inf,False,True,False,inf,True,inf,False
152,16,1,8,4,1,inf,14,1,RS,inf,False,True,False,inf,False,inf,False
153,1024,10,1,16,32,0.8299422,14,1,RS,0.8297847579584291,True,False,False,0.00025402275488626327,True,0.8300996420415708,False
154,2048,10,16,4,4,0.41845940000000004,11,1,RS,0.4135513037791299,True,False,False,0.007918902161284744,True,0.42336749622087017,False
155,64,1,1024,4,2,inf,1,14,RS,inf,False,True,True,inf,False,inf,False
156,1,1,1024,16,4,inf,3,1,RS,inf,False,True,False,inf,True,inf,False
157,8,10,256,4,2,0.443744,1,3,RS,0.44371145161273473,True,False,False,5.251475982997858e-05,False,0.4437765483872653,False
158,2,10,8,16,2,0.5591579,14,1,RS,0.5591185662524214,True,False,False,6.346250861729785e-05,False,0.5591972337475786,False
159,1024,10,64,8,4,0.4116695,1,4,RS,0.4116275061993442,True,False,False,6.775433565462493e-05,False,0.41171149380065586,False
160,512,10,1024,2,2,0.381537,17,1,RS,0.381504830309198,True,False,True,5.1903757089445776e-05,True,0.381569169690802,False
161,2048,10,128,1,8,0.6062164000000001,1,17,RS,0.6061847865646818,True,False,True,5.1006274123888674e-05,True,0.6062480134353184,False
162,512,1,8,32,16,inf,1,4,RS,inf,False,True,True,inf,False,inf,False
163,64,10,1024,8,8,1.0141390000000001,13,1,RS,1.014015306239701,True,False,True,0.0001995720421301363,True,1.0142626937602992,False
164,2,1,128,32,16,inf,1,15,RS,inf,False,True,False,inf,True,inf,False
165,1024,10,128,4,32,0.8209352000000001,1,2,RS,0.8208297955495389,True,False,True,0.00017006339994247405,True,0.8210406044504612,False
166,2048,10,1024,32,8,1.06055,1,13,RS,1.060203047620551,True,False,True,0.0005597856732715141,True,1.0608969523794491,False
167,16,1,8,8,4,inf,23,1,RS,inf,False,True,False,inf,True,inf,False
168,256,10,256,4,8,0.6692943999999998,1,6,RS,0.6691448191235195,True,False,True,0.00024133926327889521,True,0.6694439808764802,False
169,1024,1,2,1,32,inf,1,27,RS,inf,False,True,False,inf,False,inf,False
170,32,10,32,2,16,0.7508517,30,1,RS,0.7505006303396065,True,False,True,0.0005664286451089987,False,0.7512027696603936,False
171,4,10,64,2,32,0.8104649,5,1,RS,0.8103259095440812,True,False,True,0.0002242522909581906,True,0.8106038904559189,False
172,128,10,64,1,32,0.7267543000000001,1,5,RS,0.7267010242634429,True,False,True,8.595702414576879e-05,False,0.7268075757365573,False
173,64,1,16,32,8,inf,1,4,RS,inf,False,True,True,inf,True,inf,False
174,16,1,1,1,4,inf,1,28,RS,inf,False,True,True,inf,False,inf,False
175,1024,10,512,8,1,0.4132301,1,4,RS,0.4131349355436998,True,False,False,0.00015354181840789363,False,0.4133252644563002,False
176,16,1,1024,32,32,inf,16,1,RS,inf,False,True,True,inf,False,inf,False
177,16,10,4,1,32,0.2565864,14,1,RS,0.25656873377571665,True,False,True,2.8503333138423607e-05,False,0.25660406622428333,False
178,2,1,256,2,16,inf,7,1,RS,inf,False,True,True,inf,True,inf,False
179,64,10,4,32,2,0.4269807,6,1,RS,0.4268412686938713,True,False,False,0.00022496357482934703,False,0.4271201313061287,False
180,256,1,8,2,8,inf,1,26,RS,inf,False,True,False,inf,False,inf,False
181,16,1,64,4,16,inf,19,1,RS,inf,False,True,True,inf,False,inf,False
182,2,10,1,32,2,0.3339264,1,5,RS,0.33389346187367236,True,False,False,5.3143579104164723e-05,False,0.33395933812632767,False
183,64,10,64,1,4,0.23609039999999998,1,20,RS,0.23583002733059114,True,False,True,0.0004200947988252124,False,0.23635077266940882,False
184,512,10,256,16,16,1.018751,1,15,RS,1.0185055979507296,True,False,True,0.00039594065211845327,True,1.0189964020492703,False
185,256,1,512,32,2,inf,29,1,RS,inf,False,True,False,inf,False,inf,False
186,4,10,512,32,16,0.7698058000000001,1,8,RS,0.7677845040558576,True,False,False,0.0032612328895679893,True,0.7718270959441426,False
187,2,10,512,32,2,0.36295310000000003,27,1,RS,0.3629139758098509,True,False,True,6.312440098726154e-05,False,0.36299222419014915,False
188,128,10,512,2,2,0.46211640000000004,13,1,RS,0.4620885351292364,True,False,False,4.4958202811053086e-05,True,0.46214426487076365,False
189,1,1,4,16,16,inf,1,10,RS,inf,False,True,False,inf,True,inf,False
190,256,10,32,32,2,0.43556549999999994,1,6,RS,0.43552194357612833,True,False,True,7.027552916912318e-05,True,0.43560905642387154,False
191,1024,1,2,1,1,inf,1,22,RS,inf,False,True,False,inf,False,inf,False
192,16,1,8,8,4,inf,27,1,RS,inf,False,True,False,inf,True,inf,False
193,1,1,512,1,32,inf,1,18,RS,inf,False,True,True,inf,False,inf,False
194,8,1,32,32,4,inf,1,16,RS,inf,False,True,True,inf,True,inf,False
195,16,1,2,4,4,inf,22,1,RS,inf,False,True,False,inf,True,inf,False
196,128,1,2,1,2,inf,1,1,RS,inf,False,True,True,inf,True,inf,False
197,128,10,16,8,1,0.2098795,1,29,RS,0.20984426068692963,True,False,True,5.6856398056858985e-05,True,0.20991473931307036,False
198,4,1,2048,8,32,inf,20,1,RS,inf,False,True,False,inf,False,inf,False
199,64,1,128,2,2,inf,1,4,RS,inf,False,True,True,inf,True,inf,False
200,2048,10,32,4,8,0.8355905,1,24,RS,0.8355291263636458,True,False,False,9.90224721969773e-05,True,0.8356518736363542,False
201,256,10,32,16,16,1.007006,1,19,RS,1.0062166370668586,True,False,False,0.0012735870602357902,True,1.0077953629331415,False
202,128,10,32,4,4,0.22095399999999996,1,27,RS,0.2207724582367435,True,False,True,0.0002929061283073457,True,0.22113554176325642,False
203,64,10,2,1,2,0.4046311,10,1,RS,0.40459677269815747,True,False,False,5.538492574699072e-05,False,0.4046654273018426,False
204,4,1,128,1,2,inf,1,18,RS,inf,False,True,False,inf,False,inf,False
205,128,10,2048,32,2,0.4545228,1,3,RS,0.45447942692254595,True,False,False,6.997971134550892e-05,True,0.45456617307745406,False
206,8,10,512,2,32,0.8171807,1,8,RS,0.8170464417374393,True,False,False,0.00021661719691658582,True,0.8173149582625606,False
207,8,1,8,32,4,inf,16,1,RS,inf,False,True,False,inf,False,inf,False
208,512,1,1024,8,8,inf,9,1,RS,inf,False,True,True,inf,True,inf,False
209,2,1,8,16,2,inf,1,27,RS,inf,False,True,True,inf,False,inf,False
210,8,10,4,2,4,0.4744224,28,1,RS,0.4738195546357534,True,False,False,0.0009726527849135141,True,0.4750252453642466,False
211,8,1,4,4,16,inf,1,22,RS,inf,False,True,True,inf,False,inf,False
212,512,1,1024,2,4,inf,26,1,RS,inf,False,True,True,inf,True,inf,False
213,1024,1,64,1,1,inf,8,1,RS,inf,False,True,True,inf,True,inf,False
214,8,1,32,16,32,inf,2,1,RS,inf,False,True,True,inf,False,inf,False
215,2,10,2048,16,1,0.3136453,26,1,RS,0.31362710281362954,True,False,True,2.9360006811980982e-05,True,0.3136634971863705,False
216,32,10,2,2,16,0.45106140000000006,1,28,RS,0.45072739865049843,True,False,False,0.0005388900073298874,True,0.4513954013495017,False
217,32,10,16,1,32,0.5010313,1,30,RS,0.5009276466046928,True,False,False,0.00016723818343906225,False,0.5011349533953071,False
218,64,1,8,32,4,inf,1,8,RS,inf,False,True,False,inf,False,inf,False
219,8,1,16,8,4,inf,1,3,RS,inf,False,True,True,inf,True,inf,False
220,8,10,16,2,8,0.7632329999999999,10,1,RS,0.763172016452108,True,False,False,9.839308918822026e-05,True,0.7632939835478919,False
221,512,1,32,8,32,inf,1,20,RS,inf,False,True,True,inf,False,inf,False
222,1024,1,2,16,32,inf,1,2,RS,inf,False,True,False,inf,True,inf,False
223,256,1,2,4,8,inf,19,1,RS,inf,False,True,True,inf,True,inf,False
224,64,1,8,1,8,inf,4,1,RS,inf,False,True,True,inf,False,inf,False
225,2048,10,16,1,32,0.5582542000000001,1,12,RS,0.5582155764741047,True,False,True,6.231661094765354e-05,False,0.5582928235258956,False
226,128,10,1,32,1,1.078565,1,23,RS,1.078284112474487,True,False,True,0.0004531942188510405,False,1.078845887525513,False
227,1024,1,4,16,1,inf,19,1,RS,inf,False,True,True,inf,True,inf,False
228,256,10,2,2,1,0.45026,1,28,RS,0.45023014414454826,True,False,False,4.817053041019594e-05,True,0.4502898558554517,False
229,2048,10,128,16,16,1.0430350000000002,11,1,RS,1.0429282854055253,True,False,True,0.00017217723426748462,True,1.043141714594475,False
230,8,10,2048,2,16,0.7895269,22,1,RS,0.7880281228726433,True,False,True,0.0024181818976247416,False,0.7910256771273567,False
231,32,10,32,1,4,0.35564450000000003,17,1,RS,0.35556468433200694,True,False,True,0.00012877752133040122,False,0.3557243156679931,False
232,1,1,4,4,1,inf,20,1,RS,inf,False,True,False,inf,False,inf,False
233,16,10,16,4,8,0.7070991999999999,1,10,RS,0.7070583726752573,True,False,True,6.587230070371756e-05,True,0.7071400273247426,False
234,2048,1,512,16,32,inf,17,1,RS,inf,False,True,False,inf,True,inf,False
235,16,1,16,1,1,inf,17,1,RS,inf,False,True,True,inf,False,inf,False
236,256,10,256,32,32,1.009962,1,3,RS,1.009818111409556,True,False,True,0.00023215512055518338,True,1.0101058885904441,False
237,1024,1,1,2,2,inf,28,1,RS,inf,False,True,False,inf,True,inf,False
238,1024,10,2,2,8,0.4420495,1,2,RS,0.4420336539608793,True,False,False,2.556657974778815e-05,False,0.4420653460391207,False
239,512,1,4,32,4,inf,1,2,RS,inf,False,True,False,inf,True,inf,False
240,8,10,32,32,8,0.7528645,30,1,RS,0.7527063020682188,True,False,False,0.0002552423358300934,False,0.7530226979317813,False
241,4,10,16,4,8,0.7961758999999999,28,1,RS,0.7960199298516106,True,False,True,0.0002516479485312751,True,0.7963318701483892,False
242,1024,10,4,16,32,0.22028140000000002,4,1,RS,0.22024295152084655,True,False,False,6.203418412456502e-05,True,0.22031984847915348,False
243,256,10,16,32,32,0.21319849999999999,1,30,RS,0.21306498307283425,True,False,True,0.0002154210992451717,False,0.21333201692716572,False
244,4,10,512,1,1,0.7355518,1,22,RS,0.7354507442113412,True,False,False,0.00016304710975667102,False,0.7356528557886588,False
245,512,10,256,4,1,0.8136887000000002,1,24,RS,0.813613785751082,True,False,False,0.0001208693923208044,False,0.8137636142489183,False
246,128,1,512,1,2,inf,1,22,RS,inf,False,True,True,inf,False,inf,False
247,1,10,8,2,32,0.20856539999999998,1,4,RS,0.20837051014569874,True,False,False,0.0003144424271627427,False,0.20876028985430123,False
248,64,1,1,4,16,inf,14,1,RS,inf,False,True,False,inf,False,inf,False
249,1,10,8,1,16,0.2031364,2,1,RS,0.20311871421635844,True,False,False,2.853489092321704e-05,True,0.20315408578364155,False
250,4,1,256,16,32,inf,1,5,RS,inf,False,True,True,inf,False,inf,False
251,512,10,1024,1,32,0.9534713,24,1,RS,0.953415917888969,True,False,True,8.935552585039509e-05,True,0.9535266821110311,False
252,1024,1,1024,16,2,inf,1,9,RS,inf,False,True,True,inf,True,inf,False
253,1,10,256,8,1,0.20708740000000003,11,1,RS,0.20706817596024804,True,False,False,3.101676965771531e-05,False,0.20710662403975202,False
254,8,1,256,4,8,inf,1,1,RS,inf,False,True,True,inf,True,inf,False
255,64,1,1024,16,32,inf,17,1,RS,inf,False,True,False,inf,False,inf,False
256,32,1,128,4,16,inf,1,29,RS,inf,False,True,False,inf,True,inf,False
257,64,1,2048,1,8,inf,8,1,RS,inf,False,True,False,inf,True,inf,False
258,512,1,64,8,8,inf,1,27,RS,inf,False,True,True,inf,True,inf,False
259,16,1,1024,16,1,inf,1,18,RS,inf,False,True,True,inf,True,inf,False
