id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,technique,points,RT1_I,speedup,U1_J,U1_I,OMP,VEC1,SCR
1,2,32,1,1,2048,0.9439873999999998,DLMT,133,1,2.659676389748423,3,1,True,True,True
