id,RT1_J,T1_Ja,runs,T1_I,T1_J,T1_Ia,cost_mean,baseline,technique,RT1_I,cost_std,correct_result,U1_J,U1_I,OMP,mean_confidence_interval_inf,VEC1,mean_confidence_interval_sup,SCR
1,1,2,10,2,2,32,3.9670099999999997,False,DLMT,4,0.0014356531614565377,True,30,1,False,3.9661201893024165,False,3.967899810697583,True
2,8,2048,1,16,2048,512,inf,False,DLMT,8,inf,False,1,8,False,inf,True,inf,True
3,32,4,1,512,1,512,inf,False,DLMT,4,inf,False,1,12,False,inf,True,inf,True
4,16,1,1,2,128,256,inf,False,DLMT,2,inf,False,1,1,False,inf,True,inf,False
5,8,8,1,16,4,1,inf,False,DLMT,4,inf,False,1,29,False,inf,False,inf,False
6,2,1,10,32,8,512,2.4928390000000005,False,DLMT,1,0.00046139895968675304,True,19,1,False,2.4925530272168763,True,2.4931249727831246,True
7,1,512,1,2048,16,1,inf,False,DLMT,4,inf,False,24,1,False,inf,False,inf,False
8,4,1024,1,256,1024,1,inf,False,DLMT,2,inf,False,1,12,True,inf,False,inf,True
9,8,1,1,512,128,2048,inf,False,DLMT,16,inf,False,27,1,False,inf,False,inf,True
10,2,1,1,8,4,8,inf,False,DLMT,4,inf,False,1,11,True,inf,False,inf,False
11,2,1,1,64,2048,128,inf,False,DLMT,32,inf,False,1,21,True,inf,True,inf,False
12,1,256,10,2,128,512,1.322555,False,DLMT,32,0.12964436318251557,True,1,30,True,1.2422020677331884,False,1.4029079322668114,True
13,32,2048,1,2,32,1,inf,False,DLMT,2,inf,False,1,24,True,inf,False,inf,True
14,32,1,10,2,2048,2048,0.9802481000000001,False,DLMT,1,0.27142884325047334,True,7,1,True,0.8120178513291831,False,1.148478348670817,False
15,1,1024,10,32,8,64,1.367167,False,DLMT,1,0.04702174987173489,True,1,1,True,1.338023153019231,False,1.396310846980769,True
16,2,128,1,2048,16,2048,inf,False,DLMT,8,inf,False,4,1,False,inf,False,inf,True
17,4,128,10,4,16,1,1.346509,False,DLMT,8,0.03523183459600142,True,30,1,True,1.3246724839384223,True,1.3683455160615776,True
18,16,1,10,2048,512,1,0.9599599,False,DLMT,1,0.35087718541491125,True,7,1,True,0.7424879635308315,True,1.1774318364691685,True
19,1,2048,10,4,8,2048,1.1653939999999998,False,DLMT,32,0.37297611559401495,True,1,8,True,0.9342252563865774,True,1.3965627436134223,False
20,2,32,10,1,1,2048,0.9439873999999999,False,DLMT,1,0.3606250287576279,True,3,1,True,0.7204737986513325,True,1.1675010013486673,True
21,1,512,1,1,2,1,inf,False,DLMT,4,inf,False,1,17,False,inf,False,inf,True
22,8,2048,1,128,4,256,inf,False,DLMT,4,inf,False,9,1,False,inf,True,inf,True
23,16,1024,10,8,64,64,2.3670610000000005,False,DLMT,1,0.0003951063148065236,True,1,20,False,2.3668161150688514,False,2.3673058849311497,False
24,1,32,1,256,16,1024,inf,False,DLMT,32,inf,False,27,1,True,inf,False,inf,False
25,2,1024,10,16,1,16,2.4353789999999997,False,DLMT,32,0.00039652112175766395,True,6,1,False,2.4351332381785307,False,2.435624761821469,False
26,16,512,1,4,1,256,inf,False,DLMT,2,inf,False,29,1,False,inf,False,inf,False
27,1,512,1,32,256,1024,inf,False,DLMT,4,inf,False,6,1,False,inf,True,inf,True
28,32,1024,10,1,32,4,2.3878429999999997,False,DLMT,1,0.0014497313544239471,True,1,28,False,2.3869444637083514,True,2.388741536291648,False
29,2,1024,1,2048,256,2048,inf,False,DLMT,4,inf,False,1,28,True,inf,True,inf,False
30,4,2048,1,1,64,256,inf,False,DLMT,8,inf,False,15,1,True,inf,False,inf,False
31,16,16,1,4,8,32,inf,False,DLMT,4,inf,False,15,1,True,inf,True,inf,True
32,2,2048,10,4,2048,4,2.2624369999999994,False,DLMT,32,0.0001894755920956163,True,19,1,False,2.2623195639692755,True,2.2625544360307233,True
33,1,2048,1,16,1,1,inf,False,DLMT,8,inf,False,23,1,True,inf,True,inf,True
34,1,1,10,1,1,1,2.510701,True,DLMT,1,0.00011861281549646236,True,1,1,False,2.5106274843661875,False,2.5107745156338126,False
35,2,2048,1,8,256,8,inf,False,DLMT,8,inf,False,13,1,True,inf,False,inf,True
36,1,256,1,128,256,128,inf,False,DLMT,4,inf,False,1,20,True,inf,True,inf,False
37,1,32,1,8,8,128,inf,False,DLMT,2,inf,False,1,30,False,inf,True,inf,True
