id,T2_J,T2_I,T3_J,T3_I,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T3_Ja,VEC2,VEC3,cost_std,U2_J,SCREP,RT2_I,runs,U2_I,RT2_J,OMP3,cost_mean,RT3_I,OMP2,RT3_J,correct_result,T3_Ia,mean_confidence_interval_sup,U3_I,U3_J
1,32,4,4,128,7.125645234656416,512,False,2048,RS,256,False,True,0.0007224410010514026,1,True,32,10,15,1,False,7.126093,1,False,8,True,1,7.126540765343584,6,1
2,2,512,1024,64,6.976281657781739,16,False,1,RS,1024,True,True,0.003264534423160389,20,True,32,10,1,1,False,6.978305000000001,8,True,1,True,1024,6.980328342218263,1,24
3,2,64,1,1,6.957630412907995,16,False,256,RS,2048,False,False,0.000806052107496877,1,True,32,10,17,32,False,6.95813,1,False,1,True,8,6.9586295870920045,13,1
4,128,16,512,1,6.9722699114136635,512,False,2048,RS,2048,False,True,0.005253492552578632,1,False,32,10,4,1,False,6.975526,32,True,32,True,16,6.978782088586337,1,9
5,8,1,512,4,7.0042328768711055,16,False,1,RS,1024,False,True,0.0009763278138003566,1,False,1,10,30,32,False,7.0048379999999995,8,False,1,True,1024,7.005443123128893,1,14
6,128,8,2,1,7.151103958808539,256,False,128,RS,2048,False,False,0.0006260798671096332,1,True,1,10,19,1,False,7.151491999999999,1,False,32,True,8,7.151880041191459,1,26
7,2048,256,4,2,6.98841618953197,1,False,512,RS,256,False,True,0.0005450357786420397,1,False,32,10,20,8,False,6.988754,1,False,8,True,128,6.989091810468031,12,1
8,1024,64,256,64,6.948002442828405,1,False,128,RS,1024,True,False,0.005026754022229468,1,False,32,10,29,32,False,6.951117999999999,1,True,1,True,2048,6.954233557171594,30,1
9,16,2,4,32,7.00220956606498,2048,False,4,RS,128,False,False,0.0009687620966986953,1,True,1,10,26,32,False,7.002809999999999,32,False,32,True,1024,7.003410433935018,1,8
10,1,1,256,256,7.080915631452155,2048,False,4,RS,1,False,True,0.0009234803733701467,1,True,32,10,1,32,False,7.081488,1,False,32,True,256,7.082060368547846,1,16
11,4,128,16,4,7.07144515247916,4,False,256,RS,1,False,True,0.001313091390574227,1,True,1,10,29,32,False,7.072259,1,False,8,True,1024,7.07307284752084,1,17
12,2,4,1,32,6.98877766326248,4,False,8,RS,1024,False,True,0.0011283354997517559,14,True,8,10,1,8,False,6.989476999999999,8,False,32,True,128,6.990176336737518,30,1
