id,RT1_K,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,1,32,2048,False,1,1,1,128,1,4,0.2490984267782355,64,32,32,DLMT,1,True,False,True,512,128,False,22,28,1,512,8,35,1,27,1,0.2525684285714286,8,True,0.01047407381868123,True,0.2560384303646217
2,1,1,128,False,8,16,16,256,2048,1,0.14989075208571517,128,1,16,DLMT,8,False,True,False,512,128,True,1,1,3,256,1,35,1,15,30,0.1512315142857143,1,False,0.004047041786444079,True,0.15257227648571342
3,8,1,128,False,8,32,1,512,1,4,0.19428461588156334,1,128,128,DLMT,8,False,False,True,2048,2048,False,18,1,23,64,8,35,512,6,1,0.19437394285714285,1,False,0.00026963021692226973,True,0.19446326983272236
4,8,1,2048,False,8,1,1,512,1024,3,0.08512491255325423,1,512,1,DLMT,1,False,True,True,2048,64,False,1,3,29,128,1,35,1,1,14,0.08513660285714286,32,False,3.5286755797238183e-05,True,0.0851482931610315
5,8,8,512,False,1,32,1,1,2048,15,0.1569575454703578,1,32,64,DLMT,8,False,False,False,512,2048,False,2,1,1,512,8,35,2048,1,18,0.15751025714285713,1,True,0.0016683400191782936,True,0.15806296881535645
6,1,8,1,False,8,256,512,512,1024,26,0.20826671113115386,256,64,16,DLMT,8,False,True,False,1024,256,False,30,1,6,256,1,35,1,26,1,0.20895285714285713,1,True,0.0020711067040574825,True,0.2096390031545604
7,1,8,256,False,8,64,16,64,256,16,0.16154290206701075,512,1,32,DLMT,1,True,False,True,512,64,False,4,26,1,512,32,35,2048,30,1,0.16328802857142857,1,True,0.005267600687142458,True,0.1650331550758464
8,1,1,2048,False,32,32,512,64,512,1,0.3280409666112829,1,16,1,DLMT,1,True,False,False,1,1,True,20,16,1,64,1,35,256,4,28,0.328993,8,False,0.0028736780513580725,True,0.32994503338871706
9,1,8,512,False,1,16,32,1,2048,12,0.10908230734882426,32,128,64,DLMT,8,True,True,True,64,1,True,13,1,27,1,1,35,128,28,1,0.11164648571428572,8,False,0.007739878848706423,True,0.11421066407974717
10,8,1,128,False,1,32,128,1,128,1,0.1343343927167036,1,1,32,DLMT,8,False,True,True,1,128,False,1,29,10,64,1,35,1,27,14,0.13441380000000003,8,False,0.00023968798766014568,True,0.13449320728329645
11,1,8,512,False,8,256,64,128,1,1,inf,1,128,64,DLMT,1,False,False,True,2048,512,False,8,5,1,2048,1,1,128,21,24,inf,32,True,inf,False,inf
12,1,32,128,False,1,16,256,16,2048,23,0.10995856845688813,256,64,16,DLMT,1,False,False,False,1024,2048,False,17,1,21,1,32,35,1,1,13,0.11321331428571428,1,True,0.009824331543298662,True,0.11646806011454043
13,1,1,1024,False,1,256,1,1,128,1,0.08977562415437944,128,32,16,DLMT,1,False,False,True,1,2048,False,1,14,1,1024,32,35,1,14,1,0.08981201714285714,1,False,0.00010985090801553214,True,0.08984841013133484
14,1,1,2048,False,8,512,256,1,1,13,0.15006970289557933,128,32,64,DLMT,8,False,False,False,1,1,False,1,5,12,512,1,35,2048,18,1,0.1505506,8,True,0.0014515703654023424,True,0.15103149710442068
15,1,8,2048,False,1,32,32,64,2048,1,0.13114323239189185,128,128,512,DLMT,8,False,True,True,2048,1,True,15,1,8,1024,8,35,64,7,5,0.13199542857142854,1,True,0.002572323077750252,True,0.13284762475096523
16,1,8,2048,False,8,256,64,32,1,23,0.2188221294941962,512,32,256,DLMT,8,False,False,False,512,256,True,1,4,29,512,8,35,256,6,1,0.21945434285714285,1,False,0.0019083129713793503,True,0.22008655622008952
17,8,1,1024,False,8,512,1,16,128,24,0.11870387292413143,1,256,16,DLMT,8,True,True,False,512,64,False,1,14,15,1,1,35,2048,28,1,0.12292217142857143,8,True,0.012732780141903056,True,0.12714046993301142
18,1,1,64,False,8,256,32,1,1,30,0.10067131220313394,1,32,512,DLMT,1,True,False,True,1,1024,True,8,1,6,1,1,35,256,1,30,0.1047030857142857,32,False,0.012169761254546165,True,0.10873485922543746
