id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,cost_std,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,baseline,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,1024,16,DLMT,2,1,True,4,2,0.00019524599867865367,False,32,128,16,False,3.270735987499941,64,16,2048,2048,False,False,False,1,False,8,True,64,False,8,1,256,False,12,1,1,4,12,1,4,False,10,3.270978012500058,4,3.2708569999999995,16,4,8,True,256,1024,1,128,False,1,2,32,4
2,2048,2,DLMT,8,2,True,32,32,0.00032104361074467545,False,8,8,16,False,3.502340018764907,8,2,1,128,True,False,False,16,True,1,True,64,True,16,16,32,False,1,8,1,4,16,1,16,False,10,3.502737981235093,16,3.502539,1,32,4,True,16,1,8,1,False,8,32,4,1
3,2048,1,DLMT,16,8,False,8,64,0.0021041064611849736,False,1,2,2,False,2.673189885267918,1,1024,2048,256,False,False,False,128,False,1,True,8,True,12,1,1,False,1,1,1,1,16,1,8,False,10,2.6757981147320824,4,2.674494,12,16,1,True,1,1,12,1,False,16,4,4,1
4,1,256,DLMT,2,16,False,2,256,0.0007166763565236552,True,256,2,16,False,2.166700807554457,1,256,512,256,False,False,False,16,False,8,False,16,True,8,4,8,True,4,1,16,1,4,16,1,False,10,2.167589192445544,1,2.1671450000000005,1,1,2,True,256,2048,12,8,True,1,2,32,16
5,2,1,DLMT,4,2,True,4,1024,0.003474027777666713,True,512,64,2,True,2.8139158148413137,32,4,32,512,False,False,False,1,True,8,True,128,False,12,12,2048,False,1,8,16,1,4,1,1,False,10,2.8182221851586857,12,2.8160689999999997,12,2,32,True,1,1,8,256,False,16,16,8,1
6,1024,1,DLMT,32,4,False,1,8,0.0034584390987843195,True,256,32,2,True,1.8102694766270457,32,512,2048,1,True,False,True,512,False,512,False,2048,False,1,16,128,True,1,12,1,12,1,8,1,False,10,1.8145565233729544,16,1.812413,8,1,4,True,1,8,8,2048,True,1,2,32,4
7,1,256,DLMT,4,2,False,16,8,0.00033418707335860907,True,16,64,32,False,4.782449872512072,16,2,2,64,True,False,False,2,False,2,False,2048,False,4,4,64,False,1,16,8,1,8,16,1,False,10,4.782864127487929,16,4.782657,4,2,1,True,64,1,12,1024,False,1,32,1,16
8,16,2048,DLMT,8,8,False,8,16,0.0003128194367362941,True,16,16,8,False,1.7091241160671027,8,16,128,2048,True,False,True,128,False,16,True,512,False,4,8,16,False,4,1,12,1,4,1,12,False,10,1.7095118839328975,4,1.7093180000000001,4,8,1,True,128,1,1,512,True,16,1,8,1
9,32,32,DLMT,4,16,True,8,2,0.006778653922424497,False,16,2,16,True,4.70584962397317,4,2,32,256,True,False,True,4,False,64,False,512,True,1,12,512,True,1,1,16,1,16,1,8,False,10,4.71425237602683,12,4.710051,1,16,2,True,64,4,16,2048,True,1,32,1,8
10,32,64,DLMT,4,32,True,1,64,0.0001287206277175735,True,64,16,4,False,2.477101219594385,2048,2,1024,2048,False,True,False,1024,True,16,True,512,False,12,12,2048,True,8,1,8,1,16,1,4,False,10,2.4772607804056137,1,2.4771809999999994,16,4,32,True,1024,256,1,256,True,1,1,1,4
