id,SCREP,T1_Ja,technique,T1_I,T1_J,T1_Ia,U_K,U_J,U_I,T1_K,T1_Ka,speedup,cost_mean,OMP,PAR,VEC,points
1,True,256,RS,8,128,8,1,6,7,16,1,17.743736011298118,0.0830581,True,True,False,301
