id,SCREP,correct_result,T1_Ja,technique,mean_confidence_interval_inf,T1_I,T1_J,T1_Ia,U_K,U_J,U_I,T1_K,T1_Ka,runs,cost_mean,OMP,PAR,VEC,cost_std,mean_confidence_interval_sup,baseline
1,False,True,256,RS,1.4815727195895627,4,128,64,1,6,8,64,1,10,1.4998869999999997,False,True,True,0.02954893062362831,1.5182012804104368,False
2,True,True,64,RS,0.1625997046864729,2,64,8,1,2,10,2,2,10,0.1728245,True,False,True,0.016497059157619575,0.1830492953135271,False
3,False,True,128,RS,2.1761102645085533,2048,32,2048,2,14,1,1,8,10,2.176603,False,True,False,0.0007949974842727791,2.177095735491447,False
4,False,True,4,RS,0.2429400654963964,256,2,1,1,2,16,4,64,10,0.2514689,True,False,True,0.013760733886315808,0.2599977345036036,False
5,True,True,1,RS,0.20213740499607116,8,2,16,4,10,1,256,1,10,0.2078345,True,False,False,0.009191901688442933,0.21353159500392885,False
6,True,True,128,RS,0.11711505404615084,2,64,8,1,7,7,2,128,10,0.1251176,True,False,True,0.012911600669165699,0.13312014595384913,False
7,False,True,1024,RS,4.249719817586829,256,1024,2048,16,1,1,1,4,10,4.253227,True,False,False,0.005658616527031939,4.256734182413171,False
8,True,True,1,RS,2.5262488326515187,1,512,512,14,5,1,4,8,10,2.5267269999999997,False,False,True,0.0007714927089739965,2.5272051673484808,False
9,True,True,1,RS,1.635471087752251,16,256,64,3,15,1,8,32,10,1.635803,False,False,False,0.0005355193740659686,1.6361349122477489,False
10,False,True,1024,RS,0.3365354088058207,256,16,512,1,2,19,128,128,10,0.3460979,True,False,True,0.01542847344003936,0.3556603911941793,False
11,True,True,32,RS,1.5447369080024311,16,1,32,27,1,3,512,1024,10,1.5450070000000002,False,False,True,0.00043577631876916197,1.5452770919975694,False
12,False,True,64,RS,1.5187845157651088,1024,1,2048,11,1,2,2,1,10,1.519022,False,True,True,0.00038316576047450453,1.5192594842348914,False
13,False,True,256,RS,3.809541425885721,2,128,2,6,1,1,8,128,10,3.895588,False,False,False,0.13883069342187992,3.981634574114279,False
14,False,True,1,RS,2.533435310518621,512,1024,1024,8,1,1,512,1,10,2.53407,False,False,True,0.001024031249523149,2.5347046894813787,False
15,False,True,2048,RS,1.2169261680671537,32,512,32,1,10,12,64,128,10,1.217697,False,False,True,0.0012436884658145106,1.2184678319328464,False
16,True,True,32,RS,2.537819043677639,2,2,8,6,1,8,2,2048,10,2.538056,False,True,False,0.00038231400706750015,2.538292956322361,False
17,False,True,32,RS,0.38146625124516664,2,2,8,2,13,1,64,2048,10,0.383181,True,True,False,0.0027666384295747877,0.38489574875483334,False
18,False,True,2048,RS,2.510859892761877,2,8,2048,1,2,17,2,2,10,2.5147469999999994,True,False,False,0.0062716011512212975,2.518634107238122,False
19,True,True,1,RS,1.1352684263989137,32,1024,2048,1,4,5,128,256,10,1.1357519999999999,False,True,True,0.0007802153548861042,1.136235573601086,False
20,False,True,2048,RS,0.33906696766632005,4,256,256,21,1,2,4,4,10,0.34703940000000005,True,False,True,0.012863014251721873,0.35501183233368006,False
21,True,True,512,RS,0.5910213476219242,4,64,256,2,1,12,2,64,10,0.6003373,True,False,False,0.015030698686687861,0.6096532523780758,False
