id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
1,True,35,0.14796113651263632,1,512,1,256,1,27,2,DLMT,1,2048,1024,2048,0.14793577777307804,3.827221510416754e-05,1,0.14794845714285718,1
2,True,35,0.3309187274651727,1,1,128,32,1,19,29,DLMT,2,1024,256,512,0.3303637868205417,0.0008375340451197755,32,0.3306412571428572,1
3,True,35,0.31319579311377327,1,128,16,16,29,27,1,DLMT,2,2048,1024,256,0.3129114068862268,0.00042920472637525913,32,0.31305360000000004,1
4,True,35,0.12781923701786374,1,1,32,1,11,1,10,DLMT,23,2048,1,2048,0.12767899155356488,0.00021166290874589862,1,0.1277491142857143,32
5,True,35,0.24930702024447715,32,16,512,16,3,29,1,DLMT,8,2048,2048,256,0.24906023689838003,0.00037245326346991344,1,0.2491836285714286,1
6,True,35,0.19062784469733424,1,16,1,128,23,29,1,DLMT,7,256,1,1024,0.19048204101695143,0.00022005154498203167,1,0.19055494285714283,1
7,True,35,0.18895634223632118,8,64,512,1,27,1,26,DLMT,18,1,1,128,0.18887548633510742,0.0001220302939972735,1,0.1889159142857143,1
8,True,35,0.27333089374683517,8,128,1,64,24,1,30,DLMT,3,1024,1,1,0.27321059196745057,0.00018156326608605758,1,0.27327074285714287,8
9,True,35,0.19289653578967925,1,32,16,512,1,4,24,DLMT,1,1,2048,1024,0.19285112135317795,6.854090987527655e-05,1,0.1928738285714286,32
10,True,35,0.43295829569989136,1,16,512,32,2,1,23,DLMT,30,2048,1024,1,0.43277541858582297,0.0002760039485076901,1,0.43286685714285716,1
11,True,35,0.4332100166338746,1,16,16,16,1,29,28,DLMT,8,2048,2048,2048,0.43316684050898246,6.51627789086794e-05,1,0.43318842857142853,1
12,True,35,0.14633765766256118,1,512,16,1,1,19,9,DLMT,10,1024,1,1,0.14622891376601022,0.0001641197422491238,1,0.1462832857142857,32
13,True,35,0.1191043251615287,8,512,512,64,23,1,18,DLMT,19,2048,2048,2048,0.11886641769561414,0.000359057503211178,1,0.11898537142857142,8
14,True,35,0.18068728884093527,32,1,16,512,20,1,11,DLMT,3,2048,2048,64,0.1806423111590647,6.788174591575654e-05,1,0.1806648,1
15,True,35,0.25320788004798245,1,16,256,256,2,4,1,DLMT,30,2048,1,2048,0.2531290342377319,0.00011899660087753804,32,0.2531684571428572,1
16,True,35,0.2732977135538812,32,1,1,16,9,29,1,DLMT,26,1,256,256,0.2732741721604044,3.552941868137706e-05,1,0.2732859428571428,1
17,True,35,0.24220411888538093,1,32,512,128,1,5,7,DLMT,3,1,1,128,0.24212136682890487,0.0001248920317387657,32,0.2421627428571429,1
18,True,35,0.2832711068263126,1,512,16,16,14,1,30,DLMT,22,1,2048,1024,0.2830306646022589,0.0003628830406956138,32,0.28315088571428576,1
19,True,35,0.1596143125040377,32,512,32,256,1,1,4,DLMT,30,2048,64,2048,0.15939677321024795,0.0003283172109719621,1,0.15950554285714283,1
20,True,35,0.19364885857648206,1,32,256,512,23,19,1,DLMT,28,1,2048,1,0.1936293128520894,2.9499028001974305e-05,1,0.19363908571428573,32
21,True,35,0.1923440879458268,32,256,16,1,3,1,3,DLMT,6,64,256,512,0.19208562633988752,0.00039007846411108705,1,0.19221485714285716,1
22,True,35,0.21294919886907004,32,128,16,256,1,26,30,DLMT,23,1024,64,1,0.21274022970235845,0.00031538290300871355,1,0.21284471428571425,1
23,True,35,0.1560979399317036,1,16,1,32,7,1,4,DLMT,20,512,2048,1,0.15606777435401073,4.552684787628961e-05,1,0.15608285714285716,1
24,True,35,0.17832628419125637,1,1,1,1,1,1,1,DLMT,1,1,1,1,0.17803131580874362,0.00044517565072676687,1,0.1781788,1
25,True,35,0.13692410549879996,1,128,512,512,1,2,3,DLMT,12,1,1,1024,0.13681915164405717,0.00015839969078510413,1,0.13687162857142857,32
26,True,35,0.1931976433997688,1,1,1,128,16,30,1,DLMT,8,128,1,128,0.19317378517165978,3.600759557059735e-05,1,0.1931857142857143,1
27,True,35,0.2547804476176651,1,1,1,1,29,6,1,DLMT,29,256,1024,128,0.25470863809662064,0.00010837720974373515,32,0.2547445428571429,1
28,True,35,0.11701854797151812,1,16,128,512,25,28,1,DLMT,29,1,2048,1,0.11692025202848189,0.0001483513589903566,8,0.1169694,8
29,True,35,0.14079468141587975,1,1,512,128,3,1,25,DLMT,28,128,1,1024,0.14073377572697743,9.192079998230955e-05,1,0.1407642285714286,32
30,True,35,0.2101065306865777,32,128,128,32,26,27,1,DLMT,2,1,1024,1,0.21007198359913665,5.213956153969082e-05,1,0.21008925714285717,1
31,True,35,0.21447227214892092,1,512,64,256,23,11,1,DLMT,27,512,1024,1024,0.2144423564225076,4.514976439019338e-05,1,0.21445731428571427,1
32,True,35,0.1454786192634225,1,1,512,256,22,1,20,DLMT,29,1024,2048,1024,0.14526692359372037,0.00031949782791251797,1,0.14537277142857144,1
33,True,35,0.12281426972288947,1,128,1,512,1,4,3,DLMT,3,1,1,1,0.1227517874199677,9.430027593181463e-05,8,0.12278302857142859,1
34,True,35,0.2601491601305034,1,512,1,32,1,11,27,DLMT,6,2048,64,1024,0.26006398272663944,0.0001285524430426915,32,0.2601065714285714,1
35,True,35,0.11880983604998395,1,512,256,1,5,23,1,DLMT,2,64,2048,2048,0.11873410680715892,0.00011429297834057463,8,0.11877197142857143,8
36,True,35,0.2205666267117598,1,256,64,1,1,30,29,DLMT,7,128,128,1,0.2199594875739545,0.0009163136687793314,1,0.22026305714285715,32
37,True,35,0.27954190387613304,1,1,256,256,1,18,2,DLMT,13,512,2048,64,0.27940969612386685,0.0001995321384782754,32,0.27947579999999994,1
38,False,1,inf,32,16,64,1,9,2,1,DLMT,2,1,128,2048,inf,inf,1,inf,1
39,True,35,0.22650916971439386,8,64,512,256,24,30,1,DLMT,6,2048,1,512,0.22629511599989185,0.00032305666401309034,1,0.22640214285714286,8
40,True,35,0.20818297398463884,1,32,1,1,29,1,12,DLMT,2,2048,512,64,0.208005368872504,0.0002680472757571267,1,0.20809417142857142,1
41,True,35,0.16143643993865503,1,64,128,512,14,1,28,DLMT,2,2048,2048,1,0.1612472172042021,0.0002855809603211644,1,0.16134182857142856,32
42,True,35,0.1606204007728497,32,1,16,1,1,27,21,DLMT,25,2048,512,256,0.16052022779857886,0.00015118423414186205,1,0.16057031428571428,1
43,True,35,0.16049237294810995,1,16,1,16,5,1,2,DLMT,21,1,2048,1,0.1604689984804615,3.5277488919845705e-05,1,0.16048068571428573,32
44,True,35,0.19266349649613732,32,128,1,512,1,5,23,DLMT,23,1,1,1024,0.19259798921814844,9.886566437260723e-05,1,0.19263074285714288,1
45,True,35,0.1353040964950546,1,1,32,128,1,28,12,DLMT,10,1,2048,1024,0.13528116064780255,3.461550908751428e-05,1,0.13529262857142857,1
46,True,35,0.2644000567267968,1,128,512,32,28,1,30,DLMT,29,1,1,2048,0.26414868613034603,0.0003793764873890794,32,0.2642743714285714,1
47,True,35,0.12248714134015078,1,512,512,1,1,13,2,DLMT,28,1024,1,1,0.12242834437413493,8.873824843151884e-05,8,0.12245774285714285,1
48,True,35,0.23862671300367266,1,128,16,512,21,1,2,DLMT,26,2048,1,2048,0.23857351556775597,8.028725977160222e-05,1,0.23860011428571432,32
49,True,35,0.28632039768749445,1,128,256,64,1,3,1,DLMT,27,1,2048,512,0.2863045165982199,2.3968244297277376e-05,1,0.2863124571428572,1
50,True,35,0.1862193114544667,1,256,16,256,30,1,26,DLMT,5,2048,64,2048,0.18591480283124764,0.00045957408498721543,1,0.18606705714285718,32
51,True,35,0.11814497729148073,1,1,16,256,27,1,8,DLMT,30,1,2048,512,0.11811942270851929,3.856778818799895e-05,8,0.1181322,8
52,True,35,0.20142643867522317,32,256,128,512,27,21,1,DLMT,30,2048,1024,1,0.20135001846763398,0.00011533580430682239,1,0.20138822857142857,1
53,True,35,0.26446911644163423,1,512,1,16,26,1,27,DLMT,21,1,1,2048,0.2643004264155086,0.0002545923448197476,32,0.2643847714285714,1
54,True,35,0.1129077399107552,8,128,1,1,6,1,8,DLMT,2,1,1,1,0.11288723151781621,3.095191794525458e-05,1,0.1128974857142857,1
55,True,35,0.21045746285103667,1,16,512,1,29,28,1,DLMT,18,64,1,64,0.21041448000610619,6.487107465219618e-05,1,0.21043597142857143,32
56,True,35,0.2397105321524587,1,16,128,512,1,23,24,DLMT,2,2048,1,256,0.23963129641896985,0.00011958508541227574,32,0.23967091428571427,1
57,True,35,0.14574631252474615,32,1,1,64,29,1,11,DLMT,9,64,1,1024,0.14552283033239674,0.000337286422217447,1,0.14563457142857145,1
58,True,35,0.2475530593247381,1,1,256,64,10,5,1,DLMT,24,256,1,1024,0.24728391210383344,0.00040620553357900577,1,0.24741848571428576,1
