id,RT2_I,T2_J,T2_I,T2_Ja,mean_confidence_interval_inf,baseline,T2_Ia,technique,RT2_J,VEC2,VEC1,SCR,U1_K,U1_J,cost_std,runs,U2_I,U2_J,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,4,256,2,256,inf,False,128,RS,8,False,True,True,2,24,inf,1,15,1,inf,False,False,inf
2,4,2,2,2048,inf,False,2,RS,16,False,True,True,28,8,inf,1,3,1,inf,False,False,inf
3,2,2,16,8,0.6298025602667684,False,16,RS,2,True,True,True,19,29,0.0250236593145367,10,28,1,0.6453121,True,True,0.6608216397332317
4,8,512,4,1024,0.1720253444982374,False,4,RS,2,True,False,False,21,13,0.021493969469597744,10,6,1,0.1853472,True,True,0.1986690555017626
5,1,1,16,64,3.1568600265722866,False,2048,RS,8,True,True,False,4,13,0.0004307447039720882,10,11,1,3.157127,True,False,3.1573939734277134
6,16,64,128,256,inf,False,512,RS,8,True,False,True,26,1,inf,1,24,1,inf,False,False,inf
7,2,2,2,128,16.194629649820442,False,1,RS,1,False,False,True,9,24,0.001436523581428028,10,15,1,16.19552,True,False,16.196410350179555
8,8,64,128,1024,1.3560438213032335,False,512,RS,4,True,True,False,3,19,0.03203023203162913,10,29,1,1.3758959999999998,True,True,1.395748178696766
9,32,4,64,8,inf,False,1024,RS,2,True,False,True,10,27,inf,1,30,1,inf,False,True,inf
10,1,4,32,1,inf,False,512,RS,32,False,True,True,9,6,inf,1,1,6,inf,False,False,inf
11,8,1,128,2,3.6502134058586635,False,1024,RS,1,False,True,False,21,13,0.00019779787663170672,10,19,1,3.6503360000000002,True,False,3.650458594141337
12,1,4,8,256,3.689393140763274,False,64,RS,2,True,True,True,9,28,0.002156937643975847,10,3,1,3.6907300000000007,True,False,3.6920668592367276
13,32,2,8,1024,1.8020348206716923,False,1,RS,2,False,False,False,24,21,0.041183258977404866,10,6,1,1.82756,True,True,1.8530851793283079
14,16,64,16,1,inf,False,64,RS,1,True,False,True,1,12,inf,1,3,1,inf,False,True,inf
15,2,1,512,1024,3.1177259645776205,False,1024,RS,32,False,True,False,8,24,0.02528422237285542,10,29,1,3.133397,True,True,3.1490680354223795
16,4,4,1,128,inf,False,2048,RS,8,False,True,True,7,16,inf,1,1,19,inf,False,True,inf
17,4,2,8,1,6.732539802288553,False,128,RS,16,False,True,False,30,27,0.0005392068248825909,10,1,2,6.732874,True,False,6.733208197711447
18,2,64,8,1,2.8734760211578125,False,512,RS,2,True,True,False,27,23,0.0002484351021896892,10,26,1,2.87363,True,False,2.8737839788421873
19,1,4,8,2048,0.7625651141792199,False,64,RS,32,True,True,False,30,6,0.044681200037711595,10,29,1,0.7902583,True,True,0.81795148582078
20,1,2,2,1024,17.888439749199517,False,32,RS,16,True,True,False,8,28,0.003582233939875897,10,11,1,17.890660000000004,True,False,17.89288025080049
21,4,2,1024,4,20.997130669988422,False,2048,RS,32,False,False,False,8,4,0.0009992497185386333,10,29,1,20.997750000000003,True,False,20.998369330011585
22,8,32,2,1,0.4680356987543225,False,8,RS,4,False,False,False,28,29,0.026931324672952887,10,1,7,0.4847276,True,True,0.5014195012456775
23,1,512,256,1024,2.7519018077094075,False,2048,RS,8,True,False,False,8,9,0.0004020559662534871,10,1,28,2.752151,True,False,2.7524001922905925
24,2,8,2,2048,0.36861791678017586,False,32,RS,16,False,True,False,9,17,0.03974214367003875,10,11,1,0.39324990000000004,True,True,0.4178818832198242
25,8,8,32,64,1.8843120533914717,False,256,RS,4,False,False,False,21,16,0.027547730650636218,10,17,1,1.901386,True,True,1.9184599466085284
26,2,256,512,512,2.291955338291362,False,2048,RS,2,False,False,True,7,16,0.00016563815985452934,10,7,1,2.292058,True,False,2.2921606617086376
27,4,1,8,16,3.282264215689472,False,2048,RS,2,True,True,False,1,1,0.016398621771356262,10,4,1,3.292428,True,True,3.302591784310528
28,4,256,512,256,2.202360516171282,False,1024,RS,2,False,True,True,6,27,0.0015851753846183889,10,20,1,2.203343,True,False,2.204325483828718
29,2,2,8,1,inf,False,64,RS,1,True,True,True,9,9,inf,1,1,12,inf,False,True,inf
30,2,32,2,128,0.23083269335133913,False,1,RS,8,True,False,False,8,16,0.03690624392972008,10,23,1,0.253707,True,True,0.2765813066486609
31,4,1,8,8,inf,False,512,RS,4,True,True,True,27,30,inf,1,1,18,inf,False,True,inf
32,1,1024,8,1024,0.23363737116098993,False,32,RS,8,False,True,False,26,18,0.029569983436079226,10,29,1,0.2519647,True,True,0.27029202883901005
33,4,2,4,2,0.4714397868438162,False,1,RS,1,False,False,True,24,22,0.05370471110815141,10,15,1,0.5047257,True,True,0.5380116131561838
34,4,1,16,2,inf,False,1,RS,2,False,True,True,28,21,inf,1,1,21,inf,False,True,inf
