id,T1_Ja,T1_La,T1_L,T1_M,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,VRANGE,ORANGE,SCREP,T1_Ia,T1_Ma,T1_Ka,U1_K,U1_J,U1_I,VEC,U1_M,U1_L,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,32,1,128,8,2.6383893610702946,128,32,8,RS,500,10,True,2048,2048,1024,4,8,1,True,3,1,False,10,0.005589975313004538,2.641854,True,True,2.645318638929705
2,1024,64,8,256,3.926630270933721,4,4,2048,RS,500,10,False,128,1,2048,1,1,1,False,16,5,False,10,0.00018510807653907962,3.9267449999999995,True,False,3.926859729066278
3,1024,16,4,2,2.3028926425901832,64,8,256,RS,500,10,False,128,4,1,1,6,1,True,2,1,False,10,0.013634116069624747,2.3113430000000004,True,True,2.3197933574098175
4,16,512,256,2,9.786818944275447,16,2,256,RS,500,10,False,1,2048,1,1,6,2,False,4,3,False,10,0.0003502056538662684,9.787035999999999,True,False,9.78725305572455
5,64,1,32,1,0.28475880765426176,2,32,8,RS,500,10,False,1,2048,256,1,1,1,True,24,4,False,10,0.005934368870402306,0.28843689999999994,True,True,0.2921149923457381
6,2048,512,4,1,8.03204181644845,1,64,256,RS,500,10,False,256,256,512,6,2,5,True,1,1,False,10,0.00021326978220102832,8.032174,True,False,8.03230618355155
7,512,1,256,1024,0.27903010432852704,4,2,2,RS,500,10,True,16,2048,256,2,5,2,False,8,1,False,10,0.029183027821663744,0.29711760000000004,True,True,0.31520509567147303
8,1024,8,2,2048,4.9799460438172245,8,64,32,RS,500,10,True,8,1,32,1,1,2,False,2,6,False,10,0.0003048688242507727,4.980135,True,False,4.980323956182775
9,1024,512,8,1,2.6741779817936373,128,16,512,RS,500,10,True,1024,64,1024,7,14,1,True,1,1,False,10,0.07901324737029858,2.72315,True,True,2.7721220182063626
10,1,256,8,16,5.091954801764177,4,2048,16,RS,500,10,False,4,32,128,1,4,6,False,9,1,False,10,0.0003891580655721785,5.092196,True,False,5.092437198235824
11,1,16,16,1024,3.8526325092992253,1,64,2,RS,500,10,True,2048,1,1,3,1,2,False,1,9,False,10,0.11020657982171489,3.9209380000000005,True,True,3.9892434907007757
12,1024,512,8,1,5.053854270544071,8,64,16,RS,500,10,False,512,64,2048,7,1,9,True,1,1,False,10,0.0034732925301505977,5.056006999999999,True,False,5.0581597294559275
13,32,256,128,2,5.80136643511346,64,1,1,RS,500,10,False,512,64,256,25,2,1,True,2,1,False,10,0.006977411339458245,5.805691000000001,True,True,5.810015564886543
14,128,2048,8,4,10.845755550284583,1,16,128,RS,500,10,False,16,32,128,1,1,6,True,12,1,False,10,0.00016852299546368254,10.84586,True,False,10.845964449715417
15,2048,256,128,4,8.629051638444034,1,128,16,RS,500,10,False,2048,64,512,1,1,2,False,20,2,False,10,0.16829331653099003,8.733359,True,True,8.837666361555966
16,4,64,2,2,3.9173839598451208,32,1,16,RS,500,10,True,64,4,128,4,4,2,True,8,1,False,10,0.0001033247308246742,3.9174480000000003,True,False,3.9175120401548797
17,256,1024,128,2,6.3032902760138425,128,128,8,RS,500,10,False,2048,128,512,3,5,2,False,3,1,False,10,0.00544328981407373,6.306664,True,True,6.310037723986157
18,1024,2048,512,4,6.734303660618395,64,1,1,RS,500,10,False,256,2048,8,2,5,6,True,2,1,False,10,0.00010380751417880299,6.734367999999999,True,False,6.734432339381603
19,1,1,1,512,3.232261572528262,8,16,8,RS,500,10,False,64,512,1,1,7,1,True,3,7,False,10,0.0004250235287605056,3.2325250000000003,True,False,3.2327884274717387
20,4,2048,2048,16,4.7777682665095025,16,2,4,RS,500,10,False,256,1024,2048,3,1,11,True,1,1,False,10,0.07325927302396604,4.823174,True,True,4.868579733490497
21,128,512,32,32,3.593796094658055,512,32,2,RS,500,10,True,512,2048,2,1,5,7,True,6,1,False,10,5.793099343184178e-05,3.5938320000000004,True,False,3.593867905341946
22,32,1024,8,64,0.34749583890290975,16,4,16,RS,500,10,True,1,1024,256,21,1,1,False,1,1,False,10,0.017660937126891086,0.35844200000000004,True,True,0.36938816109709033
23,32,1,32,16,3.487865450229852,4,2,32,RS,500,10,True,1,2048,1,4,1,2,False,2,2,False,10,0.00019288597668055333,3.4879849999999997,True,False,3.4881045497701475
24,128,2048,16,128,3.8632106792169925,2,128,4,RS,500,10,False,512,128,4,1,6,3,True,9,1,False,10,0.00038128860460293865,3.863447,True,False,3.8636833207830072
25,256,1024,1,64,1.7209886545237987,32,1,4,RS,500,10,False,256,256,4,2,3,1,False,2,6,False,10,0.011938374931287738,1.728388,True,True,1.7357873454762014
26,64,512,32,128,2.389491226940622,1,32,4,RS,500,10,True,2,1,64,1,2,1,False,2,18,False,10,0.00046914390116459286,2.389782,True,False,2.390072773059378
27,1024,256,8,32,0.5789343083984848,64,1024,8,RS,500,10,False,64,1024,128,9,6,1,True,1,1,False,10,0.026482451045928505,0.595348,True,True,0.6117616916015152
28,1024,1024,1024,32,7.21050267488931,1,32,8,RS,500,10,False,2048,1,1,2,4,5,False,1,1,False,10,0.0001715488268685105,7.210609000000001,True,False,7.210715325110692
29,256,256,4,8,5.973075062724275,64,2,1024,RS,500,10,False,2048,256,1,10,4,1,True,1,1,False,10,0.055618285850968174,6.007547000000001,True,True,6.042018937275726
30,1,1,4,16,0.9711408195686574,32,256,128,RS,500,10,False,64,256,512,2,8,6,True,1,1,False,10,0.016362635875982846,0.9812822999999999,True,True,0.9914237804313425
31,128,256,16,512,1.345815341935948,1,128,4,RS,500,10,True,256,1024,512,4,4,1,True,9,1,False,10,0.0028907267252371114,1.347607,True,True,1.349398658064052
32,1,128,1,32,5.01088511981836,256,1,4,RS,500,10,True,1024,128,128,1,1,3,True,1,11,False,10,0.11287421895189349,5.080844000000001,True,True,5.150802880181642
33,32,1024,4,16,6.8536959245335805,64,32,4,RS,500,10,False,2048,256,1,1,1,3,False,5,4,False,10,0.00013242356285791807,6.853778,True,False,6.85386007546642
34,128,16,2,128,0.4962670031005755,64,4,2,RS,500,10,False,64,1,1,6,2,1,True,6,2,False,10,0.015930422776561832,0.5061405999999999,True,True,0.5160141968994244
