id,SCR1,SCR2,T1_I1,T1_I2a,RT2_I2,RT2_I1,mean_confidence_interval_inf,baseline,technique,VEC2,U1_I2,U1_I1,T2_I2a,VEC1,runs,T1_I1a,U2_I2,U2_I1,RT1_I2,RT1_I1,cost_std,cost_mean,correct_result,T2_I2,T2_I1,T1_I2,mean_confidence_interval_sup,T2_I1a
1,False,True,2048,1,16,4,4.5135859017086775,False,DLMT,True,13,1,512,False,10,1,13,1,1,32,0.00044708052965884395,4.513863,True,64,2,2048,4.514140098291322,2
2,True,False,512,1024,32,1,5.096237753507287,False,DLMT,True,29,1,256,True,10,512,25,1,16,4,0.00806435391088473,5.101235999999999,True,8,1,32,5.106234246492711,2048
3,False,False,4,4,32,4,6.041503593903231,False,DLMT,False,1,8,1024,True,10,256,1,10,8,1,0.00011359577456942054,6.041574,True,4,1,4,6.0416444060967684,128
4,True,True,1,256,2,1,7.178442532753696,False,DLMT,False,1,20,256,True,10,2048,1,23,8,8,0.004710375356593124,7.181362000000002,True,2,1,16,7.184281467246308,32
5,True,False,8,512,16,1,4.371823158669126,False,DLMT,True,1,7,2048,True,10,32,1,21,1,2,0.00030952382783887294,4.372015,True,16,8,1,4.372206841330875,1
6,True,True,128,1,8,1,5.827773623891998,False,DLMT,False,1,4,2048,True,10,512,1,13,1,1,0.0004781840649791605,5.828069999999999,True,2,4,4,5.828366376108001,512
7,True,False,2048,128,2,32,7.784479290877429,False,DLMT,True,1,28,1,False,10,1,18,1,8,1,0.003891139807305831,7.786891,True,2,8,1,7.789302709122571,1
8,True,True,2048,2048,32,1,5.82195589242225,False,DLMT,True,1,29,1,True,10,2048,6,1,4,2,0.0030398881558373965,5.82384,True,4,4,16,5.8257241075777495,16
9,True,True,1024,64,32,1,6.073700552150153,False,DLMT,False,1,12,32,False,10,1024,3,1,4,1,0.0009994398431121287,6.074320000000001,True,32,2,8,6.074939447849849,256
10,False,False,16,256,4,2,5.8698539299788015,False,DLMT,False,1,11,256,False,10,32,9,1,8,2,0.00032118686149959795,5.870053,True,256,64,2,5.870252070021199,2048
11,True,True,8,16,2,4,11.471975138457564,False,DLMT,False,29,1,64,True,10,1024,17,1,2,16,0.002799089137558875,11.47371,True,2,8,1,11.475444861542437,1
12,False,False,32,256,32,4,5.877355185449109,False,DLMT,False,29,1,2048,False,10,1024,1,29,2,4,0.005072345512679532,5.880499,True,256,8,8,5.883642814550892,16
13,True,True,32,1024,8,2,7.013621583352431,False,DLMT,False,1,8,32,False,10,1,1,20,16,8,0.011827162635222321,7.020951999999999,True,32,1,64,7.028282416647568,64
14,False,False,2,2048,16,8,6.626475218917276,False,DLMT,True,1,17,4,False,10,512,1,7,1,4,0.000519173381444172,6.626797000000001,True,2,1,2,6.627118781082725,1
15,False,False,8,32,4,2,5.912064095908957,False,DLMT,False,1,18,2048,True,10,8,1,29,32,1,0.00023056669317136864,5.9122069999999995,True,2048,8,1,5.912349904091042,16
16,True,True,1,64,4,2,4.397795419723334,False,DLMT,True,1,22,1,False,10,64,1,4,2,2,0.0010157878715558245,4.398425,True,1,8,4,4.399054580276665,1
17,False,True,64,16,32,1,4.512551653226236,False,DLMT,True,1,29,1024,True,10,1,19,1,8,16,0.00019094501826452282,4.51267,True,16,128,1,4.512788346773764,1
18,False,False,512,1,2,32,6.105596270254286,False,DLMT,False,18,1,256,True,10,1,1,2,2,32,0.0004884352567127335,6.105898999999999,True,8,16,1,6.106201729745712,64
19,False,False,512,64,2,8,6.307390619126171,False,DLMT,True,16,1,2048,False,10,2048,21,1,2,8,0.0003265287123670235,6.307593000000001,True,2,512,32,6.307795380873831,1
20,True,False,4,2048,8,8,5.963481128126826,False,DLMT,False,7,1,1,False,10,256,30,1,2,4,0.001388962202509602,5.964342,True,32,64,128,5.965202871873174,128
21,False,False,256,16,32,1,5.925168876242491,False,DLMT,False,1,3,1024,True,10,2048,1,28,32,4,0.0005584487442909959,5.925515,True,64,32,2,5.9258611237575085,128
22,True,True,16,256,1,16,8.432295978968455,False,DLMT,False,1,21,1,False,10,256,16,1,8,16,0.004961351529573117,8.435371,True,4,1024,128,8.438446021031545,2048
23,False,True,128,64,16,4,5.839191126354446,False,DLMT,False,21,1,1024,True,10,128,1,2,2,8,0.0008097413167177592,5.839692999999999,True,2,1,1,5.840194873645552,2048
24,False,True,32,512,2,4,6.59070176152228,False,DLMT,True,1,4,128,False,10,32,1,3,16,1,0.00010848502200768428,6.590769,True,1,1024,8,6.59083623847772,1
