id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,technique,points,RT1_I,speedup,U1_J,U1_I,OMP,VEC1,SCR
1,8,1,2,128,2048,0.9620441000000002,RS,301,4,2.619723981468209,1,20,True,True,False
