id,RT1_J,T1_Ja,runs,T1_I,T1_J,T1_Ia,cost_mean,baseline,technique,RT1_I,cost_std,correct_result,U1_J,U1_I,OMP,mean_confidence_interval_inf,VEC1,mean_confidence_interval_sup,SCR
1,2,2048,1,8,16,512,inf,False,RS,2,inf,False,1,5,False,inf,True,inf,False
2,1,32,1,8,4,1024,inf,False,RS,8,inf,False,1,15,False,inf,True,inf,True
3,16,1,1,1,128,32,inf,False,RS,2,inf,False,17,1,True,inf,True,inf,False
4,2,64,1,32,2,256,inf,False,RS,16,inf,False,29,1,False,inf,False,inf,False
5,2,128,1,512,8,1,inf,False,RS,32,inf,False,17,1,True,inf,False,inf,False
6,32,512,1,64,128,1,inf,False,RS,2,inf,False,1,24,True,inf,False,inf,True
7,4,32,10,2,8,256,3.049294,False,RS,32,0.002940701276906556,True,22,1,False,3.047471367957082,True,3.0511166320429184,False
8,16,2048,10,1024,256,2048,3.991352,False,RS,1,0.003949006963782144,True,1,15,False,3.9889044251013117,False,3.9937995748986883,True
9,4,64,1,16,32,2048,inf,False,RS,4,inf,False,1,20,True,inf,False,inf,True
10,32,64,10,2,1,128,2.2762830000000003,False,RS,4,0.0006429626738777592,True,2,1,False,2.2758844949287735,True,2.276681505071227,True
11,8,1024,1,16,16,512,inf,False,RS,16,inf,False,1,21,False,inf,True,inf,False
12,16,32,1,1,16,256,inf,False,RS,4,inf,False,9,1,False,inf,False,inf,True
13,4,64,1,128,1,1024,inf,False,RS,16,inf,False,1,13,False,inf,True,inf,True
14,16,1,1,1,64,1024,inf,False,RS,4,inf,False,1,6,True,inf,False,inf,True
15,2,512,1,16,1,512,inf,False,RS,2,inf,False,1,8,True,inf,True,inf,False
16,8,2048,1,64,128,256,inf,False,RS,4,inf,False,1,30,True,inf,False,inf,True
17,2,1,1,16,64,1,inf,False,RS,16,inf,False,28,1,True,inf,False,inf,False
18,2,128,1,1,16,128,inf,False,RS,8,inf,False,9,1,False,inf,False,inf,False
19,8,256,1,8,256,8,inf,False,RS,8,inf,False,9,1,False,inf,False,inf,False
20,4,1024,1,16,512,512,inf,False,RS,2,inf,False,1,19,False,inf,True,inf,False
