id,RT1_J,T1_Ja,runs,T1_I,T1_J,T1_Ia,cost_mean,baseline,technique,RT1_I,cost_std,correct_result,U1_J,U1_I,OMP,mean_confidence_interval_inf,VEC1,mean_confidence_interval_sup,SCR
20,2,1,10,1,16,8,2.3856200000000003,False,DLMT,32,0.0004508214724255586,True,1,23,False,2.385340583090935,True,2.3858994169090657,False
21,2,1024,1,512,512,1024,inf,False,DLMT,32,inf,False,16,1,True,inf,False,inf,True
22,8,8,1,1,2,16,inf,False,DLMT,8,inf,False,24,1,True,inf,True,inf,True
23,32,1,1,64,512,1,inf,False,DLMT,4,inf,False,1,8,True,inf,True,inf,False
24,2,2048,1,64,1024,128,inf,False,DLMT,8,inf,False,1,27,False,inf,True,inf,True
25,16,1024,1,1,16,1,inf,False,DLMT,8,inf,False,1,27,False,inf,False,inf,True
26,8,1,1,32,256,64,inf,False,DLMT,2,inf,False,20,1,True,inf,False,inf,True
27,8,1,1,1,2048,128,inf,False,DLMT,4,inf,False,5,1,False,inf,True,inf,False
28,32,16,1,2,4,256,inf,False,DLMT,2,inf,False,1,23,True,inf,False,inf,False
29,4,16,10,4,1,256,2.2627170000000003,False,DLMT,32,0.001383373051638562,True,1,30,False,2.261859592254771,True,2.2635744077452298,True
30,1,32,10,2048,1,2048,1.3079530000000001,False,DLMT,1,0.2650742200610991,True,1,30,True,1.1436613152141248,False,1.4722446847858754,False
31,16,16,1,2048,2,1,inf,False,DLMT,4,inf,False,1,22,True,inf,True,inf,False
32,1,1,1,256,2,256,inf,False,DLMT,16,inf,False,1,14,True,inf,False,inf,True
33,4,1,1,8,8,16,inf,False,DLMT,8,inf,False,12,1,True,inf,False,inf,True
34,1,1,10,1,1,1,2.521549,True,DLMT,1,0.00013133544837552345,True,1,1,False,2.5214675989415314,False,2.5216304010584683,False
35,4,128,10,8,1,32,3.068047,False,DLMT,32,0.00897403147977534,True,16,1,False,3.0624849398690905,False,3.0736090601309094,False
36,32,64,10,2048,16,2048,0.8918538999999999,False,DLMT,1,0.1518219292154134,True,25,1,True,0.7977554224773918,True,0.9859523775226079,True
37,1,128,1,64,128,64,inf,False,DLMT,32,inf,False,1,1,True,inf,True,inf,True
38,2,512,10,2,8,16,1.383579,False,DLMT,16,0.03724850129870997,True,9,1,True,1.3604925639342695,True,1.4066654360657302,True
39,32,2048,1,2048,1024,2048,inf,False,DLMT,4,inf,False,5,1,True,inf,True,inf,True
40,8,128,1,256,1,2048,inf,False,DLMT,16,inf,False,1,10,False,inf,True,inf,False
41,1,512,1,2048,2,1,inf,False,DLMT,8,inf,False,1,10,True,inf,False,inf,False
42,1,1024,10,2,8,1024,1.2666640000000002,False,DLMT,32,0.11809502497565255,True,1,20,True,1.1934692901802078,False,1.3398587098197927,True
43,16,128,1,16,2,256,inf,False,DLMT,8,inf,False,17,1,True,inf,False,inf,True
44,16,1024,10,4,512,32,1.374942,False,DLMT,1,0.030010057580751127,True,1,30,True,1.3563419153922767,False,1.3935420846077236,True
45,32,2048,1,1,1,8,inf,False,DLMT,2,inf,False,1,7,False,inf,False,inf,False
46,8,1024,1,512,8,2048,inf,False,DLMT,8,inf,False,30,1,True,inf,False,inf,False
47,2,64,1,1,1,128,inf,False,DLMT,2,inf,False,28,1,False,inf,False,inf,True
48,8,4,1,1,2,1,inf,False,DLMT,16,inf,False,1,30,False,inf,True,inf,False
49,32,512,10,128,4,1,2.488312,False,DLMT,1,0.0012283224332397561,True,1,3,False,2.48755069185781,False,2.4890733081421903,True
50,2,1,1,1024,64,2048,inf,False,DLMT,4,inf,False,1,26,False,inf,False,inf,False
51,1,2048,10,16,512,256,2.2625889999999993,False,DLMT,1,0.0008178196622728145,True,7,1,False,2.2620821194360015,False,2.263095880563997,True
52,1,2048,1,512,2048,1,inf,False,DLMT,2,inf,False,24,1,True,inf,True,inf,False
53,16,64,10,1,64,4,2.378934,False,DLMT,1,0.00027437929951069836,True,6,1,False,2.378763941073196,False,2.379104058926804,False
54,8,2048,1,2,16,256,inf,False,DLMT,2,inf,False,1,2,False,inf,True,inf,False
55,32,1,1,32,2048,128,inf,False,DLMT,2,inf,False,1,28,True,inf,True,inf,False
56,1,32,10,16,4,2048,0.9850137999999999,False,DLMT,1,0.30735289645773634,True,11,1,True,0.7945180016110767,True,1.1755095983889232,False
57,4,1,1,1,2048,1024,inf,False,DLMT,16,inf,False,19,1,False,inf,False,inf,False
58,4,1024,1,1,128,4,inf,False,DLMT,4,inf,False,24,1,True,inf,True,inf,True
59,32,256,1,16,256,1,inf,False,DLMT,4,inf,False,1,18,False,inf,False,inf,False
60,1,1,1,1024,1,1,inf,False,DLMT,2,inf,False,10,1,False,inf,False,inf,True
61,4,1,10,4,1,2048,0.9440237,False,DLMT,8,0.34436603903028823,True,1,1,True,0.7305873397146286,False,1.1574600602853713,True
62,2,4,1,512,1,512,inf,False,DLMT,32,inf,False,1,15,True,inf,False,inf,True
63,1,4,1,8,4,8,inf,False,DLMT,8,inf,False,28,1,False,inf,True,inf,True
64,4,2048,1,2048,2,1,inf,False,DLMT,16,inf,False,1,23,True,inf,True,inf,True
65,32,1,10,2,256,1024,2.3144870000000006,False,DLMT,1,0.0005210959604525764,True,28,1,False,2.314164027312358,True,2.314809972687643,False
66,16,1,1,2,2048,16,inf,False,DLMT,2,inf,False,1,19,False,inf,True,inf,True
67,4,128,10,4,64,1,2.2525690000000003,False,DLMT,32,0.0015351120480277798,True,1,6,False,2.251617545178602,False,2.2535204548213987,True
68,32,512,1,32,16,1024,inf,False,DLMT,4,inf,False,25,1,True,inf,True,inf,False
69,4,1024,10,4,512,256,1.340807,False,DLMT,32,0.044129235218843314,True,1,13,True,1.3134559192319615,True,1.3681580807680387,True
70,4,128,10,8,128,1,1.370256,False,DLMT,16,0.05705730543935633,True,30,1,True,1.3348921655320027,True,1.405619834467997,False
71,16,8,1,1,1,128,inf,False,DLMT,4,inf,False,1,9,True,inf,False,inf,False
72,16,1,10,64,64,128,1.4237930000000003,False,DLMT,1,0.03746236112420042,True,1,5,True,1.4005740146768213,False,1.4470119853231793,True
73,1,1,10,1,2048,1024,1.3592049999999998,False,DLMT,1,0.09761658509187869,True,27,1,True,1.2987027254895178,False,1.4197072745104817,True
74,1,16,1,32,2,2048,inf,False,DLMT,32,inf,False,17,1,False,inf,True,inf,True
75,2,1,10,8,1,1,2.396013,False,DLMT,1,0.0010889908172248323,True,19,1,False,2.395338048901259,False,2.396687951098741,False
76,32,256,1,128,1,256,inf,False,DLMT,4,inf,False,6,1,True,inf,False,inf,True
77,8,512,1,2048,512,1,inf,False,DLMT,4,inf,False,30,1,True,inf,True,inf,True
78,4,8,1,256,8,1,inf,False,DLMT,4,inf,False,1,15,False,inf,True,inf,True
79,32,2048,10,1,2048,512,2.3000239999999996,False,DLMT,1,0.0001287788802560187,True,1,1,False,2.2999441834897514,True,2.300103816510248,False
80,8,2048,10,1,64,512,2.3620460000000003,False,DLMT,1,0.00040160179282468467,True,11,1,False,2.361797089203843,False,2.3622949107961575,True
81,4,1,10,2,4,512,1.3276660000000002,False,DLMT,32,0.08949169941396802,True,6,1,True,1.2721994892707298,False,1.3831325107292707,True
82,1,512,10,16,2,512,1.3168039999999999,False,DLMT,1,0.09187281188686888,True,1,20,True,1.259861687588667,True,1.3737463124113327,False
83,4,2048,1,64,2048,2048,inf,False,DLMT,16,inf,False,1,26,True,inf,False,inf,True
84,8,256,1,4,2,2048,inf,False,DLMT,2,inf,False,1,6,False,inf,False,inf,True
85,16,4,1,2048,4,1,inf,False,DLMT,4,inf,False,1,30,True,inf,True,inf,False
86,8,256,1,128,4,128,inf,False,DLMT,16,inf,False,1,1,False,inf,False,inf,False
87,4,2048,1,1,1,4,inf,False,DLMT,2,inf,False,26,1,True,inf,True,inf,True
88,32,32,10,2,32,512,2.2607520000000005,False,DLMT,1,0.0004616232229860372,True,1,22,False,2.2604658882195974,False,2.2610381117804037,True
89,1,1,10,4,64,1,1.418396,False,DLMT,32,0.03240429669040821,True,1,2,True,1.3983119778859618,False,1.4384800221140381,False
90,1,2048,1,2,256,2,inf,False,DLMT,2,inf,False,1,17,True,inf,False,inf,False
91,4,32,10,1,1,8,3.077216,False,DLMT,32,0.009077928398043188,True,29,1,False,3.0715895450752764,False,3.0828424549247235,False
92,32,2048,1,16,1,32,inf,False,DLMT,4,inf,False,30,1,False,inf,False,inf,True
93,2,16,1,2048,1,2048,inf,False,DLMT,2,inf,False,1,2,True,inf,False,inf,False
94,2,1,1,4,2048,16,inf,False,DLMT,4,inf,False,18,1,False,inf,True,inf,False
95,4,1,1,512,256,1024,inf,False,DLMT,2,inf,False,1,30,False,inf,False,inf,False
96,4,256,1,2048,1,1,inf,False,DLMT,32,inf,False,1,27,True,inf,False,inf,False
97,4,2048,1,2048,8,2048,inf,False,DLMT,16,inf,False,1,13,False,inf,False,inf,True
98,16,1,10,2,1,2048,2.221924,False,DLMT,8,0.00026104405758415884,True,1,26,False,2.2217622061898967,True,2.2220857938101033,True
99,32,1,10,2,1024,4,2.306897,False,DLMT,1,0.0005268975232433851,True,9,1,False,2.3065704315325606,True,2.30722356846744,False
100,1,256,1,1,64,32,inf,False,DLMT,8,inf,False,1,30,False,inf,False,inf,True
101,1,1,1,1,2048,64,inf,False,DLMT,32,inf,False,1,6,False,inf,True,inf,True
102,1,1,1,512,4,1,inf,False,DLMT,16,inf,False,1,27,True,inf,False,inf,False
103,16,1,1,16,2048,1,inf,False,DLMT,8,inf,False,30,1,False,inf,False,inf,True
104,4,2048,1,2048,1,1,inf,False,DLMT,32,inf,False,1,6,True,inf,False,inf,True
105,4,512,1,2048,16,1,inf,False,DLMT,16,inf,False,1,2,True,inf,True,inf,False
106,2,2048,1,4,1,256,inf,False,DLMT,2,inf,False,28,1,True,inf,True,inf,False
107,1,64,10,8,16,32,1.362917,False,DLMT,32,0.05842845917016809,True,28,1,True,1.3267033312611198,True,1.39913066873888,False
108,2,128,10,256,64,1024,1.492818,False,DLMT,1,0.09209441826734124,True,1,30,True,1.4357383370549235,True,1.5498976629450765,True
109,4,8,10,4,4,2048,3.351995,False,DLMT,16,0.00016224980739585994,True,1,12,False,3.3518944383753837,True,3.3520955616246164,False
110,32,16,10,32,1,1024,1.300847,False,DLMT,1,0.10106094844696445,True,3,1,True,1.238209926192584,False,1.363484073807416,True
111,2,2048,10,1,1024,4,1.3590119999999999,False,DLMT,16,0.04898596100925243,True,24,1,True,1.3286507447138003,True,1.3893732552861995,True
112,1,256,1,64,1,1,inf,False,DLMT,4,inf,False,1,15,True,inf,True,inf,False
113,2,512,10,2,64,1,2.305605,False,DLMT,32,0.0003085206638136961,True,30,1,False,2.305413780425205,False,2.3057962195747947,True
114,32,1,1,1,128,256,inf,False,DLMT,4,inf,False,1,14,True,inf,True,inf,True
115,1,2048,10,512,512,512,6.043134,False,DLMT,1,0.0011101819670667223,True,1,21,False,6.042445914731858,False,6.043822085268142,False
116,2,4,1,128,4,256,inf,False,DLMT,4,inf,False,1,22,True,inf,False,inf,True
117,8,1,1,8,2048,1024,inf,False,DLMT,2,inf,False,1,27,True,inf,False,inf,False
118,8,1,1,16,1,16,inf,False,DLMT,2,inf,False,1,2,False,inf,False,inf,False
119,16,512,10,2,1,256,1.316267,False,DLMT,1,0.0555289812710444,True,1,21,True,1.2818504132592736,True,1.3506835867407265,True
120,1,1,1,32,128,2048,inf,False,DLMT,8,inf,False,12,1,True,inf,True,inf,True
121,32,2048,1,128,32,2048,inf,False,DLMT,2,inf,False,1,24,False,inf,False,inf,False
122,2,256,1,128,8,256,inf,False,DLMT,2,inf,False,15,1,False,inf,False,inf,True
123,32,1,10,8,8,512,1.286885,False,DLMT,1,0.09782891211191097,True,24,1,True,1.2262511262572782,False,1.347518873742722,False
124,16,32,1,1,4,128,inf,False,DLMT,2,inf,False,8,1,True,inf,False,inf,False
125,1,32,10,4,4,16,2.555943,False,DLMT,8,0.0003999512470289724,True,1,30,False,2.5556951122039275,False,2.5561908877960726,True
126,1,128,1,2048,1,2048,inf,False,DLMT,4,inf,False,21,1,True,inf,False,inf,False
127,1,2048,10,2,16,1,2.286314,False,DLMT,1,0.0005819828176157251,True,1,8,False,2.285953289940755,False,2.286674710059245,True
128,1,2048,10,1024,8,2048,2.428368,False,DLMT,1,0.0003611869322109378,True,29,1,False,2.4281441381336824,True,2.4285918618663174,True
129,1,16,10,1,8,1,2.954715,False,DLMT,2,0.05066201106351786,True,1,24,True,2.923314937216273,False,2.9861150627837274,True
130,4,128,10,8,16,8,1.3571719999999998,False,DLMT,1,0.04109293900416471,True,1,10,True,1.331702800542424,False,1.3826411994575756,True
131,16,16,10,64,16,1,2.275117,False,DLMT,1,0.0002974911763397621,True,22,1,False,2.27493261644675,True,2.27530138355325,True
132,2,1,1,4,16,8,inf,False,DLMT,2,inf,False,11,1,False,inf,True,inf,False
133,8,2048,1,128,16,2048,inf,False,DLMT,16,inf,False,1,1,True,inf,False,inf,False
