id,T1_Ja,T1_La,T1_L,T1_M,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,VRANGE,ORANGE,SCREP,T1_Ia,T1_Ma,T1_Ka,U1_K,U1_J,U1_I,VEC,U1_M,U1_L,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,16,8,4,4,1.9210094966454558,1,2,4,RS,500,10,True,128,64,16,8,1,3,False,4,1,False,10,0.023474701467750353,1.935559,True,True,1.9501085033545442
2,2048,8,8,1,3.3144843439360345,128,2048,8,RS,500,10,True,1024,1,32,2,4,3,False,3,1,False,10,0.12000363376164903,3.3888620000000005,True,True,3.4632396560639664
3,256,128,16,4,8.577520774340552,4,2,32,RS,500,10,False,1024,1024,128,4,8,3,True,1,1,False,10,0.0002149511572427502,8.577653999999999,True,False,8.577787225659446
4,32,16,4,1,6.1782173290526226,1024,32,2,RS,500,10,False,1,4,2048,3,4,3,True,4,1,False,10,0.00016403962935839195,6.178319,True,False,6.178420670947378
5,128,128,128,512,4.760926425000276,16,64,4,RS,500,10,False,512,512,4,1,2,2,False,7,3,False,10,0.20177731101637777,4.885987,True,True,5.011047574999724
6,1,256,64,1,3.0528216510465,64,1,8,RS,500,10,True,2048,2,128,1,12,1,False,3,3,False,10,0.04059785516502075,3.077984,True,True,3.1031463489534996
7,1,256,256,2,2.75083456864787,256,64,256,RS,500,10,False,1,32,1024,4,1,2,False,2,4,False,10,0.02206605512999548,2.7645109999999997,True,True,2.7781874313521295
8,512,1,256,4,0.611055484202316,1,32,4,RS,500,10,False,8,64,1,3,1,4,False,4,1,False,10,0.029727433808521036,0.6294804,True,True,0.6479053157976841
9,2048,64,8,64,3.5887055486896724,32,8,64,RS,500,10,False,1024,128,256,3,3,1,True,4,4,False,10,0.00017659275183304682,3.5888149999999994,True,False,3.5889244513103264
10,128,32,1,512,6.270498899657419,16,1,1,RS,500,10,False,64,2048,2048,2,2,4,False,2,1,False,10,0.0001566652482204953,6.270596,True,False,6.270693100342582
11,1,2048,16,8,6.600226097371806,128,128,2,RS,500,10,False,2048,1024,2048,1,10,4,True,3,1,False,10,0.0006323100505289312,6.600618,True,False,6.601009902628194
12,2048,16,2,16,5.756330321034187,16,128,128,RS,500,10,False,1,512,512,3,1,1,True,10,1,False,10,0.0009191409032351629,5.7569,True,False,5.757469678965813
13,16,512,8,8,5.794251090018224,256,4,4,RS,500,10,False,1,512,512,9,3,1,True,8,1,False,10,0.0016697616596388473,5.795286000000001,True,False,5.796320909981778
14,256,1024,16,8,2.872079489954001,16,32,256,RS,500,10,True,128,2048,1,7,3,1,True,1,4,False,10,0.00039288802476023773,2.8723229999999997,True,False,2.8725665100459983
