id,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,technique,VEC2,VEC1,U2_J,SCREP,T1_Ia,OMP1,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,RT2_J,RT2_K,cost_mean,U2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,16,1024,False,4,64,1,64,8,1,1.83378588188096,16,256,RS,False,False,10,False,1024,True,17,1,1024,16,10,512,16,32,1.835556,10,False,0.00285597338923176,True,1.83732611811904
2,1,1,False,32,4,2048,1,1,1,1.0691612286781493,4,1,RS,True,True,2,False,2048,False,7,1,1024,32,10,64,8,2,1.069227,17,False,0.00010611785900592634,True,1.0692927713218505
3,4,1,False,16,4,2,4,32,1,4.481128925019362,128,2,RS,False,True,8,True,1,True,12,1,1,32,10,16,32,8,4.498939999999999,10,False,0.028737040557440953,True,4.516751074980636
4,1,4,False,32,32,2,16,512,30,0.8639359113887994,1,1,RS,False,False,1,False,32,False,5,1,2048,16,10,16,4,2,0.8855753,2,True,0.03491378194939641,True,0.9072146886112005
5,16,1024,False,32,256,32,32,1,1,1.1061378351105244,8,4,RS,False,False,2,True,1024,False,1,16,2048,8,10,256,32,16,1.106223,14,False,0.00013740815114110232,True,1.1063081648894755
6,1,8,False,4,32,64,2,256,1,0.753358182001229,2,2,RS,False,False,11,False,1,True,1,22,2048,16,10,1024,8,32,0.7658303999999999,1,False,0.020123133211306824,True,0.7783026179987709
7,32,1,False,16,8,8,64,1,6,inf,4,32,RS,False,True,7,True,512,False,1,9,64,4,1,2048,16,1,inf,1,False,inf,False,inf
8,4,16,False,1,64,64,8,512,14,inf,8,8,RS,True,False,5,True,512,False,26,1,512,2,1,8,8,8,inf,1,False,inf,False,inf
9,32,32,False,4,1024,2,4,128,12,0.7518921188115193,64,32,RS,True,True,10,True,512,False,1,17,1024,32,10,256,16,8,0.7667387999999999,1,True,0.023954179066709852,True,0.7815854811884806
10,16,256,False,32,2,2,4,8,16,0.19079487825299743,2,32,RS,True,False,1,True,64,True,1,29,128,2,10,32,2,16,0.20855870000000004,4,True,0.02866080046003601,True,0.22632252174700265
11,4,128,False,8,2,1,32,8,29,inf,2,16,RS,True,False,1,True,32,False,1,3,1024,16,1,512,2,1,inf,2,False,inf,False,inf
12,8,512,False,4,1,512,1,2048,21,0.6825186602849502,2,1,RS,False,True,1,False,64,False,1,24,64,32,10,64,4,16,0.6913578,2,True,0.014261391676831532,True,0.7001969397150498
13,8,256,False,2,128,16,8,1024,7,0.4201554397041591,8,4,RS,False,False,5,True,512,True,2,1,1,2,10,16,2,16,0.42700010000000005,1,True,0.011043425550525522,True,0.433844760295841
14,8,1,False,2,2,256,32,1024,2,0.7325634262187556,32,2048,RS,True,False,1,True,1,False,1,2,1,2,10,256,4,2,0.73393,4,True,0.002204880178150294,True,0.7352965737812444
15,32,16,False,8,32,1,8,4,1,0.7992110293234728,2,16,RS,True,True,1,False,16,True,1,6,64,16,10,512,4,8,0.8073864000000001,13,False,0.013190442405014298,True,0.8155617706765274
