id,RT1_J,T1_Ja,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,T1_I,T1_J,technique,speedup,VEC2,VEC1,U2_J,SCREP,T1_Ia,OMP1,U1_J,U1_I,T2_Ka,RT2_I,T2_Ia,RT2_J,RT2_K,cost_mean,U2_K,OMP2,points
1,1,32,2,256,1,4,256,6,64,2,RS,10.1109486889015,False,True,3,True,1,True,1,2,256,4,16,16,4,0.1404433,1,True,301
