id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,technique,points,RT1_I,speedup,U1_J,U1_I,OMP,VEC1,SCR
1,4,2048,2048,1,1,0.9853735999999997,DLMT,133,1,2.5522360249960023,27,1,True,False,False
