id,RT1_K,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,1,8,256,False,8,64,512,256,2048,5,0.19508291743181044,64,16,128,DLMT,1,True,True,False,2048,128,False,27,1,30,512,32,35,1,1,14,0.19514942857142858,1,False,0.00020076144844982985,True,0.19521593971104673
2,8,8,1,False,1,32,1,512,1024,13,0.08695781629807903,32,512,128,DLMT,1,True,True,False,1,128,True,10,1,29,2048,8,35,1,26,1,0.09068525714285715,8,True,0.01125114420389032,True,0.09441269798763527
3,1,1,1,False,8,512,512,16,2048,7,0.13769930123688434,128,512,128,DLMT,8,False,True,False,2048,512,True,3,25,1,2048,1,35,1024,1,30,0.1388246571428572,1,False,0.0033968457464692327,True,0.13995001304883004
4,1,8,1024,False,1,1,256,128,256,3,0.1637562910108103,1,32,256,DLMT,1,False,False,True,1,1,False,1,7,30,256,1,35,2048,4,1,0.1664411714285714,1,True,0.008104213590069638,True,0.1691260518463325
5,32,1,1,False,1,64,128,1,256,27,inf,1,512,16,DLMT,1,False,False,False,1,128,False,26,23,1,2048,1,1,1,1,26,inf,1,False,inf,False,inf
6,8,1,2048,False,8,32,1,32,64,21,0.11031458594967627,1,32,16,DLMT,1,True,True,True,128,512,True,1,8,20,1024,1,35,128,1,15,0.11138528571428571,32,True,0.003231868177752204,True,0.11245598547889515
7,8,8,512,False,1,128,1,16,1,1,0.16691376638735492,1,256,64,DLMT,8,True,False,False,256,2048,True,13,18,1,1024,1,35,2048,3,30,0.16862697142857141,8,True,0.005171246915041528,True,0.1703401764697879
8,1,1,256,False,1,1,64,256,512,18,0.128638279155208,64,128,1,DLMT,1,False,True,True,512,2048,True,29,1,9,2048,1,35,2048,1,18,0.12953914285714285,32,True,0.002719224218599933,True,0.1304400065590777
9,1,8,1,False,8,16,1,1,1024,1,0.1827223026684912,128,512,512,DLMT,1,False,False,True,256,1,True,3,1,6,64,8,35,1024,22,26,0.18391617142857145,1,True,0.0036036492970774113,True,0.18511004018865168
10,1,1,1,False,1,128,1,128,512,1,0.1547426554791517,1,32,16,DLMT,8,False,False,False,64,128,False,14,1,17,128,8,35,1,15,23,0.15481068571428572,1,False,0.0002053467828442661,True,0.15487871594941974
11,32,1,1024,False,1,64,128,512,256,19,0.11724416691630266,1,512,128,DLMT,1,True,True,True,256,2048,True,4,7,1,1,1,35,1,1,1,0.11862340000000002,32,False,0.004163164745376151,True,0.12000263308369738
12,1,8,1024,False,8,64,16,512,1,1,0.12621131139078118,64,512,1,DLMT,1,False,False,True,1,256,True,1,1,14,512,1,35,1024,26,2,0.12863774285714288,32,False,0.007324094859114409,True,0.1310641743235046
13,1,1,256,False,1,16,256,256,2048,1,0.1408892997516606,64,1,512,DLMT,1,True,True,False,256,1,False,18,1,7,256,1,35,1,29,18,0.14159908571428573,8,True,0.0021424630334724378,True,0.14230887167691086
14,1,8,1024,False,1,16,512,32,1,11,0.15907366345872864,32,512,16,DLMT,32,True,False,False,1,2048,True,16,1,14,256,1,35,1024,14,1,0.1600512857142857,1,True,0.002950917112370601,True,0.16102890796984276
15,8,1,2048,False,1,128,32,64,128,10,0.13966053960278485,32,512,64,DLMT,1,False,False,False,1024,512,False,27,1,5,1024,32,35,128,1,23,0.1396832,1,False,6.839958228778089e-05,True,0.13970586039721516
16,1,8,1024,False,8,16,16,1,1024,1,0.1521918804513269,128,1,32,DLMT,1,True,True,True,256,2048,False,21,1,25,64,1,35,512,4,29,0.1522396,1,False,0.0001440397167450719,True,0.1522873195486731
17,8,1,2048,False,8,32,1,64,128,23,0.2317355480373688,64,32,512,DLMT,8,False,True,True,1,1,True,15,12,1,128,1,35,256,9,1,0.23242497142857144,1,False,0.002080999354509606,True,0.23311439481977408
18,1,1,1024,False,32,256,16,64,256,1,0.12768207170278145,16,512,64,DLMT,1,True,True,False,256,256,False,14,30,1,1024,32,35,64,11,9,0.12768811428571428,1,False,1.823931613469273e-05,True,0.1276941568686471
19,1,1,128,False,1,64,1,16,128,25,0.10618283905011323,128,128,1,DLMT,1,True,True,False,2048,128,False,8,1,30,1,1,35,256,17,1,0.10783140000000001,8,True,0.0049761210837358065,True,0.10947996094988678
20,1,1,1024,False,8,512,1,32,256,29,0.16841939656419902,64,32,512,DLMT,1,True,False,False,256,2048,True,21,1,1,1,32,35,1,4,1,0.17219845714285717,1,False,0.011406956487394267,True,0.17597751772151532
21,8,1,2048,False,1,128,64,32,1,1,0.25585705729140856,16,16,1,DLMT,1,False,True,False,2048,2048,True,15,15,1,1,32,35,2048,30,30,0.2577507142857142,1,False,0.005715934552116712,True,0.2596443712800199
22,1,8,512,False,1,512,128,32,1024,5,0.17130416057594416,1,512,512,DLMT,1,True,True,False,256,512,True,1,8,30,2048,1,35,2048,8,1,0.17252145714285716,32,False,0.0036743652772989787,True,0.17373875370977016
23,1,32,256,False,1,16,16,128,512,8,0.12412725645654223,16,32,128,DLMT,8,True,False,False,1,1,False,1,1,1,1024,1,35,1,29,1,0.12416111428571426,8,False,0.00010219862214015905,True,0.1241949721148863
24,1,32,1,False,1,1,64,512,64,1,0.28509295483322816,512,1,64,DLMT,8,False,False,True,2048,2048,True,1,16,15,2048,1,35,1,17,26,0.2861087714285714,1,False,0.0030662053335931516,True,0.2871245880239146
25,8,8,2048,False,1,64,512,256,1024,1,0.11011344153819978,32,256,256,DLMT,32,False,False,True,512,512,False,30,1,4,1,1,35,256,1,4,0.11135917142857142,1,True,0.0037601902268423614,True,0.11260490131894306
26,8,8,64,False,1,1,128,1,2048,27,0.10745741109148381,128,16,1,DLMT,1,True,False,True,2048,512,True,20,1,11,512,1,35,1,10,1,0.11136277142857143,8,True,0.011788187700492421,True,0.11526813176565905
27,8,1,2048,False,1,1,16,512,1024,1,0.18750702895983729,32,16,512,DLMT,8,True,True,False,1,1024,False,7,29,1,256,8,35,512,22,1,0.18763528571428573,1,False,0.00038713833418549317,True,0.18776354246873417
28,1,1,1024,False,32,16,32,512,1,25,0.15030816679560863,16,16,64,DLMT,1,False,True,True,256,2048,True,1,10,26,2048,32,35,1024,1,24,0.15118288571428573,1,False,0.0026403071441614898,True,0.15205760463296283
29,1,1,256,False,8,64,1,1,2048,2,0.19232061520084845,32,1,256,DLMT,1,False,False,True,64,256,True,29,29,1,1024,8,35,2048,1,16,0.1934534,8,False,0.0034192695895050875,True,0.19458618479915155
30,8,1,1024,False,8,256,16,16,2048,1,0.20399370061989747,512,512,64,DLMT,1,False,True,False,2048,2048,False,22,23,1,256,8,35,1024,28,8,0.20427071428571428,8,False,0.0008361556441383927,True,0.2045477279515311
31,1,1,512,False,32,512,64,512,1,1,0.4324639623850378,1,512,256,DLMT,8,True,False,True,1,256,True,28,1,14,512,1,35,1,9,10,0.4367224285714285,1,False,0.012854024824456935,True,0.4409808947578192
32,1,32,512,False,1,32,1,1,128,28,0.11891251886128519,512,64,512,DLMT,1,True,False,True,512,512,False,22,1,19,2048,1,35,128,1,16,0.11894762857142856,32,False,0.00010597737918046125,True,0.11898273828157192
33,8,8,64,False,1,16,512,32,512,1,0.12988735701961454,16,1,1,DLMT,1,False,True,False,2048,64,True,6,26,1,256,1,35,64,3,21,0.13044191428571428,32,False,0.001673910876129459,True,0.13099647155181401
34,8,1,64,False,8,512,64,256,1024,1,0.1316559442033051,16,1,256,DLMT,1,True,False,False,128,2048,False,1,14,13,512,8,35,1024,21,9,0.13311954285714284,8,True,0.004417819140984494,True,0.13458314151098058
35,8,1,128,False,8,1,512,16,1,1,0.10169648827124923,1,16,16,DLMT,1,False,True,False,1024,2048,False,1,1,15,512,1,35,1,12,21,0.10170837142857143,8,False,3.5868876850698403e-05,True,0.10172025458589364
36,1,1,1024,False,32,16,512,64,512,5,0.22263597449567732,256,32,64,DLMT,8,True,True,True,1024,256,True,11,15,1,512,8,35,64,2,1,0.23436402857142857,1,True,0.03540070335982906,True,0.24609208264717983
37,1,1,1024,False,1,128,256,256,2048,27,0.09248645351002323,1,256,64,DLMT,8,True,False,False,2048,512,True,1,2,17,1,1,35,2048,1,18,0.0945148057142857,8,False,0.0061225071293637716,True,0.09654315791854816
38,1,32,512,False,1,1,128,1,128,30,0.20984181022150766,16,512,32,DLMT,1,True,False,False,1,512,False,27,16,1,256,1,35,2048,1,23,0.2098500857142857,32,False,2.4979273040518766e-05,True,0.20985836120706375
39,32,1,1,False,1,256,128,16,2048,2,0.10902634256085864,512,32,64,DLMT,1,True,True,False,1,1024,False,1,14,9,2048,32,35,256,14,1,0.1090348,1,False,2.5528471500324786e-05,True,0.10904325743914137
40,1,32,2048,False,1,128,32,64,1024,12,0.1902761296516004,256,256,128,DLMT,32,True,False,False,512,1024,True,10,1,29,512,1,35,1,30,1,0.19123665714285715,1,False,0.002899317189988577,True,0.1921971846341139
41,1,1,64,False,1,16,512,16,1,18,0.07913371208658265,256,1,16,DLMT,1,True,False,True,1024,1,False,23,1,13,512,1,35,256,8,1,0.07914689999999999,32,False,3.980723552320617e-05,True,0.07916008791341733
42,32,1,256,False,1,1,128,64,1,23,0.13825037270594007,512,1,32,DLMT,1,False,True,False,1024,256,False,2,2,1,1,8,35,512,1,10,0.13914882857142857,1,True,0.002711956252130441,True,0.14004728443691708
43,1,1,1024,False,32,64,128,1,2048,1,0.21419970227918506,512,16,1,DLMT,1,True,False,False,1,128,True,17,12,1,1,1,35,256,20,8,0.21687242857142858,1,True,0.008067526805606759,True,0.2195451548636721
44,32,1,128,False,1,16,32,128,64,29,0.12628431360981113,32,128,128,DLMT,8,False,True,True,512,1024,False,1,18,19,64,8,35,128,30,1,0.12635799999999997,1,False,0.0002224196805269577,True,0.1264316863901888
45,32,1,64,False,1,512,1,128,256,1,0.16564443022013434,1,64,16,DLMT,32,False,False,True,64,1,True,21,1,30,1,1,35,128,29,4,0.16688477142857142,1,True,0.003743924687015062,True,0.1681251126370085
46,1,32,128,False,1,128,256,64,2048,26,0.22317799525978632,16,128,1,DLMT,32,True,False,True,512,128,False,4,13,1,2048,1,35,2048,4,1,0.22326120000000002,1,False,0.000251150472824563,True,0.22334440474021372
47,1,1,128,False,1,256,32,128,1,19,0.19081176751725032,1,16,512,DLMT,32,False,True,False,256,1,False,1,30,27,1,1,35,512,5,1,0.19090285714285715,1,False,0.00027495071172403,True,0.19099394676846398
48,1,32,2048,False,1,256,1,16,2048,4,0.11279324642737547,1,16,64,DLMT,8,False,True,True,1024,256,True,29,1,29,512,1,35,2048,12,1,0.11456502857142856,8,True,0.005348059762919176,True,0.11633681071548164
49,1,1,128,False,1,1,1,512,2048,10,0.12545711287136543,512,64,16,DLMT,32,False,False,False,2048,1024,True,1,28,9,1,1,35,1,1,21,0.12649542857142856,1,False,0.0031341180603682668,True,0.1275337442714917
50,1,8,1024,False,1,256,128,1,128,19,0.15582330541634795,64,1,256,DLMT,1,True,False,True,2048,1024,False,1,10,21,512,8,35,1,28,1,0.15590139999999997,8,False,0.00023572565167402176,True,0.15597949458365198
