id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,128,512,64,0.22655569722931923,1,1,32,128,DLMT,True,True,True,False,True,21,1,35,0.22665544562782364,0.00015054345091117333,0.22660557142857143,9,1,True,29,32
2,512,512,128,inf,1,1,512,128,DLMT,False,True,True,True,True,27,32,1,inf,inf,inf,1,28,False,22,1
3,1,512,2048,0.2779891661944748,1,128,64,256,DLMT,False,False,False,False,False,30,1,35,0.27828814809123936,0.0004512329739000582,0.27813865714285707,1,23,True,23,32
4,2048,512,512,0.27052262993739773,32,512,64,16,DLMT,False,True,False,True,False,5,1,35,0.2720235986340309,0.002265309625906468,0.2712731142857143,1,29,True,28,1
5,256,1024,1,0.21345280476894518,1,512,512,64,DLMT,True,False,True,True,True,6,1,35,0.21349393808819772,6.207971176032368e-05,0.21347337142857145,27,28,True,1,1
6,128,1024,2048,0.24067962821540181,1,16,16,128,DLMT,False,False,True,True,True,30,1,35,0.2407038003560267,3.6481362308971804e-05,0.24069171428571426,21,1,True,30,32
7,128,128,256,inf,1,16,1,1,DLMT,True,True,False,True,True,16,32,1,inf,inf,inf,4,24,False,1,1
8,2048,64,256,0.3324844706804359,1,128,1,16,DLMT,False,True,True,False,True,28,1,35,0.33286724360527836,0.0005776930545766688,0.33267585714285713,24,30,True,1,1
9,2048,256,64,0.19934864386969073,32,32,128,512,DLMT,True,True,False,True,False,25,1,35,0.19953872755888066,0.000286880340553196,0.1994436857142857,13,1,True,11,1
10,1,2048,1,0.20562370714932499,8,16,512,64,DLMT,False,True,False,True,False,29,1,35,0.2057313214221036,0.00016241487817642022,0.2056775142857143,11,6,True,1,1
11,2048,256,2048,inf,32,128,256,512,DLMT,False,True,True,True,True,4,1,1,inf,inf,inf,14,1,False,6,1
12,64,256,2048,0.2540522023884447,1,512,256,16,DLMT,True,True,False,False,False,3,1,35,0.2541352833258409,0.0001253883892681704,0.2540937428571428,1,10,True,3,32
13,256,1,1,inf,32,256,32,128,DLMT,False,False,False,False,True,28,1,1,inf,inf,inf,1,29,False,25,1
14,1,64,512,0.11050928726675678,1,16,1,512,DLMT,False,True,True,True,False,5,1,35,0.11057516987610037,9.94321263732302e-05,0.11054222857142858,26,24,True,1,8
15,1024,1024,512,0.20751307018974552,1,32,32,64,DLMT,False,True,False,False,False,3,32,35,0.20775150123882585,0.00035984771155337774,0.20763228571428569,28,1,True,26,1
16,2048,256,512,0.09115040648678331,8,512,1,512,DLMT,True,False,True,True,False,2,1,35,0.09121505065607384,9.756303331379026e-05,0.09118272857142858,2,30,True,1,8
17,64,2048,1,0.23130833740713427,8,512,1,1,DLMT,True,False,True,True,True,26,1,35,0.23145314830715144,0.00021855320932469372,0.23138074285714286,11,1,True,4,1
18,512,512,1,0.1686958216900184,32,16,512,64,DLMT,True,False,True,False,False,11,1,35,0.16879000688141016,0.00014214728205603488,0.16874291428571428,30,29,True,1,1
19,2048,2048,2048,inf,32,1,256,1,DLMT,False,False,True,False,True,30,1,1,inf,inf,inf,1,10,False,2,1
20,1,64,1,0.08835868826232315,1,512,16,128,DLMT,False,False,True,False,False,15,32,35,0.08841978602339112,9.221068139464817e-05,0.08838923714285714,1,12,True,10,1
