id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,technique,points,RT1_I,speedup,U1_J,U1_I,OMP,VEC1,SCR
1,4,1024,2,256,2048,0.9556792,RS,301,16,2.6333051927885416,11,1,True,True,True
