id,RT1_J,T1_Ja,runs,T1_I,T1_J,T1_Ia,cost_mean,baseline,technique,RT1_I,cost_std,correct_result,U1_J,U1_I,OMP,mean_confidence_interval_inf,VEC1,mean_confidence_interval_sup,SCR
1,2,4,10,64,1,1024,3.080586,False,RS,1,0.0032862507512361073,True,12,1,False,3.0785491981094766,True,3.082622801890523,False
2,16,1,10,1,16,8,2.457397,False,RS,1,0.0005253579731954515,True,5,1,False,2.4570713857380317,False,2.457722614261968,False
3,1,1,1,8,64,512,inf,False,RS,4,inf,False,9,1,False,inf,False,inf,True
4,2,512,10,1,4,1,3.013877,False,RS,8,0.04888442656920502,True,1,11,True,2.9835786752553495,False,3.0441753247446504,False
5,4,1024,1,16,4,1,inf,False,RS,8,inf,False,3,1,False,inf,False,inf,False
6,16,512,1,8,32,128,inf,False,RS,2,inf,False,1,7,False,inf,False,inf,False
7,8,128,1,4,2,64,inf,False,RS,2,inf,False,9,1,True,inf,True,inf,False
8,1,2048,10,256,2,1,1.342353,False,RS,1,0.06426695341308782,True,27,1,True,1.3025206615332194,False,1.3821853384667804,True
9,16,8,1,16,4,64,inf,False,RS,4,inf,False,1,12,True,inf,False,inf,True
10,2,512,10,1,128,16,2.425435,False,RS,1,0.0009685582068208973,True,16,1,False,2.4248346924349145,True,2.426035307565085,False
11,2,64,1,128,32,1,inf,False,RS,16,inf,False,7,1,True,inf,False,inf,False
12,16,256,1,32,2,1,inf,False,RS,8,inf,False,26,1,False,inf,False,inf,False
13,16,256,1,8,1,2048,inf,False,RS,8,inf,False,1,16,True,inf,True,inf,False
14,2,256,10,1,16,2,1.3463509999999999,False,RS,32,0.1386398780618333,True,1,16,True,1.2604226922979653,True,1.4322793077020344,False
15,1,8,10,8,8,2048,2.301959,False,RS,1,0.0017788111198213023,True,1,30,False,2.300856501704527,True,2.3030614982954734,True
16,1,1,10,4,1,512,2.426419,False,RS,1,0.0005915310642730119,True,11,1,False,2.42605237198491,True,2.4267856280150903,False
17,32,512,10,2048,2,2048,5.277004,False,RS,1,0.0002815386296763602,True,30,1,False,5.276829503755924,True,5.277178496244075,True
18,1,2048,1,32,8,1024,inf,False,RS,4,inf,False,1,30,True,inf,False,inf,True
