id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,technique,points,RT1_I,speedup,U1_J,U1_I,OMP,VEC1,SCR
1,8,128,2,4,2048,1.042296,DLMT,133,16,2.4119443996714947,1,27,True,True,False
