id,RT1_J,T1_Ja,runs,T1_I,T1_J,T1_Ia,cost_mean,baseline,technique,RT1_I,cost_std,correct_result,U1_J,U1_I,OMP,mean_confidence_interval_inf,VEC1,mean_confidence_interval_sup,SCR
1,32,2048,1,32,2048,128,inf,False,DLMT,4,inf,False,8,1,True,inf,False,inf,True
2,4,2048,10,8,8,256,1.3721079999999999,False,DLMT,16,0.028538400375634224,True,1,11,True,1.3544200412172631,True,1.3897959587827367,True
3,1,2048,10,2048,256,1,2.2933999999999997,False,DLMT,1,0.00024024986992712675,True,1,1,False,2.293251094324107,True,2.2935489056758924,True
4,2,1024,10,128,1024,2048,2.395058,False,DLMT,1,0.007396091941018577,True,1,2,False,2.390473938956489,False,2.399642061043511,False
5,1,16,1,32,8,64,inf,False,DLMT,2,inf,False,30,1,False,inf,True,inf,False
6,32,1,1,4,4,64,inf,False,DLMT,4,inf,False,1,1,False,inf,False,inf,True
7,1,2,10,4,1,256,1.357196,False,DLMT,1,0.06417869758728362,True,1,30,True,1.317418362055625,False,1.3969736379443751,True
8,8,2048,10,1,4,1,2.778308,False,DLMT,2,0.05092293624684263,True,1,1,True,2.746746217083845,False,2.809869782916155,True
9,16,64,10,16,32,32,1.3627189999999998,False,DLMT,1,0.05208623051248767,True,14,1,True,1.3304362130768896,False,1.39500178692311,True
10,1,256,1,1,1,512,inf,False,DLMT,32,inf,False,1,12,True,inf,False,inf,True
11,1,1,10,1,2,512,4.1458319999999995,False,DLMT,1,0.008064100445802951,True,11,1,False,4.1408339106036856,False,4.1508300893963135,False
12,8,1,1,64,2048,64,inf,False,DLMT,4,inf,False,1,9,True,inf,False,inf,False
13,2,16,1,1024,8,2048,inf,False,DLMT,16,inf,False,3,1,True,inf,True,inf,False
14,8,8,10,2,1,1024,2.731092,False,DLMT,16,0.00016515447314565263,True,1,25,False,2.7309896380779812,False,2.7311943619220185,False
15,32,32,10,1,2,1,2.870729,False,DLMT,2,0.05529307487380309,True,22,1,True,2.8364586268723726,True,2.904999373127627,False
16,2,64,1,2048,64,2048,inf,False,DLMT,2,inf,False,5,1,False,inf,False,inf,True
17,1,256,10,1,2,4,1.350917,False,DLMT,16,0.06146244073415897,True,1,30,True,1.3128228845596546,False,1.3890111154403453,False
18,1,2048,1,512,1,1,inf,False,DLMT,32,inf,False,23,1,True,inf,False,inf,True
19,8,1024,1,32,1,1,inf,False,DLMT,8,inf,False,5,1,False,inf,True,inf,False
