id,T_J,T_I,RT_J,RT_I,cost_mean,U_J,U_I,technique,speedup,OMP,VEC,SCREP,points
1,1,1,1,2,0.19211119999999998,1,17,DLMT,1.0573542823114948,False,False,True,105
