id,T2_J,T2_I,T3_J,T3_I,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T3_Ja,VEC2,VEC3,cost_std,U2_J,SCREP,RT2_I,runs,U2_I,RT2_J,OMP3,cost_mean,RT3_I,OMP2,RT3_J,correct_result,T3_Ia,mean_confidence_interval_sup,U3_I,U3_J
1,2,16,4,2,6.983195782371369,128,False,16,DLMT,256,True,False,0.0010765133533773685,1,True,1,10,6,32,False,6.983863000000001,1,False,1,True,2048,6.984530217628634,17,1
2,1,16,4,32,7.095045383471799,2,False,64,DLMT,256,False,False,0.0008303011501858348,1,True,8,10,17,8,False,7.095560000000001,1,False,32,True,1,7.0960746165282025,2,1
3,2048,32,8,128,7.102497841087798,2048,False,1024,DLMT,2048,True,True,0.0038273280496972585,1,False,32,10,1,8,False,7.10487,8,True,1,True,256,7.107242158912202,5,1
4,64,2,8,32,6.976215089073042,128,False,2048,DLMT,16,False,True,0.004562655038461773,1,True,1,10,22,1,False,6.979043,32,True,32,True,32,6.981870910926958,6,1
5,64,2,64,8,7.003041440173786,512,False,512,DLMT,64,False,False,0.004858960897146544,7,True,32,10,1,8,False,7.006053,32,True,32,True,1,7.009064559826213,14,1
6,8,2,4,1,6.971358933408374,512,False,256,DLMT,8,True,True,0.0011908236645282505,21,False,8,10,1,1,False,6.972097,32,False,8,True,32,6.972835066591625,1,15
7,128,2,1,128,7.166562888794951,1024,False,1024,DLMT,2048,True,True,0.004629129075754956,23,False,1,10,1,32,False,7.1694320000000005,1,True,32,True,1,7.17230111120505,16,1
8,512,8,1024,1024,7.057483394757591,512,False,128,DLMT,1024,True,True,0.008229503265689971,1,True,32,10,28,32,False,7.062583999999999,32,True,8,True,1024,7.067684605242408,1,9
9,2,256,1,2048,7.0104956432104455,512,False,1,DLMT,128,True,True,0.0009944526132500146,29,True,8,10,1,1,False,7.011112,32,False,1,True,1,7.011728356789554,1,14
10,512,512,2,32,6.967227425371831,512,False,2048,DLMT,4,False,False,0.0031568091484914496,5,False,1,10,1,1,False,6.969184,8,True,32,True,256,6.971140574628169,1,2
11,32,8,2,2,7.070001669144065,2048,False,8,DLMT,32,True,False,0.0007814371375868054,1,True,8,10,26,1,False,7.070486,8,False,32,True,4,7.070970330855935,30,1
12,1,2,256,1,6.979435124655389,256,False,512,DLMT,512,False,True,0.0007903828186391274,5,False,8,10,1,1,False,6.979925,1,False,1,True,16,6.980414875344611,30,1
13,1,2,2,1,7.042035320916722,16,False,1024,DLMT,64,False,True,0.0016225994576605056,1,False,8,10,30,1,False,7.043041,32,True,32,True,512,7.044046679083277,19,1
14,16,2048,2,4,7.0527799430948175,32,False,1,DLMT,256,True,False,0.008859472275480196,14,True,1,10,1,1,False,7.058271,8,True,1,True,1024,7.063762056905183,1,22
15,1,1024,2,1,7.1549478320404205,256,False,2048,DLMT,2048,True,False,0.0038596113794006877,30,False,32,10,1,1,False,7.15734,8,True,8,True,1,7.159732167959579,5,1
16,1,2,16,1024,7.000607413471177,1,False,4,DLMT,128,True,True,0.003800589559528899,9,False,1,10,1,1,False,7.002963000000001,32,True,32,True,1,7.005318586528825,12,1
17,256,512,64,64,6.978016427864775,2048,False,2048,DLMT,64,False,False,0.003461744646850762,1,False,32,10,7,1,False,6.980162,32,True,8,True,2048,6.982307572135225,2,1
18,16,16,8,2048,6.969028016685088,16,False,256,DLMT,8,True,False,0.004954836929708256,8,True,32,10,1,1,False,6.972099,8,True,1,True,1,6.975169983314912,28,1
19,4,32,1,4,6.998350175087008,1,False,32,DLMT,2,True,False,0.002692543221565808,1,False,8,10,26,1,False,7.000019,1,True,1,True,4,7.001687824912992,1,6
20,2,256,512,128,7.1583504674180345,2048,False,1,DLMT,512,True,False,0.003882787787144773,1,False,1,10,23,32,False,7.160756999999999,1,True,32,True,128,7.163163532581964,1,26
21,2,1,4,8,7.1498447061405495,1024,False,16,DLMT,8,True,False,0.008333874249111268,1,False,8,10,20,32,False,7.15501,32,True,8,True,512,7.16017529385945,17,1
22,2,64,512,8,7.098893659895417,2048,False,64,DLMT,1,False,False,0.0034048999985315034,30,True,8,10,1,1,False,7.1010040000000005,8,True,32,True,64,7.103114340104584,1,21
23,32,128,32,16,7.107256231620982,1,False,128,DLMT,512,True,True,0.0005272200679034163,2,False,32,10,1,32,False,7.107583,8,False,32,True,1,7.107909768379018,1,26
24,1,2048,16,512,7.133537865437695,2,False,2048,DLMT,16,True,True,0.0023913301737735833,1,True,32,10,6,8,False,7.13502,32,True,32,True,2048,7.1365021345623045,1,25
25,1,1,256,512,6.984563875439319,16,False,16,DLMT,1024,False,False,0.0009166329690775748,21,True,1,10,1,8,False,6.985132,8,False,8,True,2048,6.985700124560681,1,14
26,16,8,16,2,6.989335672187578,32,False,1,DLMT,32,False,False,0.005607221147770174,30,False,8,10,1,32,False,6.992810999999999,8,True,32,True,64,6.996286327812419,19,1
27,8,1,1,512,6.959584188487008,256,False,4,DLMT,1024,False,False,0.000845136675337207,1,True,8,10,16,1,False,6.960108,8,False,32,True,2048,6.960631811512992,1,30
28,4,16,16,64,6.97631638573547,512,False,2048,DLMT,256,False,False,0.006236923600622433,1,True,32,10,30,8,False,6.980181999999999,1,True,1,True,64,6.9840476142645285,5,1
29,1,4,4,1,6.985637737273602,2048,False,1024,DLMT,256,False,False,0.011189606829553887,25,True,32,10,1,1,False,6.992573,32,True,1,True,32,6.9995082627263985,23,1
30,128,256,16,16,6.990348866594289,128,False,1,DLMT,2048,False,True,0.003301306559530535,1,False,1,10,29,1,False,6.992395,32,True,8,True,2048,6.9944411334057115,4,1
31,1,2,1,32,6.966428001398418,1,False,1,DLMT,1,True,False,0.006518281675410957,1,True,32,10,13,8,False,6.970467999999999,8,True,8,True,2048,6.974507998601581,1,1
32,64,128,16,2048,6.9920029556014756,256,False,2048,DLMT,1,False,False,0.003562539683989593,1,False,32,10,22,32,False,6.994211,8,True,32,True,2048,6.996419044398524,22,1
33,1,16,1024,64,6.994219309210328,64,False,16,DLMT,2048,False,False,0.0028084942584952212,1,True,32,10,20,8,False,6.995959999999999,32,True,1,True,1,6.997700690789671,1,25
34,128,4,4,256,6.994795148539841,1,False,1,DLMT,16,False,False,0.0008564951838743464,28,True,32,10,1,1,False,6.995325999999999,1,False,32,True,2048,6.9958568514601565,1,19
