id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
1,8,16,32,128,11,4,1,RS,30,1.5705132516467746,1024,512,128,131,8,0.11214994285714287,1
