id,SCR1,SCR2,T1_I1,T1_I2a,RT2_I2,RT2_I1,mean_confidence_interval_inf,baseline,technique,VEC2,U1_I2,U1_I1,T2_I2a,VEC1,runs,T1_I1a,U2_I2,U2_I1,RT1_I2,RT1_I1,cost_std,cost_mean,correct_result,T2_I2,T2_I1,T1_I2,mean_confidence_interval_sup,T2_I1a
1,False,False,2,1,8,1,6.203503319494166,False,DLMT,True,1,22,16,False,10,256,17,1,2,1,0.00018502972734131383,6.2036180000000005,True,1,2,16,6.203732680505835,64
2,False,False,1024,2048,16,2,5.958383954252583,False,DLMT,True,17,1,64,False,10,2048,6,1,2,4,0.00020013995103413448,5.958508,True,64,64,256,5.958632045747417,256
3,False,True,16,16,1,16,6.552988400834985,False,DLMT,True,12,1,64,False,10,1024,1,25,1,8,0.00024782251713664235,6.553141999999999,True,4,16,4,6.553295599165014,64
4,True,True,16,8,32,1,4.655873037903969,False,DLMT,False,7,1,1024,False,10,2048,6,1,4,32,0.001189041630894226,4.65661,True,64,2,4,4.657346962096031,128
5,True,False,32,256,1,16,5.2009922058978155,False,DLMT,True,30,1,16,False,10,256,26,1,16,8,0.008333067922440112,5.206157,True,16,8,16,5.211321794102185,128
6,False,False,32,1024,32,1,5.921380600643429,False,DLMT,False,1,3,16,False,10,1,1,10,16,8,0.00016037456157383403,5.921480000000001,True,16,32,4,5.921579399356572,1
7,True,False,4,2048,8,1,5.838444763972075,False,DLMT,True,1,20,4,True,10,8,9,1,1,8,0.00015527073130500163,5.838541,True,1,8,2048,5.8386372360279255,2048
8,False,False,64,32,1,4,5.854254988806255,False,DLMT,True,1,6,1,False,10,512,1,29,4,1,0.00012909298973998664,5.854335000000001,True,2048,2048,8,5.854415011193747,1
9,False,True,1024,64,2,8,6.3616588249224995,False,DLMT,True,28,1,512,True,10,1,1,11,1,32,0.00022132329294501048,6.361796,True,512,1,8,6.361933175077501,1024
10,False,True,4,16,4,1,4.534613963014397,False,DLMT,True,1,30,256,True,10,64,20,1,1,8,0.0001678570820669251,4.534718,True,4,128,8,4.534822036985602,2048
11,False,False,1,2048,16,2,5.852649153550029,False,DLMT,False,1,26,1024,True,10,8,17,1,4,32,5.783597496385275e-05,5.852685,True,512,32,2048,5.852720846449971,64
12,True,True,1024,512,2,4,4.910726107197484,False,DLMT,False,20,1,2048,False,10,1024,1,8,4,8,0.0018972285049512832,4.9119019999999995,True,1,2,512,4.913077892802515,1
13,False,False,1,32,4,1,5.832870954889891,False,DLMT,False,8,1,16,True,10,128,1,28,1,2,7.751773990516e-05,5.832919,True,2,1,2,5.832967045110109,4
14,True,True,16,16,32,1,6.699560412908929,False,DLMT,True,1,27,4,True,10,128,1,14,4,4,0.0027663775953402046,6.701275,True,4,1,16,6.7029895870910705,512
15,True,True,8,1,4,16,6.330828167941842,False,DLMT,False,1,1,16,False,10,2048,1,2,4,16,0.002947477735284722,6.332655,True,2,256,2048,6.334481832058158,1024
16,False,True,4,64,8,16,7.687205920830438,False,DLMT,True,12,1,2048,True,10,64,1,14,1,32,0.0001969670023125194,7.687327999999999,True,64,32,1,7.68745007916956,2048
17,False,True,2,128,8,4,6.9900735622511325,False,DLMT,False,6,1,8,False,10,32,4,1,4,32,0.00012655433615641544,6.990151999999999,True,1,32,128,6.990230437748866,256
18,True,False,2,2048,1,16,6.070930021859079,False,DLMT,False,20,1,2048,True,10,2048,1,8,2,1,0.0011083956874689944,6.071617,True,1024,64,1024,6.072303978140921,256
19,True,False,2048,2048,2,16,5.920785395648809,False,DLMT,False,17,1,128,True,10,1,18,1,32,4,0.00023492339176841206,5.9209309999999995,True,128,16,8,5.92107660435119,16
20,True,False,2,1,4,1,5.827570024582168,False,DLMT,True,15,1,32,True,10,512,1,2,2,2,0.001289096195014137,5.828369,True,16,32,1,5.829167975417833,2048
21,False,False,8,512,4,1,5.861454035442684,False,DLMT,True,1,26,1,True,10,512,1,21,1,4,0.00011126994203284172,5.861523,True,8,32,1,5.8615919645573165,512
22,True,False,128,256,8,2,6.639949894285273,False,DLMT,True,5,1,2048,False,10,256,1,10,16,2,0.011553990176558086,6.647111,True,256,2,16,6.6542721057147265,4
23,True,True,8,128,16,1,5.1139900934196865,False,DLMT,True,1,1,1024,True,10,64,1,15,32,4,0.016300399412284432,5.124093,True,1,8,32,5.134195906580314,8
24,False,True,256,1,16,2,4.461659877742934,False,DLMT,False,1,11,128,True,10,1024,1,18,1,32,0.00013249905660033125,4.461742,True,16,4,1024,4.461824122257066,1
25,True,True,4,64,8,8,6.142945787345542,False,DLMT,False,10,1,1,True,10,2048,1,30,2,1,0.0013669239188776273,6.1437930000000005,True,2048,2048,16,6.144640212654459,2048
26,True,True,4,1,1,1,5.162853470255848,False,DLMT,False,1,9,64,False,10,16,1,12,32,1,0.015504367158965233,5.1724630000000005,True,1,1,32,5.182072529744153,1024
27,False,False,2,256,1,16,6.395704929335911,False,DLMT,True,1,13,2,False,10,2,1,1,2,8,0.00016468454693760012,6.395807,True,1,512,128,6.395909070664088,1024
28,False,False,256,2048,4,1,5.893942252625656,False,DLMT,True,1,9,2048,False,10,1024,1,23,2,2,0.0002109526013112961,5.894073000000001,True,8,32,256,5.894203747374345,64
29,False,True,128,1024,4,2,5.4735234558961485,False,DLMT,False,1,29,32,False,10,1024,1,21,2,2,0.00021223807386986282,5.473654999999999,True,1,32,2,5.47378654410385,512
30,True,False,8,16,16,2,7.037089480981667,False,DLMT,False,30,1,16,True,10,32,6,1,16,2,0.011654690085969515,7.044313,True,16,16,1,7.051536519018333,1024
31,False,True,16,512,1,16,6.251353510140978,False,DLMT,False,23,1,512,False,10,1,1,18,8,4,0.0012963799597340993,6.252157,True,2,4,8,6.2529604898590225,1
32,True,False,2,1,1,2,4.770188402001935,False,DLMT,False,1,3,128,False,10,128,10,1,8,4,0.004187832852442915,4.772784000000001,True,8,1,1024,4.775379597998066,16
33,True,False,1024,1024,16,2,6.886007014084893,False,DLMT,False,10,1,2048,True,10,1024,20,1,32,4,0.0037996205073665044,6.888362000000001,True,32,4,16,6.890716985915109,32
34,True,False,4,1,32,4,5.822930919180678,False,DLMT,True,1,9,2048,True,10,1024,1,29,32,2,8.080222769217305e-05,5.822981,True,2048,1,2,5.823031080819323,8
35,True,True,128,32,8,2,7.923056331596955,False,DLMT,False,1,24,128,True,10,1,1,24,4,32,0.002471249886191096,7.924588,True,1,8,1,7.926119668403045,512
36,False,True,1,1,32,2,6.615128987019604,False,DLMT,True,19,1,2048,False,10,16,27,1,16,2,0.015366391280974162,6.624653,True,128,1024,2048,6.6341770129803965,1
37,True,True,256,2048,1,32,4.364020092178242,False,DLMT,True,8,1,128,True,10,2048,1,18,2,2,0.0008678801760612159,4.364558000000001,True,8,4,32,4.365095907821759,256
