id,SCR1,SCR2,T1_I1,speedup,T1_I2a,RT2_I2,RT2_I1,technique,VEC2,U1_I2,U1_I1,T2_I2a,VEC1,T1_I1a,U2_I2,U2_I1,RT1_I2,RT1_I1,cost_mean,points,T2_I2,T2_I1,T1_I2,T2_I1a
1,True,True,256,1.0132602201643326,2048,1,32,DLMT,True,8,1,128,True,2048,1,18,2,2,4.364558000000001,372,8,4,32,256
