id,RT1_J,T1_Ja,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,T1_I,T1_J,technique,speedup,VEC2,VEC1,U2_J,SCREP,T1_Ia,OMP1,U1_J,U1_I,T2_Ka,RT2_I,T2_Ia,RT2_J,RT2_K,cost_mean,U2_K,OMP2,points
1,1,2048,32,1024,256,16,1024,1,32,256,DLMT,9.913689198761903,True,False,8,True,1,True,30,1,2048,16,1,8,16,0.14328449999999998,8,True,81
