id,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,technique,VEC2,VEC1,U2_J,SCREP,T1_Ia,OMP1,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,RT2_J,RT2_K,cost_mean,U2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,2,1024,False,1,1024,32,2048,1,1,inf,16,64,DLMT,False,True,28,False,1,False,1,11,1,32,1,1,16,8,inf,2,True,inf,False,inf
2,32,256,False,4,128,256,8,2048,15,1.04903725952424,4,1,DLMT,False,False,4,False,2048,True,1,1,128,8,10,8,4,8,1.0514370000000002,1,False,0.0038718291542886897,True,1.0538367404757603
3,32,128,False,16,1,2,128,128,11,4.758246433358335,1,1,DLMT,False,True,1,True,256,True,1,1,2,32,10,256,16,8,4.760591,9,False,0.003782809670073256,True,4.762935566641665
4,8,1,False,1,256,2048,4,2048,1,inf,256,512,DLMT,True,True,24,True,1,False,1,7,512,8,1,4,2,32,inf,3,False,inf,False,inf
5,4,2048,False,8,16,256,2,256,4,0.774626924839316,32,128,DLMT,False,False,26,False,64,False,1,21,1024,32,10,256,32,2,0.7754882,1,True,0.0013896128813450051,True,0.776349475160684
6,32,4,False,32,4,8,8,1,1,1.178652519142314,16,2,DLMT,False,False,1,False,16,False,11,1,1,2,10,1,32,2,1.199057,20,True,0.032921336561567476,True,1.219461480857686
7,8,512,False,4,32,1,2,16,1,1.2734620158999412,64,2,DLMT,False,True,6,True,128,False,19,1,256,32,10,1024,32,4,1.280004,7,True,0.010555076693231562,True,1.2865459841000586
8,1,8,False,2,16,16,1024,32,13,1.2891863096593208,8,4,DLMT,True,True,1,True,256,True,30,1,128,16,10,2048,32,32,1.290654,9,True,0.0023680253377022934,True,1.2921216903406791
9,1,2048,False,32,1024,256,16,1024,1,0.13534973646485302,32,256,DLMT,True,False,8,True,1,True,30,1,2048,16,10,1,8,16,0.14328449999999998,8,True,0.012802238032859724,True,0.15121926353514695
10,16,16,False,1,32,16,32,64,6,inf,16,1,DLMT,False,False,18,True,1,False,3,1,2048,1,1,512,1,8,inf,1,False,inf,False,inf
11,1,1,False,4,2,256,32,1,1,1.1221189959447004,64,8,DLMT,True,False,3,True,512,False,11,1,1,4,10,64,2,1,1.122169,5,False,8.067837380611333e-05,True,1.1222190040552995
12,2,2,False,32,4,2,1024,4,4,1.8829934821838583,1,2,DLMT,True,False,23,False,2048,False,1,11,2048,4,10,1,32,32,1.885539,1,True,0.0041070316531529455,True,1.8880845178161418
13,32,16,False,8,256,128,8,2048,2,1.1578590321121593,512,8,DLMT,True,False,23,False,512,False,24,1,1,2,10,2048,4,2,1.160332,1,True,0.0039899769422892615,True,1.1628049678878405
14,8,512,False,1,2048,8,32,128,11,inf,256,512,DLMT,False,True,8,False,1024,True,1,13,1,4,1,32,8,2,inf,1,False,inf,False,inf
15,4,2048,False,8,2,8,32,8,30,0.6180100198266839,2,512,DLMT,False,True,1,True,1,False,22,1,4,16,10,128,2,1,0.6209507999999999,1,True,0.0047447624134407335,True,0.6238915801733159
16,1,8,False,4,16,512,64,1024,2,1.3328962166578457,2,8,DLMT,True,False,1,False,2,False,20,1,16,2,10,1024,16,8,1.339553,5,True,0.010740297994003736,True,1.3462097833421542
17,4,512,False,1,2048,128,32,256,17,inf,1,128,DLMT,False,True,1,True,1024,True,1,11,2048,1,1,2048,32,8,inf,2,True,inf,False,inf
