id,T2_J,T2_I,T4_I,T2_Ja,T3_I,T3_Ja,mean_confidence_interval_inf,T4_J,baseline,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,RT4_J,T3_J,U2_J,SCR,RT4_I,U1_I,T3_Ia,RT2_I,runs,U2_I,RT2_J,cost_mean,RT3_I,cost_std,RT3_J,correct_result,U4_J,U4_I,T4_Ja,mean_confidence_interval_sup,U3_I,U3_J
13,256,4,16,2048,32,64,9.527363865770324,32,False,1024,DLMT,32,True,False,False,False,16,2,1,True,4,5,1,16,10,12,1,9.527519999999999,1,0.00025191268328528997,4,True,1,24,1,9.527676134229674,1,21
14,8,256,32,2048,4,128,2.5853834327081344,4,False,256,DLMT,128,False,True,False,True,2,16,30,False,8,29,64,1,10,1,2,2.5855019999999995,16,0.00019130081024395867,4,True,1,5,64,2.5856205672918646,1,14
15,128,64,8,512,1,256,4.431963495595139,1024,False,256,DLMT,1,True,True,True,False,8,4,1,True,8,22,64,8,10,27,8,4.432381999999999,16,0.0006752303310723855,2,True,1,27,1,4.432800504404859,1,6
16,32,512,64,128,32,64,3.508250941465338,1,False,1,DLMT,1,False,True,True,True,1,64,1,False,16,29,2048,4,10,21,1,3.508632,2,0.0006148137929486812,2,True,1,11,2,3.509013058534662,1,23
17,32,32,8,512,64,1024,inf,64,False,512,DLMT,64,False,True,False,True,1,4,22,False,2,20,128,4,1,1,1,inf,2,inf,8,False,8,1,128,inf,3,1
18,256,2,2,512,128,256,3.879362128886342,16,False,16,DLMT,256,True,True,False,False,16,128,8,True,1,4,1,8,10,1,4,3.879643,16,0.00045316773936372924,8,True,1,11,2048,3.8799238711136583,1,11
19,64,256,8,1024,512,8,3.0052583623976754,1,False,512,DLMT,128,False,False,True,False,1,1,27,True,32,17,1,2,10,1,32,3.005329,4,0.00011396929411031108,16,True,1,29,32,3.005399637602325,2,1
20,2,4,4,512,4,256,3.26280658760209,32,False,64,DLMT,1,False,False,True,False,4,32,5,False,1,8,16,1,10,1,1,3.2631760000000005,8,0.0005960234894700692,16,True,30,1,1024,3.263545412397911,1,30
21,256,8,4,256,4,1,inf,128,False,128,DLMT,16,True,False,True,True,1,16,25,True,32,12,1024,8,1,1,8,inf,8,inf,16,False,12,1,256,inf,1,9
22,256,2048,4,2048,512,2048,3.2926079661053795,128,False,1,DLMT,256,False,False,True,False,2,1024,1,False,8,8,1,16,10,20,1,3.2930059999999997,16,0.0006422024602880397,8,True,1,29,2048,3.2934040338946198,13,1
23,2,4,128,4,4,1024,5.138159117905376,8,False,256,DLMT,256,True,True,True,True,1,32,13,True,16,1,64,2,10,1,2,5.138479,32,0.0005161094845088034,2,True,21,1,256,5.138798882094624,28,1
24,64,2,256,1,2,1,2.1086718595413494,32,False,8,DLMT,1024,True,True,True,True,2,512,17,False,8,19,1,16,10,1,1,2.1088639999999996,1,0.00031000645154578165,32,True,13,1,1,2.10905614045865,6,1
25,2,128,1024,8,4,256,6.475047504798935,4,False,512,DLMT,2048,False,False,True,True,16,2,1,True,4,6,8,1,10,28,4,6.475271000000001,32,0.00036059534106816336,4,True,22,1,16,6.475494495201067,4,1
26,128,16,512,128,32,32,4.109169405383841,128,False,2048,DLMT,1024,False,False,True,False,4,16,30,True,2,9,128,32,10,1,2,4.109345,16,0.00028331078341631917,8,True,1,12,256,4.10952059461616,3,1
27,4,32,4,4,64,1,4.73898402648731,256,False,32,DLMT,32,False,True,True,True,4,128,5,True,2,23,128,32,10,1,2,4.739183,32,0.00032103115113640964,1,True,1,17,1,4.739381973512689,7,1
28,2,64,16,2048,2,1024,5.452369830224853,1,False,1,DLMT,1024,False,True,False,True,8,64,23,True,16,15,1024,1,10,1,2,5.452501,8,0.00021163411823250255,4,True,12,1,8,5.452632169775146,1,2
29,64,2048,8,1,4,1,2.2690311357845863,64,False,2048,DLMT,256,False,False,False,True,4,2048,16,True,2,19,16,4,10,1,8,2.26909,2,9.497368056463769e-05,4,True,1,28,1,2.2691488642154134,1,19
30,1,4,32,64,512,16,1.8538708791690626,1,False,128,DLMT,64,True,True,False,True,1,4,1,False,2,13,1,1,10,30,1,1.8539369999999997,4,0.00010668176976411123,2,True,1,16,1,1.8540031208309369,22,1
31,128,2,16,256,1,128,2.4975284338127284,64,False,4,DLMT,1024,False,False,True,True,4,64,1,True,4,25,16,8,10,1,4,2.4975960000000006,8,0.00010901376059927487,16,True,1,19,512,2.497663566187273,1,27
32,4,16,1,4,256,2,4.600595090436665,2,False,1024,DLMT,64,False,True,True,True,2,1,1,True,8,9,512,2,10,4,2,4.601867,16,0.002052145462680432,4,True,28,1,64,4.603138909563336,19,1
33,2,1,1,2,256,16,3.4224459583881957,4,False,32,DLMT,2,True,False,False,True,1,8,1,False,8,10,512,4,10,13,2,3.422596,32,0.00024208263052108602,4,True,1,3,2048,3.4227460416118043,1,18
34,4,256,4,2048,32,512,3.7529556080975364,256,False,1,DLMT,1,False,False,True,False,4,128,8,False,32,2,512,1,10,1,16,3.753324,4,0.0005943769847495515,8,True,1,24,2048,3.753692391902464,16,1
35,16,2,512,128,512,32,5.664674297491181,1,False,2,DLMT,1024,False,False,False,False,2,32,14,True,32,14,2048,2,10,1,2,5.664892,2,0.000351249199287421,16,True,1,2,8,5.665109702508819,18,1
36,128,4,16,512,2,2,2.7878634651115384,1,False,16,DLMT,128,True,True,False,False,8,1,9,True,2,14,4,1,10,1,8,2.787982,16,0.0001912485294061297,4,True,10,1,8,2.7881005348884615,6,1
37,64,2048,2048,512,8,128,3.8376096167359313,8,False,1,DLMT,2048,True,True,False,False,8,8,28,False,16,15,256,8,10,1,16,3.837855,8,0.00039591034338599306,2,True,1,15,2048,3.8381003832640683,1,1
38,2,32,64,512,128,32,2.4715580755544346,4,False,64,DLMT,128,False,False,True,True,1,32,1,True,4,24,2048,4,10,13,16,2.471743,1,0.00029836387180759227,4,True,11,1,4,2.4719279244455654,5,1
39,2,1,2,2048,512,256,4.111685997739757,8,False,1024,DLMT,128,True,True,False,False,1,1,29,True,2,22,2048,32,10,1,1,4.111804999999999,32,0.0001920026041490186,1,True,1,3,256,4.11192400226024,2,1
40,128,1,16,512,32,1,inf,256,False,1,DLMT,2048,False,True,True,False,1,4,1,False,1,11,32,2,1,9,16,inf,16,inf,1,False,1,14,1,inf,1,6
41,2,2,64,64,4,1,3.880119639653891,1,False,32,DLMT,256,True,True,True,True,2,4,15,False,16,2,1,1,10,1,16,3.8802630000000002,16,0.00023130283180281856,4,True,1,10,2,3.8804063603461096,27,1
42,64,4,64,1,128,1024,2.5302507602533795,1,False,8,DLMT,256,True,False,True,False,2,16,1,False,4,11,128,8,10,10,1,2.530339,8,0.0001423692382504295,8,True,1,3,2,2.5304272397466208,1,8
43,64,1,2,128,64,512,2.2763143068777,1,False,16,DLMT,16,True,False,True,True,8,1,23,True,4,5,512,1,10,1,8,2.2766220000000006,2,0.0004964433502424913,16,True,1,21,16,2.2769296931223013,6,1
44,8,4,64,2048,2,4,3.3121335472019866,256,False,4,DLMT,1024,False,False,True,False,32,1,1,True,2,13,2048,16,10,21,2,3.312372,2,0.0003847284756811949,1,True,1,6,256,3.312610452798013,1,30
45,4,1,4,16,16,2,inf,16,False,256,DLMT,1024,False,False,False,False,32,2,1,False,1,6,16,16,1,24,4,inf,4,inf,2,False,6,1,1024,inf,1,19
46,2,1,32,64,2,64,2.543193144211349,32,False,1,DLMT,2048,True,False,False,True,16,2,1,False,8,26,1,8,10,22,8,2.54343,1,0.00038215180229849837,8,True,7,1,256,2.5436668557886506,22,1
47,256,2048,2,1024,1,1024,1.9341199925275727,2,False,1,DLMT,1,True,True,False,True,16,128,1,True,2,11,256,8,10,14,1,1.9342619999999997,1,0.0002291200558659276,16,True,1,7,128,1.9344040074724267,1,2
48,128,1,16,1024,4,256,2.8646139388069405,2,False,16,DLMT,64,False,True,True,True,2,64,6,False,2,14,8,8,10,1,8,2.8647339999999994,1,0.00019371112513221346,2,True,1,27,128,2.8648540611930584,10,1
49,4,32,4,512,4,8,3.930598053720942,2,False,2048,DLMT,16,False,False,True,True,16,2,22,False,1,22,32,32,10,1,2,3.930668,8,0.00011285388783736832,2,True,1,11,64,3.9307379462790575,1,30
50,512,8,256,512,512,512,4.6124876648970075,1024,False,32,DLMT,2048,True,False,False,False,16,8,1,True,1,16,1024,4,10,23,32,4.612695,32,0.0003345220471060993,2,True,28,1,1,4.612902335102993,1,29
51,4,1,128,16,4,128,2.040696199213806,8,False,16,DLMT,1,True,False,True,False,16,1,1,True,1,18,1024,4,10,12,1,2.040911,8,0.00034656745375176353,16,True,10,1,1024,2.041125800786194,1,23
52,16,256,512,512,1,16,1.8028531844356914,2,False,2048,DLMT,2048,True,True,True,False,1,16,1,True,2,13,64,4,10,25,32,1.80294,4,0.00014007141035911154,32,True,12,1,8,1.8030268155643085,20,1
53,32,1,2,128,512,128,2.7193524055600022,1,False,1024,DLMT,1024,True,False,True,True,8,32,28,True,16,23,512,4,10,1,1,2.7195840000000002,8,0.0003736629497287101,4,True,22,1,64,2.719815594439998,1,12
54,512,32,128,2048,128,16,5.113196197142201,1,False,512,DLMT,2048,False,True,False,True,2,16,1,True,32,22,256,1,10,14,1,5.113871999999999,1,0.0010903650764765645,1,True,2,1,256,5.114547802857797,1,23
55,2,2,8,2,16,1,2.2990438757494873,1,False,32,DLMT,256,False,True,True,False,8,1,16,False,2,26,1,8,10,1,4,2.299134,32,0.0001454097658343865,2,True,11,1,2,2.2992241242505127,18,1
56,8,4,8,2048,1,1024,2.2503522416345496,4,False,1,DLMT,8,True,False,True,True,16,512,30,False,4,26,2,32,10,1,1,2.250685,1,0.0005368845313473364,1,True,1,19,1024,2.25101775836545,1,25
57,512,2,2,1024,8,1,1.9990537006902989,2,False,512,DLMT,2,True,True,True,True,1,8,28,True,4,23,1,4,10,1,32,1.9995999999999998,4,0.0008814193099767818,32,True,30,1,64,2.0001462993097006,11,1
58,4,256,2,512,8,128,3.91107412862086,256,False,512,DLMT,64,False,False,False,True,4,8,1,True,4,15,1,32,10,10,4,3.9113610000000003,1,0.0004628487874025465,1,True,19,1,512,3.9116478713791407,1,15
59,2,8,2,64,64,256,1.9583756182271883,1,False,1024,DLMT,4,True,True,False,True,4,16,4,True,1,9,64,4,10,1,8,1.9586580000000002,4,0.0004556050921576939,2,True,27,1,1024,1.9589403817728122,20,1
60,8,2,32,8,1,2048,5.50451406964923,512,False,2048,DLMT,2048,True,False,False,False,1,8,1,False,16,21,2048,16,10,10,8,5.504724,16,0.0003387093148999067,4,True,1,16,2048,5.504933930350771,1,20
61,4,512,1,1024,2,64,3.067257210890146,16,False,1,DLMT,16,False,False,False,True,2,1,1,True,4,18,16,1,10,5,2,3.067365,4,0.00017391089672591067,4,True,18,1,2048,3.0674727891098543,1,9
62,8,1,32,1,32,1024,2.3556672254312,16,False,128,DLMT,256,True,False,False,True,16,1024,1,False,1,21,64,2,10,25,32,2.355744,1,0.00012387090053759235,16,True,13,1,128,2.3558207745688002,1,3
63,128,1,64,512,8,1024,5.28476998428289,16,False,1024,DLMT,128,True,False,False,True,4,32,1,True,32,29,128,4,10,27,2,5.2849829999999995,4,0.0003436873579286209,32,True,1,19,64,5.285196015717109,1,17
64,32,64,4,1,1,2048,3.3935394806326293,4,False,1,DLMT,256,False,True,True,False,2,16,5,True,4,24,512,16,10,1,4,3.393669,4,0.0002089712898940053,1,True,21,1,4,3.3937985193673708,1,28
65,2,512,32,1,8,1024,3.2475367051055004,8,False,1024,DLMT,1024,True,True,True,False,8,16,23,False,2,7,512,32,10,1,4,3.2476030000000002,4,0.00010696261028975429,1,True,16,1,1,3.2476692948945,1,19
66,64,64,1024,128,1,2048,2.532324442128066,32,False,256,DLMT,1024,False,True,True,False,4,128,1,False,4,2,64,16,10,28,1,2.532824,4,0.0008060049627638868,1,True,1,3,1,2.533323557871934,1,30
67,1,32,4,16,1024,512,3.213971232247477,512,False,256,DLMT,128,True,False,True,False,8,4,1,True,4,9,1024,2,10,9,4,3.2142449999999996,1,0.0004417069164049878,8,True,1,21,2048,3.214518767752522,1,15
68,8,256,1,512,16,16,inf,16,False,2048,DLMT,512,False,False,False,True,1,4,1,False,1,6,16,2,1,4,4,inf,1,inf,1,False,1,7,16,inf,28,1
69,8,64,2,1,8,32,inf,512,False,2048,DLMT,64,False,False,True,False,1,2,1,False,4,14,2048,16,1,26,4,inf,16,inf,4,False,2,1,1024,inf,29,1
70,256,8,2,256,1024,512,2.1550807174423388,1,False,256,DLMT,4,False,True,True,True,16,4,1,False,4,20,1,8,10,16,8,2.155153,2,0.00011662332528265007,4,True,13,1,2048,2.155225282557661,1,28
71,8,1024,2,16,1,256,inf,256,False,2048,DLMT,32,True,False,False,True,1,32,11,False,2,29,64,2,1,1,2,inf,8,inf,16,False,11,1,1,inf,1,24
72,8,16,1,32,512,16,2.7879953224436593,1,False,64,DLMT,512,False,True,False,False,4,8,1,False,8,15,1,2,10,15,2,2.7880809999999996,2,0.00013823530663335465,1,True,22,1,4,2.78816667755634,1,30
73,64,8,128,128,512,2048,3.424483436332515,4,False,512,DLMT,2048,True,False,True,True,32,8,17,True,4,9,1024,2,10,1,32,3.424589,4,0.00017032028651927896,1,True,1,3,512,3.4246945636674853,25,1
74,4,1,8,128,64,512,3.1523189079389167,64,False,1,DLMT,256,False,True,False,True,4,16,1,False,16,13,64,1,10,5,2,3.15276,16,0.0007116740827092435,1,True,1,11,2048,3.153201092061083,1,23
75,1,2,4,1024,256,1,inf,1,False,1024,DLMT,32,False,True,True,True,1,16,1,True,2,12,1024,16,1,5,8,inf,8,inf,1,False,19,1,256,inf,26,1
76,16,4,2,256,32,2048,2.8541799407558326,32,False,4,DLMT,2048,False,False,True,True,8,64,25,False,4,19,64,16,10,1,2,2.854314,1,0.00021629609335350108,32,True,1,21,128,2.8544480592441674,4,1
77,1024,8,2,2048,8,1024,inf,2048,False,128,DLMT,16,False,False,True,True,8,4,18,True,4,10,128,2,1,1,16,inf,16,inf,1,False,1,2,1,inf,4,1
78,64,8,1,512,2,16,4.062326688151221,1,False,16,DLMT,512,True,True,False,False,4,16,5,True,32,27,1,16,10,1,1,4.062814,32,0.0007862467805975136,1,True,1,19,1,4.06330131184878,28,1
79,256,16,8,2048,128,16,inf,256,False,512,DLMT,1024,True,True,True,False,8,4,5,False,16,11,1,1,1,1,32,inf,1,inf,32,False,1,8,256,inf,1,20
80,2,64,4,128,8,1024,2.745902897762832,8,False,2048,DLMT,2048,True,True,False,True,1,512,1,True,1,29,1024,1,10,17,4,2.74613,32,0.0003664150651924292,4,True,12,1,128,2.746357102237168,1,1
81,16,1,64,32,512,2048,4.065156029388694,2,False,2048,DLMT,2048,False,False,True,True,1,128,12,True,4,28,1,32,10,1,1,4.065696,4,0.0008712083562500896,16,True,1,8,2,4.066235970611306,29,1
82,512,2,2,1,4,1,2.852545439942422,8,False,32,DLMT,16,False,True,True,False,8,2048,1,True,8,5,512,8,10,5,1,2.852742,16,0.00031713719428660443,1,True,24,1,16,2.852938560057578,29,1
83,1,1,1,1,1,1,1.9157676981299507,1,True,1,DLMT,1,False,False,False,False,1,1,1,False,1,1,1,1,10,1,1,1.916791,1,0.0016510327071260697,1,True,1,1,1,1.917814301870049,1,1
84,1,16,4,512,4,1,2.318692967037548,4,False,256,DLMT,64,False,True,True,False,4,8,1,True,16,25,4,1,10,18,32,2.318769,8,0.00012267436570043835,8,True,1,23,64,2.3188450329624524,15,1
85,2,32,2,2048,16,32,2.966329935903136,2,False,1,DLMT,4,False,False,True,False,32,4,1,True,4,3,512,2,10,9,1,2.966413,32,0.00013401865541783436,4,True,25,1,256,2.9664960640968645,10,1
86,1,1,1,4,2,8,inf,32,False,32,DLMT,1024,True,False,True,True,8,8,27,True,1,1,2,4,1,1,16,inf,1,inf,8,False,1,25,256,inf,7,1
87,64,4,512,64,128,256,4.126282262543678,1,False,128,DLMT,1024,False,False,True,False,16,8,1,True,2,19,2048,1,10,15,1,4.1264080000000005,32,0.00020286941612769738,2,True,1,1,16,4.126533737456323,1,8
88,64,64,512,128,64,1,inf,1024,False,512,DLMT,1024,True,True,False,True,1,1,1,True,32,30,128,8,1,9,16,inf,1,inf,4,False,16,1,1024,inf,1,2
89,8,2,4,1024,32,4,2.690215175250554,64,False,1024,DLMT,16,False,False,False,False,16,4,1,True,8,18,512,1,10,8,8,2.69037,4,0.00024979991993594755,4,True,5,1,1,2.6905248247494464,23,1
90,2,8,256,1,8,1024,2.2857881005723164,4,False,1,DLMT,512,False,False,True,False,8,16,1,False,2,29,128,8,10,29,16,2.286029,32,0.00038867595757899467,2,True,1,12,1024,2.2862698994276838,1,25
91,256,4,16,1024,256,512,3.261237947692252,4,False,1,DLMT,2048,True,False,True,True,16,16,1,False,8,10,512,8,10,29,1,3.2615900000000004,16,0.0005680140843324461,2,True,1,17,32,3.2619420523077487,11,1
92,64,8,64,64,1,2048,2.74961398062201,4,False,128,DLMT,1,False,False,True,True,1,16,13,True,8,24,2,16,10,1,2,2.74972,8,0.00017105554653386627,4,True,21,1,4,2.74982601937799,14,1
93,256,4,16,2048,512,1,2.756593592344424,256,False,512,DLMT,1024,True,False,True,False,1,8,10,True,4,18,512,16,10,1,1,2.75682,8,0.0003652944018185898,8,True,1,19,512,2.757046407655576,3,1
94,16,2,4,2048,4,16,4.341253045560671,8,False,4,DLMT,128,True,False,False,True,4,8,29,True,2,6,16,32,10,1,4,4.34145,8,0.00031777350424472067,4,True,29,1,512,4.341646954439329,1,20
95,16,4,2,256,32,16,2.187935676461153,512,False,4,DLMT,1024,False,True,True,True,4,1,3,True,2,19,256,32,10,1,1,2.188047,4,0.0001796134738821881,2,True,13,1,1024,2.1881583235388473,1,12
96,1,2,1,4,4,512,inf,64,False,2,DLMT,8,True,True,False,True,1,32,20,False,32,1,64,32,1,1,1,inf,2,inf,1,False,3,1,256,inf,5,1
97,512,1,64,1024,128,512,inf,16,False,4,DLMT,1024,False,False,True,False,32,1,19,True,1,2,1,8,1,1,2,inf,32,inf,1,False,1,29,512,inf,1,20
98,1,64,8,256,32,32,1.8387532394199186,2,False,1,DLMT,1024,False,True,True,True,8,1,26,False,2,21,1024,4,10,1,4,1.8397890000000001,4,0.0016711340460896524,1,True,1,1,4,1.8408247605800816,17,1
99,1,64,1,1024,1,1024,inf,1,False,1,DLMT,256,False,True,False,False,1,1,1,False,16,21,32,16,1,27,2,inf,16,inf,2,False,9,1,16,inf,1,9
100,4,2,2,16,32,1,4.329953938659385,1024,False,256,DLMT,64,True,False,False,True,8,32,9,False,16,4,1,8,10,1,16,4.330719,2,0.0012343779810090312,8,True,1,28,2048,4.331484061340616,1,18
101,16,2,1024,1024,64,128,3.4532089873581824,2,False,4,DLMT,1,True,False,True,True,8,16,20,False,4,25,64,2,10,1,8,3.4535989999999996,16,0.0006292606773031735,4,True,1,17,256,3.453989012641817,1,25
102,128,128,4,256,1,32,2.935424019370616,8,False,512,DLMT,1024,False,False,True,False,8,1,1,True,4,28,8,1,10,12,1,2.935814,1,0.000629209027271586,8,True,8,1,128,2.9362039806293843,1,26
103,2,8,16,16,8,16,1.8668843886975943,2,False,512,DLMT,2048,True,True,True,False,1,16,1,True,1,24,256,2,10,11,4,1.8669739999999997,4,0.00014458215657542738,32,True,1,24,1024,1.867063611302405,23,1
104,2,1,256,8,8,256,3.217632827518952,1,False,2048,DLMT,512,True,True,False,False,8,1,24,False,4,22,2048,32,10,1,2,3.2177310000000006,2,0.0001583950756810555,32,True,10,1,32,3.217829172481049,1,18
105,128,4,8,512,2,64,2.735772902552177,128,False,4,DLMT,128,True,False,False,True,4,8,1,False,2,30,1024,4,10,24,1,2.735836,32,0.00010180373274100181,4,True,16,1,256,2.735899097447823,1,15
106,16,1,1,256,4,16,2.6573016859043923,1,False,2048,DLMT,2,True,True,True,False,1,2,1,False,2,13,4,1,10,2,4,2.657394,8,0.00014894294209535927,16,True,1,1,2048,2.6574863140956078,17,1
107,2,512,16,1,32,8,3.199593780886211,2,False,1024,DLMT,512,False,True,False,True,1,1,21,True,8,18,512,32,10,1,4,3.199754,8,0.000258503384890767,2,True,25,1,2048,3.199914219113789,1,21
108,32,1,64,512,16,512,3.341611094324107,4,False,16,DLMT,512,True,True,True,False,2,32,29,True,4,2,64,2,10,1,32,3.34176,16,0.00024024986992721175,2,True,2,1,4,3.3419089056758926,1,24
109,16,2,2,1,2,8,2.155395568200073,2,False,1024,DLMT,1,False,True,False,True,8,8,30,True,16,2,2,8,10,1,1,2.158403,1,0.004852300588380771,32,True,20,1,4,2.1614104317999265,14,1
110,2,1,32,1024,1,1,2.9336620050104796,1,False,8,DLMT,1,False,False,True,False,8,32,1,False,2,13,2048,2,10,17,32,2.933994,1,0.0005356528726703741,4,True,24,1,2048,2.934325994989521,23,1
111,256,8,64,256,1,2048,2.987107526379402,512,False,2048,DLMT,2048,True,True,False,True,8,32,19,True,8,29,2048,4,10,1,16,2.9876519999999998,2,0.0008784736763273188,16,True,1,25,512,2.9881964736205977,15,1
112,1024,2,256,1024,64,1,1.9942346075302144,2048,False,1024,DLMT,512,True,False,False,True,4,2,1,False,2,16,2048,2,10,1,8,1.994386,8,0.0002442621542523149,1,True,12,1,1,1.9945373924697856,1,27
113,2048,8,8,2048,256,128,inf,8,False,64,DLMT,64,False,True,False,False,16,4,28,True,2,7,1024,4,1,1,8,inf,2,inf,8,False,6,1,256,inf,1,26
114,16,128,16,64,4,512,2.607935950677355,64,False,256,DLMT,32,True,True,False,False,2,256,21,True,4,5,1,2,10,1,8,2.6080490000000003,4,0.00018239791665478752,16,True,12,1,64,2.6081620493226456,1,9
115,32,1,1,32,1,256,3.8454031701143716,16,False,128,DLMT,4,False,False,True,False,4,256,21,True,1,22,128,32,10,1,1,3.8455510000000004,2,0.00023851415052360186,2,True,8,1,64,3.845698829885629,22,1
116,1024,8,8,1,128,512,inf,64,False,128,DLMT,16,True,False,True,False,1,512,18,True,32,18,1,8,1,1,8,inf,2,inf,16,False,23,1,2048,inf,2,1
117,256,128,128,1024,32,4,inf,512,False,1,DLMT,1,True,True,False,False,1,1,1,False,16,15,128,4,1,5,16,inf,32,inf,4,False,16,1,2048,inf,1,22
118,32,32,4,2048,16,32,2.718778586166167,8,False,1024,DLMT,256,True,False,True,False,8,4,1,True,16,9,1,4,10,10,8,2.718901,4,0.0001975069619026346,4,True,2,1,64,2.7190234138338325,1,26
119,64,2,32,256,8,256,inf,32,False,2048,DLMT,64,True,False,True,True,1,8,1,True,1,10,512,2,1,10,32,inf,4,inf,2,False,1,10,64,inf,1,5
120,32,16,4,512,1024,2048,2.2460620428316416,1024,False,32,DLMT,128,False,False,False,False,2,2,25,False,1,2,1024,4,10,1,1,2.246431,2,0.0005952890054418938,32,True,1,19,2048,2.246799957168358,7,1
121,4,4,4,2048,2,64,5.030716939302078,2048,False,8,DLMT,4,False,False,True,False,1,1,24,False,4,24,32,32,10,1,4,5.0308790000000005,8,0.00026147466416450615,2,True,1,23,2048,5.031041060697923,1,27
122,256,256,4,1,16,4,inf,128,False,1024,DLMT,256,False,False,False,False,1,2,1,True,32,2,32,4,1,24,16,inf,2,inf,32,False,6,1,1,inf,18,1
123,64,4,512,1,1024,512,2.4191688866165917,256,False,64,DLMT,512,True,True,False,False,16,32,1,False,2,9,2048,2,10,4,16,2.419286,1,0.00018895502110285875,32,True,11,1,1,2.4194031133834084,1,4
124,64,512,512,1,32,128,3.525941395516939,32,False,2048,DLMT,512,True,True,True,False,8,4,1,False,8,21,1024,32,10,30,1,3.526227,4,0.0004608047308784731,32,True,13,1,256,3.526512604483061,1,11
125,2,4,16,2048,4,1024,4.409905736026361,64,False,16,DLMT,32,True,False,False,True,1,128,2,True,16,8,128,1,10,1,16,4.410100000000001,2,0.0003134326083864328,16,True,1,11,1024,4.410294263973641,2,1
126,4,32,32,4,2,2048,2.285531694730103,64,False,64,DLMT,32,True,True,True,True,1,64,14,False,8,20,16,1,10,1,8,2.285708,16,0.0002844573781781654,8,True,1,2,1,2.285884305269897,5,1
127,4,1,32,64,4,2,3.3555300038659888,128,False,2,DLMT,2048,True,False,False,True,8,2,7,True,1,27,64,8,10,1,4,3.355653,8,0.00019844646633286367,4,True,8,1,1024,3.3557759961340117,5,1
128,4,1,8,256,2048,8,9.622685266974624,64,False,64,DLMT,32,True,True,False,False,8,2,16,False,8,3,2048,1,10,1,32,9.62295,4,0.0004271299568046505,16,True,2,1,2048,9.623214733025375,1,11
129,2048,16,2,2048,4,64,2.165125378733795,8,False,1,DLMT,1,False,True,True,True,1,8,1,True,32,5,1,1,10,10,8,2.16563,4,0.0008141744284857097,1,True,1,23,64,2.166134621266205,1,9
