id,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,technique,VEC2,VEC1,U2_J,SCREP,T1_Ia,OMP1,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,RT2_J,RT2_K,cost_mean,U2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,32,512,False,16,128,256,64,512,1,0.7215094747636334,32,16,RS,False,True,7,True,256,False,16,1,1,2,10,1,16,4,0.7215455000000001,2,False,5.81244354811427e-05,True,0.7215815252363668
2,8,1024,False,4,64,2048,8,1,8,0.7459525748018633,32,32,RS,False,False,15,True,2048,True,24,1,512,16,10,8,16,16,0.7494206,1,False,0.005595438842485908,True,0.7528886251981367
3,1,512,False,16,4,16,2,64,3,0.8416648631219819,64,512,RS,False,True,11,True,2048,True,1,12,64,32,10,256,8,16,0.8454624000000001,1,True,0.006127085052453565,True,0.8492599368780183
4,32,32,False,16,128,4,512,8,1,1.3229783076495385,4,8,RS,False,False,1,False,1024,False,1,2,512,2,10,2048,2,8,1.3254,24,True,0.0039072471127380584,True,1.3278216923504613
5,4,1024,False,8,16,64,128,512,12,0.4159569183554975,2,1,RS,True,False,1,False,1,True,18,1,1,2,10,256,32,1,0.42357010000000006,4,True,0.012283386035210328,True,0.43118328164450265
6,4,64,False,16,2,1,2,1,5,0.5255044836491218,2,2,RS,True,True,15,True,2,True,1,16,128,2,10,128,4,4,0.5392321,1,False,0.022148638881204427,True,0.5529597163508781
7,32,2048,False,8,32,4,32,32,1,0.8961267781570738,8,256,RS,False,True,4,True,1,True,25,1,512,1,10,32,1,32,0.9003482,3,False,0.006810996576125997,True,0.9045696218429263
8,2,1024,False,16,4,2,4,8,1,0.863150551999197,16,4,RS,False,True,5,True,2048,False,10,1,1024,4,10,8,16,4,0.8844788999999998,18,True,0.03441193763928443,True,0.9058072480008027
9,1,512,False,16,8,1,8,1,9,0.4137720804656318,1024,1,RS,True,False,14,True,2048,True,14,1,256,32,10,1,4,4,0.4228271,1,True,0.014609700082137213,True,0.4318821195343682
10,32,16,False,4,1,4,32,16,1,1.4228099433589843,4,1,RS,True,True,1,True,1024,False,13,1,4,4,10,1,2,32,1.422885,14,False,0.00012109913294482645,True,1.4229600566410157
11,8,512,False,2,16,32,4,64,1,0.9263160622813629,128,2,RS,True,True,25,False,256,True,1,15,32,2,10,1024,32,4,0.9293175,4,False,0.004842629518144053,True,0.9323189377186372
12,2,2048,False,2,1024,32,256,2048,19,0.7167586700199456,1,256,RS,True,False,1,True,128,True,1,30,1,1,10,512,1,1,0.7190213,3,False,0.003650610059976271,True,0.7212839299800543
13,16,256,False,2,64,32,512,1,17,0.3690729276484807,1,128,RS,False,False,7,True,4,True,24,1,1024,1,10,512,4,16,0.37390500000000004,1,True,0.007796242466727153,True,0.3787370723515194
14,2,256,False,1,1,64,1,1024,9,0.7120914205337786,16,128,RS,False,True,5,False,16,True,18,1,512,1,10,2048,1,1,0.7193065999999999,1,True,0.011641234747225032,True,0.7265217794662212
15,4,256,False,4,64,8,1,64,2,0.15013340234879763,32,256,RS,False,True,13,True,128,True,24,1,256,4,10,32,8,8,0.16486759999999998,1,True,0.02377269400888338,True,0.17960179765120232
16,4,1,False,4,2,8,128,2048,4,0.8853714765898157,32,64,RS,False,True,15,True,1,False,1,2,512,2,10,128,2,32,0.8876358999999999,1,True,0.0036535036458172593,True,0.8899003234101841
17,8,2048,False,4,256,512,4,512,9,0.7640895821142017,1,8,RS,False,False,1,True,256,True,29,1,512,4,10,2048,1,1,0.7664416,2,False,0.003794831780197917,True,0.7687936178857981
18,8,64,False,16,32,32,16,2048,4,0.4555841168185355,4,1,RS,True,True,1,True,8,False,9,1,64,8,10,1,2,8,0.4673545999999999,11,True,0.018990928561816042,True,0.4791250831814643
19,1,32,False,8,1,4,16,256,1,1.7885934331863773,16,1,RS,True,False,5,False,16,False,1,20,32,32,10,1,16,1,1.7887229999999998,24,False,0.00020904784141437081,True,1.7888525668136224
20,1,2048,False,1,512,64,32,256,15,1.0434694801584965,64,4,RS,False,True,2,True,64,False,27,1,2048,1,10,512,1,2,1.043694,1,False,0.00036224853346841334,True,1.0439185198415033
21,8,8,False,2,128,512,256,1,4,1.3097153716959193,1024,2,RS,True,True,1,False,1,False,6,1,1024,2,10,512,4,32,1.310003,4,False,0.0004640700378175878,True,1.3102906283040807
22,8,512,False,32,2,512,512,1,15,inf,2,1,RS,False,False,5,True,8,False,1,10,2048,32,1,1,8,32,inf,1,False,inf,False,inf
23,4,1024,False,1,16,128,256,1,11,inf,4,64,RS,False,True,2,True,512,False,9,1,1024,1,1,2048,4,16,inf,1,False,inf,False,inf
24,16,256,False,2,4,16,64,2048,11,1.227220679885292,2048,32,RS,True,False,7,False,2048,True,1,30,4,2,10,2048,4,8,1.229444,1,False,0.003587186083826695,True,1.231667320114708
25,2,2048,False,1,2,256,8,256,17,1.1020961304081363,16,512,RS,True,False,1,False,64,True,15,1,4,32,10,8,2,1,1.1105180000000001,6,False,0.013588152781007432,True,1.118939869591864
26,8,1024,False,1,2,8,1024,2048,2,2.3130411992850406,4,4,RS,False,True,1,False,256,True,1,14,2048,1,10,1,32,32,2.3156849999999998,2,False,0.0042656048809049454,True,2.318328800714959
27,4,16,False,4,2,2,8,4,3,1.7156253433927346,8,1,RS,True,True,1,True,128,False,24,1,512,16,10,1024,2,16,1.716162,8,False,0.000865861420782795,True,1.7166986566072653
28,2,512,False,2,64,4,1024,2048,1,0.924530063469749,256,512,RS,False,True,4,True,1024,True,2,1,128,1,10,2048,16,4,0.92669,29,True,0.0034849206877632065,True,0.928849936530251
29,32,128,False,16,1,2,1,64,30,0.8026562021106384,4,32,RS,False,False,3,False,2048,True,1,23,2048,2,10,4,4,16,0.8155330999999999,1,True,0.020776058564848158,True,0.8284099978893614
30,1,16,False,1,4,4,256,1024,18,2.6002775278599977,1,2,RS,False,True,1,True,256,False,28,1,2048,4,10,256,4,32,2.600537,6,False,0.0004186418517062453,True,2.6007964721400025
31,4,128,False,16,32,256,16,1024,1,0.7351305942226039,16,2,RS,False,False,5,True,256,True,12,1,512,2,10,16,32,8,0.7406748000000001,3,False,0.008945224612048582,True,0.7462190057773963
32,16,256,False,4,256,4,8,256,20,0.8359744589986273,2,8,RS,True,True,1,False,1024,True,1,16,1024,2,10,16,32,32,0.8633386,1,True,0.04415030707752776,True,0.8907027410013726
