id,U2_I,U2_J,U1_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,U1_K,T2_J,T2_I,OMP,VEC2,VEC1,T2_Ja,SCR,RT2_I
1,13,1,6,0.22985730000000001,43,DLMT,8.360474085443446,1,8,30,1,4,True,False,True,64,False,2
