id,RT1_J,T1_Ja,RT1_I,RT1_T,mean_confidence_interval_inf,T1_I,T1_J,technique,T1_T,SCR,T1_Ia,U1_T,T1_Ta,U1_J,U1_I,VEC,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,2,64,16,1,inf,2048,4,DLMT,64,False,2048,21,512,1,7,True,False,1,inf,inf,False,False,inf
2,4,512,4,4,inf,512,8,DLMT,16,False,1,1,1,19,19,False,False,1,inf,inf,False,False,inf
3,2,2,1,2,2.859534056082518,256,2,DLMT,16,False,1,1,16,27,30,True,False,10,0.3992125315968927,3.106964,True,True,3.354393943917482
4,2,4,2,2,3.1817229175341275,2048,4,DLMT,2048,False,1,26,2048,10,1,False,False,10,0.0027655634145685145,3.1834370000000005,True,True,3.1851510824658735
5,1,1,16,2,inf,256,16,DLMT,1,False,1,14,16,6,1,False,False,1,inf,inf,False,False,inf
6,16,2048,1,1,2.0579605081909556,1,4,DLMT,4,True,32,12,512,1,11,False,False,10,0.0023225287942240215,2.0594,True,True,2.0608394918090447
7,16,32,1,2,1.3668453533902833,1,32,DLMT,16,True,8,1,512,23,18,True,False,10,5.91269819963935e-05,1.366882,True,False,1.3669186466097165
8,2,128,1,16,2.7395552484603676,8,128,DLMT,2048,False,32,12,2048,1,20,False,False,10,0.002568190218811757,2.7411470000000002,True,True,2.742738751539633
9,1,1,1,8,1.563397721174265,4,2048,DLMT,1024,False,2048,4,2048,4,1,False,False,10,0.004103419184046382,1.565941,True,True,1.5684842788257352
10,2,1024,16,4,2.5919100794543217,128,1024,DLMT,4,False,512,27,1,4,1,True,False,10,2.8913664589603957e-05,2.5919280000000002,True,False,2.5919459205456787
11,4,4,2,8,inf,8,1,DLMT,1,False,2048,1,128,10,30,True,False,1,inf,inf,False,False,inf
12,1,1024,32,2,0.7771117532540764,32,512,DLMT,16,True,256,27,2048,21,1,False,False,10,0.00644736814211815,0.7811077999999999,True,True,0.7851038467459234
13,16,16,4,4,0.3509404228189077,256,1,DLMT,1,False,1024,12,1,16,1,True,False,10,0.048512614031919574,0.3810083,True,True,0.41107617718109235
14,16,1024,2,4,2.733818577407456,256,4,DLMT,512,False,1,1,2048,1,22,True,False,10,0.002244972160183763,2.73521,True,True,2.736601422592544
15,2,2048,4,1,0.922606769422735,2,1,DLMT,64,True,512,11,64,13,1,True,False,10,1.4892951352897328e-05,0.9226159999999999,True,False,0.9226252305772648
