id,correct_result,runs,baseline,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,mean_confidence_interval_sup,cost_std,RT_I,cost_mean,RT_J
1,True,35,False,1,32,128,1,1,19,30,DLMT,20,1024,128,2048,0.2816237459400697,0.2817164254885019,0.00013987491788402002,32,0.2816700857142858,1
2,True,35,False,1,256,128,16,30,1,12,DLMT,15,128,1024,2048,0.26621347953867447,0.266431091889897,0.0003284274715696454,32,0.26632228571428573,1
3,True,35,False,1,1,64,512,18,30,1,DLMT,11,1,2048,512,0.32063675149442883,0.3212387342198568,0.0009085314474581537,32,0.3209377428571428,1
4,True,35,False,1,512,1,512,1,18,20,DLMT,9,1,2048,2048,0.1462190895589129,0.1464218247268014,0.00030597435400066015,1,0.14632045714285716,1
5,True,35,False,32,64,1,1,4,1,27,DLMT,6,128,2048,2048,0.20800408448652258,0.2081336869420488,0.00019560014189719577,1,0.2080688857142857,1
6,True,35,False,8,1,512,512,24,1,16,DLMT,2,1024,512,64,0.12674257798380512,0.12679816487333773,8.389349905489255e-05,1,0.12677037142857142,1
7,True,35,False,8,128,1,1,24,1,23,DLMT,4,1,1024,256,0.13122101339203115,0.13136161517939746,0.00021220068283565757,1,0.1312913142857143,8
8,True,35,False,1,256,16,64,30,28,1,DLMT,1,512,256,256,0.22285721181786675,0.22288678818213323,4.463758826050472e-05,1,0.222872,32
9,True,35,False,1,128,1,16,18,16,1,DLMT,24,64,512,1,0.11204887379338237,0.11219198334947476,0.00021598548704078487,8,0.11212042857142857,1
10,True,35,False,32,64,16,512,26,1,1,DLMT,20,2048,64,2048,0.41445323518887706,0.4145003076682657,7.104328085823065e-05,1,0.41447677142857137,1
11,True,35,False,1,64,512,1,23,18,1,DLMT,30,2048,1024,512,0.1984896739051015,0.1985265546663271,5.566161613000584e-05,1,0.1985081142857143,1
12,True,35,False,8,128,16,128,6,4,1,DLMT,18,256,1024,128,0.11166578661984546,0.11169844195158311,4.9284463752249856e-05,8,0.11168211428571428,1
13,True,35,False,1,512,32,64,12,1,28,DLMT,18,1024,512,2048,0.15854626112753858,0.1587092245867471,0.00024594962815958324,1,0.15862774285714284,1
14,True,35,False,1,256,512,512,3,30,1,DLMT,3,512,2048,1,0.20003099107094402,0.20020906607191313,0.0002687564469089106,1,0.20012002857142858,1
15,True,35,False,1,16,64,32,1,29,30,DLMT,30,64,1,2048,0.23235477670544155,0.23241705186598702,9.398765007886471e-05,1,0.23238591428571428,8
16,True,35,False,8,256,128,1,30,1,1,DLMT,10,256,2048,2048,0.2231359035875945,0.22315226784097697,2.469745091365935e-05,1,0.22314408571428573,8
