id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,1024,128,512,0.20589682095879364,8,128,32,256,RS,False,False,False,True,False,29,1,35,0.20610277904120639,0.00031083847895651515,0.2059998,1,30,True,10,1
2,2048,2048,128,0.30438293719266263,8,32,128,16,RS,False,True,False,True,True,20,8,35,0.3044258056644803,6.469845911801e-05,0.30440437142857146,17,1,True,8,1
3,1,64,2048,0.11214880178499939,1,128,16,256,RS,False,True,False,False,True,1,1,35,0.11220428392928633,8.373541420353192e-05,0.11217654285714286,9,1,True,7,8
4,512,256,64,0.20445247945856368,8,16,256,32,RS,True,True,False,False,False,22,8,35,0.204471806255722,2.9168616067023102e-05,0.20446214285714284,16,1,True,20,1
5,1024,256,2048,0.3324288729316291,1,16,32,16,RS,False,True,True,False,True,11,8,35,0.3324664984969424,5.6785698113208564e-05,0.33244768571428573,1,12,True,29,1
6,256,64,256,0.1205104275235069,1,64,32,128,RS,False,False,False,False,True,27,8,35,0.12053214390506452,3.277505273272124e-05,0.1205212857142857,4,4,True,1,1
7,256,2048,2048,0.1452544407368877,8,512,32,128,RS,False,True,False,False,False,14,1,35,0.14535955926311228,0.00015864821821519914,0.145307,1,23,True,13,1
8,2048,256,1,0.10146470791304592,1,64,128,512,RS,False,False,True,False,False,26,1,35,0.10152614922981122,9.272918656397511e-05,0.10149542857142857,24,26,True,1,8
9,512,1,1024,0.2342866686220426,1,32,1,256,RS,False,False,False,True,True,8,1,35,0.2343213885208146,5.2400373888680636e-05,0.2343040285714286,22,1,True,8,1
10,64,512,1024,0.10050547910079623,1,16,32,64,RS,True,False,True,True,True,3,1,35,0.10067966375634664,0.0002628850140503347,0.10059257142857143,1,8,True,27,8
11,1,512,512,0.09157778132576516,8,256,256,16,RS,True,False,True,True,False,29,1,35,0.09160251010280626,3.732145566643064e-05,0.09159014571428571,26,3,True,1,8
12,1024,2048,1,0.09834570645077759,1,512,128,32,RS,True,True,True,False,True,2,1,35,0.0983678535492224,3.342510433790703e-05,0.09835677999999999,27,14,True,1,8
13,512,256,1024,0.15173449831396166,1,128,1,128,RS,True,True,True,False,True,28,1,35,0.1519260731146098,0.00028913077332174824,0.15183028571428572,1,23,True,30,1
14,256,1024,2048,0.3035400726546983,1,1,1,16,RS,False,False,True,False,True,3,1,35,0.3037202130595874,0.00027187362009971106,0.30363014285714285,4,1,True,13,1
15,1024,256,1024,0.121887907298864,1,1,64,64,RS,False,False,False,True,False,18,8,35,0.12191986412970737,4.823026401904802e-05,0.12190388571428569,29,3,True,1,8
16,2048,1,64,0.10036788444866636,1,32,256,32,RS,False,True,True,False,False,13,8,35,0.10040017269419081,4.873044558108038e-05,0.10038402857142859,18,17,True,1,8
17,1024,2048,512,0.2531440251266036,1,128,32,32,RS,False,False,False,False,True,10,1,35,0.25342380344482496,0.0004222503232801657,0.2532839142857143,1,5,True,29,32
18,128,512,2048,0.2676872763036379,1,64,1,16,RS,True,True,False,False,True,16,1,35,0.26782432369636217,0.0002068362775585761,0.26775580000000004,1,30,True,22,1
