id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,cost_std,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,256,2048,DLMT,8,32,True,1,128,False,128,256,8,False,0.0807809245271141,256,256,256,256,True,False,True,512,False,16,False,512,True,8,1,1024,False,1,4,1,16,1,4,1,0.00010387322516472804,35,0.08084974975860015,16,0.08081533714285713,8,1,32,True,512,128,12,256,True,8,8,8,1
2,1,2048,DLMT,32,32,False,1,512,True,1,1,1,False,0.16751544023532303,64,16,1,512,False,False,False,64,False,16,False,64,False,16,8,64,True,1,12,1,1,8,8,1,0.00022505592955656675,35,0.16766455976467695,12,0.16759,1,1,32,True,512,1024,1,256,False,8,1,32,1
3,1,2048,DLMT,8,1,True,8,256,False,32,128,1,False,0.21097667182659452,32,32,1,1024,False,False,False,512,True,1,False,1024,False,1,16,64,False,4,1,12,1,12,4,1,0.00024039785730309166,35,0.21113595674483399,12,0.21105631428571425,4,32,1,True,1,2048,16,512,False,1,1,32,12
4,16,64,DLMT,1,8,True,1,64,False,1,256,1,False,0.08989681468318461,256,1,1024,1,False,True,False,32,False,32,True,256,True,1,12,256,True,1,16,1,4,16,1,1,8.00398285549267e-05,35,0.08994984817395821,16,0.08992333142857141,8,1,32,True,1,64,12,512,True,1,32,1,16
5,256,1024,DLMT,8,32,False,1,16,False,16,256,8,False,0.13191690265070757,256,32,1,64,False,True,True,64,True,512,True,1,True,1,1,1,False,1,4,16,1,16,1,1,9.041654174103473e-05,35,0.1319768116350067,16,0.13194685714285714,16,1,1,True,1024,256,1,2048,True,1,32,1,1
6,512,512,DLMT,1,1,True,1,256,False,256,256,32,True,0.09425234965540966,16,64,1,1,False,False,False,16,False,16,True,64,False,1,4,1024,False,1,16,16,1,1,16,1,3.562322173148658e-05,35,0.09427595320173318,12,0.09426415142857142,16,1,32,True,256,2048,16,512,True,8,32,1,1
7,1,1,DLMT,1,32,True,1,1,True,1,32,8,False,0.12153387462802988,1,128,1024,2048,True,True,True,64,False,32,False,256,True,16,1,128,True,1,16,16,1,12,12,1,5.928159021800511e-05,35,0.12157315394339864,1,0.12155351428571426,12,1,8,True,128,1024,12,64,True,12,1,8,1
8,512,1024,DLMT,32,1,True,8,1,True,16,32,1,True,0.12837769871461954,512,512,1,512,False,False,False,64,True,512,True,512,True,12,8,2048,False,1,4,1,8,16,16,1,3.859709199154915e-05,35,0.12840327271395183,1,0.12839048571428568,1,1,8,True,2048,2048,1,512,False,1,8,8,16
9,16,2048,DLMT,32,8,True,8,1,False,1,32,1,False,0.13048025183059664,256,512,64,1,True,True,True,32,False,256,False,1,False,16,4,1,False,1,1,16,1,4,1,16,0.00022251991701730374,35,0.1306276910265462,1,0.13055397142857142,1,32,1,True,64,64,16,2048,True,1,32,1,1
10,1,512,DLMT,32,1,True,1,128,False,512,64,1,True,0.1287964232961025,64,256,1024,512,True,False,True,256,False,64,True,1,False,12,16,2048,True,1,12,1,16,16,8,1,3.3391505702218314e-05,35,0.12881854813246893,1,0.1288074857142857,1,1,8,True,512,512,8,2048,False,1,8,1,8
