id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
1,8,64,128,64,6,1,16,SIMA,8,1.5622747070434704,128,128,128,171,1,0.11324937142857143,8
