id,T2_J,T2_I,T4_I,T4_J,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,U4_J,U2_J,SCR,U4_I,U1_I,RT2_I,runs,U2_I,RT2_J,cost_mean,cost_std,correct_result,OMP,RT4_J,RT4_I,T4_Ja,mean_confidence_interval_sup,U3_I
1,8,1,4,256,5.275558993124415,32,False,1024,RS,2048,True,True,False,True,17,1,False,1,18,1,10,9,2,5.2759529999999994,0.0006357051203192487,True,False,32,4,1,5.276347006875584,29
2,256,1,512,512,2.813103641422654,256,False,512,RS,512,True,False,True,False,8,28,True,1,20,4,10,1,32,2.874832,0.0995947940205712,True,True,2,16,512,2.936560358577346,28
3,128,4,2,16,23.88463567703312,256,False,256,RS,1024,True,False,False,True,1,1,False,27,21,4,10,5,16,23.88513,0.0007975587752636999,True,False,4,8,256,23.88562432296688,10
4,512,2,4,2,2.5025009710848236,512,False,64,RS,512,True,True,False,False,1,8,True,4,16,8,10,1,2,2.576279,0.11903617336339407,True,True,2,16,1,2.6500570289151764,20
5,1,1024,2,1,2.7309224909749155,32,False,1024,RS,2048,True,False,True,True,1,5,False,24,10,2,10,1,32,2.7913080000000003,0.0974281913821662,True,True,16,1,16,2.8516935090250852,3
6,4,2,16,32,2.512648986461797,512,False,2,RS,128,False,False,False,False,10,13,True,1,27,1,10,1,8,2.576297,0.10269203562594323,True,True,4,2,512,2.6399450135382025,18
7,2,32,512,1,2.5353294257718497,2,False,64,RS,1024,False,False,False,False,1,26,True,18,27,16,10,1,2,2.5830290000000002,0.07696023966308836,True,True,1,8,4,2.6307285742281508,7
8,1,2,2,512,2.6092609691652924,8,False,4,RS,16,True,False,True,True,8,22,False,1,11,2,10,1,32,2.6453599999999997,0.05824349817790826,True,True,4,32,1,2.681459030834707,8
9,8,2,32,1,2.379920503071234,512,False,128,RS,32,True,True,True,False,1,14,False,14,25,4,10,1,1,2.4425649999999997,0.10107292518276097,True,True,16,1,32,2.5052094969287655,29
10,8,8,8,2,6.683539198904483,16,False,64,RS,64,False,False,True,False,1,1,True,29,14,2,10,27,32,6.683733999999999,0.000314299220488902,True,False,1,2,256,6.683928801095516,7
11,32,64,32,2,6.454231295699539,1,False,64,RS,1024,True,True,False,True,1,1,False,27,24,16,10,14,1,6.454788000000001,0.0008982071030668602,True,False,8,16,256,6.455344704300463,4
12,128,1,16,4,2.497855477630633,256,False,8,RS,128,True,False,False,True,23,30,False,1,7,4,10,1,2,2.522927,0.04045131222840619,True,True,4,1,512,2.547998522369367,3
13,4,64,2048,8,5.640294982926483,512,False,128,RS,1,False,False,False,True,1,1,False,8,4,4,10,3,2,5.641005000000001,0.001145567544931307,True,False,4,2,512,5.641715017073518,10
14,64,4,4,2,6.409493332183891,256,False,64,RS,64,False,False,False,True,5,29,True,1,18,2,10,1,4,6.409985000000001,0.0007932748577888873,True,False,1,16,32,6.41047666781611,9
15,1,4,2,4,2.505142631415748,4,False,1,RS,128,True,False,True,True,16,1,False,1,23,8,10,8,4,2.531727,0.04289219370701385,True,True,4,16,32,2.5583113685842522,20
16,4,4,512,16,2.429623790692205,64,False,256,RS,512,False,True,True,True,1,1,False,30,24,4,10,28,8,2.497672,0.10979147260147298,True,True,2,8,2048,2.5657202093077953,16
17,256,512,8,1,2.6490176137755173,1,False,2048,RS,128,True,True,False,False,17,22,False,1,25,16,10,1,8,2.6817389999999994,0.05279388268540212,True,True,2,2,16,2.7144603862244816,19
18,16,8,2,1,2.56744152843662,16,False,32,RS,4,False,True,True,True,1,1,False,10,22,2,10,4,2,2.606466,0.06296351136968142,True,True,16,8,2048,2.6454904715633805,20
19,32,16,128,16,5.6318311043106215,512,False,512,RS,2048,True,False,False,False,16,21,False,1,22,4,10,1,2,5.632104,0.00044029989779701724,True,False,4,2,128,5.6323768956893785,1
20,1,2,4,1,5.27954938785495,1,False,8,RS,4,True,True,False,True,1,9,True,29,27,4,10,1,4,5.2805420000000005,0.0016015167810547871,True,False,32,4,32,5.281534612145051,12
21,4,4,4,8,5.377848928545057,16,False,32,RS,1024,True,False,False,True,1,26,True,17,22,16,10,1,4,5.378155,0.0004938268927467214,True,False,2,16,256,5.378461071454942,15
22,1,16,8,512,2.5111700224468074,16,False,1024,RS,16,True,True,True,True,1,8,True,12,28,32,10,1,4,2.5300969999999996,0.030537478628727622,True,True,2,8,512,2.5490239775531918,4
23,256,32,1,512,24.826760121001563,1024,False,256,RS,1,True,True,True,True,13,1,False,1,29,2,10,24,16,24.83286,0.009841768133826338,True,False,8,8,1,24.838959878998438,7
24,1,512,2,64,4.597587692315487,1,False,1024,RS,64,False,True,True,True,1,23,True,2,3,8,10,1,4,4.741334,0.2319255563408224,True,True,1,1,1,4.885080307684514,17
25,512,2048,512,1,5.63512220605328,2048,False,2048,RS,512,True,False,True,True,12,16,True,1,6,16,10,1,8,5.639781000000001,0.0075166687435326614,True,False,32,4,4,5.644439793946722,10
26,4,8,1024,8,8.043966821417698,128,False,1,RS,1024,True,True,True,True,1,1,False,25,30,2,10,30,4,8.046261999999999,0.0037031251666664864,True,False,4,32,8,8.0485571785823,11
27,2,128,64,1,2.379363269767435,4,False,1024,RS,2048,True,True,True,False,1,18,False,16,7,4,10,1,16,2.4796139999999998,0.1617481990131575,True,True,1,8,1,2.5798647302325644,9
28,4,128,128,256,2.466569937795612,512,False,256,RS,512,False,True,True,True,1,18,True,16,10,1,10,1,32,2.5468269999999995,0.12948968291335028,True,True,2,4,2048,2.627084062204387,14
29,32,64,8,256,2.8896966468807785,128,False,256,RS,128,False,False,True,False,5,11,False,1,2,8,10,1,16,2.942119,0.08458014405875648,True,True,32,4,1024,2.9945413531192213,29
30,32,4,8,8,2.4282799876832697,256,False,1024,RS,16,False,False,False,False,1,10,True,28,23,1,10,1,8,2.500984,0.11730331565646389,True,True,8,16,1024,2.57368801231673,1
31,1,64,1,16,2.4805942850725105,2,False,128,RS,2048,True,False,False,False,8,1,False,1,24,4,10,1,16,2.544261,0.10272220913220283,True,True,4,32,128,2.6079277149274898,28
32,1024,1,1024,32,2.0351977616248034,2048,False,2048,RS,1024,True,False,True,True,5,11,True,1,25,16,10,1,1,2.164923,0.20930344971117895,True,True,2,8,32,2.2946482383751965,30
33,16,1,128,32,2.8669287709133897,64,False,2048,RS,128,True,True,False,False,7,8,False,1,3,2,10,1,16,2.920727,0.0868000327246482,True,True,32,1,64,2.97452522908661,6
34,2,1,1,32,2.5586723549225607,16,False,512,RS,64,True,False,True,False,9,30,True,1,18,32,10,1,2,2.590832,0.05188754894962759,True,True,2,8,512,2.622991645077439,4
35,128,8,64,4,2.4591555608508346,512,False,256,RS,128,True,False,True,False,1,3,False,29,29,4,10,1,1,2.5291129999999997,0.11287189393733063,True,True,16,8,512,2.599070439149165,11
36,128,128,1,512,2.6333828175496246,128,False,1,RS,128,True,False,True,True,28,1,False,1,10,8,10,3,1,2.6655070000000003,0.05183033224859746,True,True,2,16,1,2.697631182450376,22
37,32,16,2,64,5.752627017334572,512,False,128,RS,256,False,True,True,False,15,22,True,1,4,8,10,1,2,5.757104,0.007223327764957097,True,False,8,8,1,5.761580982665428,14
38,128,16,64,32,4.336117088005419,1024,False,512,RS,512,False,False,False,True,5,6,True,1,19,4,10,1,4,4.336432,0.0005080905431121507,True,False,4,16,1,4.336746911994582,3
39,32,4,64,256,2.6068351067458937,1024,False,1,RS,1,True,True,True,True,8,1,False,1,5,16,10,25,8,2.681769,0.12090108721181948,True,True,16,8,256,2.7567028932541064,28
40,2,32,2,16,6.363182338824594,2048,False,32,RS,2,True,False,True,False,1,17,False,3,10,2,10,1,8,6.367769,0.00740028708902576,True,False,2,4,16,6.372355661175406,3
41,64,32,4,8,6.644142361131106,256,False,128,RS,32,False,True,False,True,23,14,False,1,23,32,10,1,4,6.644372,0.00037050775970276934,True,False,4,8,2048,6.6446016388688935,2
42,64,64,16,8,2.825144255618373,256,False,1,RS,512,True,False,True,True,14,1,False,1,1,1,10,19,8,2.8598630000000003,0.05601649347290491,True,True,8,16,1,2.8945817443816275,8
43,2,1,8,2,6.706335267248698,1,False,1024,RS,256,True,False,False,False,4,11,False,1,10,8,10,1,16,6.711896999999999,0.008973503273526836,True,False,2,16,512,6.717458732751299,23
