id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,cost_std,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,1,1024,RS,8,1,True,1,128,True,256,64,8,True,0.11709494323787083,128,32,64,1,True,False,False,32,False,128,True,2048,True,4,16,128,False,1,12,4,1,12,1,16,0.0001390206562246875,35,0.11718705676212919,8,0.11714100000000001,12,1,32,True,512,1,16,512,False,4,8,1,1
2,1,1,RS,1,8,False,8,16,False,32,1,8,True,0.1174603448007058,128,16,1024,128,False,True,True,32,False,1,False,512,False,16,1,128,False,12,1,16,1,4,16,1,0.00012685584297918306,35,0.11754439805643704,4,0.11750237142857142,8,1,1,True,256,128,12,1,False,1,1,8,16
3,128,2048,RS,8,8,False,8,64,True,32,32,1,False,0.11106998307568872,1,128,512,1024,False,False,False,1,False,1,True,64,True,16,1,128,False,4,1,1,16,12,16,1,7.378783705976999e-05,35,0.11111887406716839,16,0.11109442857142855,16,1,1,True,2048,1024,4,512,True,1,1,32,12
4,512,2048,RS,1,1,True,8,16,True,128,16,32,False,0.14891892947657917,32,32,1,256,False,True,True,32,True,32,False,128,True,12,4,256,False,16,1,1,1,1,1,1,0.00024091377744592948,35,0.14907855623770652,4,0.14899874285714285,12,1,32,True,2048,512,1,128,False,12,1,8,1
5,64,2048,RS,32,1,True,8,64,True,32,256,1,True,0.11718949953429737,32,32,2048,128,False,True,False,256,True,64,True,1,False,16,4,512,False,16,1,1,4,1,8,1,4.661510659931218e-05,35,0.11722038617998838,16,0.11720494285714288,4,8,8,True,256,256,8,2048,False,1,32,1,4
6,128,1,RS,8,32,False,1,1,True,128,256,1,False,0.2658779642528101,64,256,256,1024,True,True,True,256,True,64,False,1024,True,8,16,64,True,12,1,1,1,1,1,12,0.00013843977250864366,35,0.2659696928900471,1,0.2659238285714286,12,32,1,True,1,2048,12,256,False,8,8,8,1
7,512,1,RS,8,8,False,1,128,False,512,128,1,False,0.08889772924456234,128,64,1,512,False,False,True,128,False,128,True,128,True,1,1,1,False,1,16,12,1,12,1,4,3.4503318266923366e-05,35,0.08892059075543766,12,0.08890916,16,1,32,True,1024,1024,8,1,True,1,8,8,4
8,64,128,RS,1,8,False,1,128,False,64,256,1,False,0.126098273634588,16,32,64,1,True,True,False,16,False,64,False,128,False,12,12,64,True,1,12,1,1,8,16,1,3.0048613673069694e-05,35,0.12611818350826917,16,0.1261082285714286,12,8,1,True,2048,128,12,1,False,1,1,1,1
9,16,2048,RS,8,8,False,8,64,False,256,16,1,True,0.10433539549516778,32,16,256,1,True,True,False,256,True,32,True,1024,True,4,16,1024,False,4,1,1,4,1,1,16,3.864993069666577e-05,35,0.1043610045048322,1,0.10434819999999999,8,8,1,True,2048,64,12,128,False,1,1,8,12
10,32,256,RS,1,32,False,1,64,False,1,256,32,False,0.17095847375387443,128,64,2048,1024,True,True,False,64,False,128,True,2048,False,16,12,1024,False,4,1,4,1,4,1,12,7.834366989262441e-05,35,0.17101038338898275,16,0.1709844285714286,4,1,1,True,256,1,8,1024,True,16,1,8,1
11,256,1,RS,1,1,False,8,16,True,1,1,32,True,0.11480375091242062,128,256,256,1024,True,False,False,64,False,32,True,2048,True,16,12,1024,False,4,1,1,8,12,4,1,0.0003464952972558331,35,0.11503333480186509,16,0.11491854285714286,1,1,8,True,64,1024,16,2048,True,1,1,1,4
12,512,2048,RS,1,1,False,1,1,False,32,1,1,True,0.11123202723218663,32,1,2048,2048,True,True,True,1,False,128,False,128,False,16,4,1024,False,1,8,1,8,16,1,8,4.8213216919369796e-05,35,0.11126397276781334,12,0.11124799999999999,8,1,1,True,256,128,4,2048,False,16,8,8,1
13,1,512,RS,8,1,False,32,512,False,32,256,8,False,0.11905885319036578,16,128,256,256,True,False,False,16,False,128,True,128,True,1,8,1024,True,4,1,1,4,12,1,8,5.503420828568971e-05,35,0.11909531823820567,4,0.11907708571428573,1,8,1,True,512,1,12,1024,False,1,1,8,16
14,128,64,RS,1,8,False,1,512,False,64,16,8,False,0.08422057876718093,128,64,1024,128,True,False,False,1,True,32,True,2048,True,8,1,2048,True,8,1,16,1,8,12,1,2.315102430845411e-05,35,0.08423591837567622,8,0.08422824857142858,12,1,32,True,1024,1024,12,128,True,12,32,1,1
15,128,2048,RS,8,1,False,32,32,True,1,512,8,True,0.13051590650190686,32,32,1024,64,False,False,False,64,False,32,False,2048,False,16,1,2048,True,1,1,12,1,16,1,16,0.0002531432215411747,35,0.13068363635523594,1,0.1305997714285714,8,8,1,True,512,256,8,512,True,12,1,8,1
16,1,64,RS,8,8,True,8,64,True,1,64,1,False,0.09032093887188376,1,16,256,256,True,False,True,256,False,512,True,1024,False,1,4,128,True,1,1,8,1,12,1,16,3.8191280765779204e-05,35,0.09034624398525908,12,0.09033359142857142,4,1,32,True,2048,2048,8,1,True,1,1,8,12
17,128,1,RS,8,1,False,32,1,False,16,16,8,False,0.11778454767813579,32,64,1,2048,False,True,True,32,False,16,False,1,True,16,12,2048,False,12,1,1,12,4,1,4,2.2839528927556053e-05,35,0.11779968089329282,4,0.1177921142857143,4,8,8,True,1,128,16,128,False,16,32,1,1
18,128,256,RS,1,1,True,1,256,True,64,256,8,True,0.15369405923864754,512,1,1024,256,False,False,True,256,True,32,True,128,False,12,1,2048,True,4,1,12,1,16,1,8,8.26995743147257e-05,35,0.1537488550470667,16,0.15372145714285712,12,32,1,True,256,512,8,1024,False,4,1,1,1
19,1,512,RS,8,8,True,1,32,False,64,16,1,False,0.13679173861450974,64,512,128,2048,False,False,False,32,False,32,False,64,False,4,8,2048,True,1,12,1,16,1,12,1,3.795920473995593e-05,35,0.13681688995691885,12,0.1368043142857143,1,1,1,True,1,128,12,1,False,1,8,1,1
