id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,2048,2048,1,0.13659567205236706,1,1,256,512,DLMT,False,True,True,False,True,12,1,35,0.1366295850904901,5.118263417230697e-05,0.13661262857142858,1,4,True,19,1
2,1,1,2048,0.11565774852235233,1,16,128,512,DLMT,False,True,False,False,False,27,8,35,0.11571648004907625,8.863948537388494e-05,0.1156871142857143,1,2,True,4,8
3,2048,512,2048,0.18655746155341912,1,16,256,512,DLMT,True,True,True,True,False,6,1,35,0.18658528130372376,4.19864506813379e-05,0.18657137142857144,17,1,True,14,1
4,1,1024,1024,inf,32,32,64,32,DLMT,True,False,True,True,True,25,1,1,inf,inf,inf,1,29,False,25,1
5,2048,256,2048,0.19352879908030346,1,32,128,32,DLMT,True,True,False,False,True,15,32,35,0.19358782949112513,8.90905707463963e-05,0.1935583142857143,1,24,True,20,1
6,1,1024,1,inf,1,32,32,64,DLMT,True,True,True,True,True,3,32,1,inf,inf,inf,1,1,False,11,1
7,64,1,512,0.13908469856930608,1,128,16,32,DLMT,True,True,True,False,True,4,1,35,0.13910770143069393,3.47166489495408e-05,0.1390962,24,20,True,1,1
8,1,1,1,inf,1,1,1,32,DLMT,False,False,True,True,False,25,32,1,inf,inf,inf,1,22,False,5,1
9,256,256,512,0.10627970295032203,1,256,1,128,DLMT,False,True,True,False,True,30,8,35,0.10646366847824938,0.0002776466172702863,0.10637168571428571,29,1,True,28,8
10,2048,512,128,0.27783725100561824,1,64,1,16,DLMT,False,True,True,True,False,3,1,35,0.27826000613723895,0.0006380354708327886,0.2780486285714286,21,1,True,29,32
11,1024,1,256,0.23690969371497136,32,256,512,256,DLMT,False,False,False,True,False,21,1,35,0.23693522057074298,3.8525941432564265e-05,0.23692245714285717,10,1,True,28,1
12,2048,1,2048,inf,32,1,64,32,DLMT,False,True,True,False,True,6,1,1,inf,inf,inf,1,3,False,11,1
13,1,128,1,0.1901031772406785,1,1,128,32,DLMT,False,False,False,False,True,19,1,35,0.19014002275932151,5.560842690507653e-05,0.1901216,1,4,True,30,1
14,64,2048,1,0.1927319827357329,8,512,512,32,DLMT,False,True,True,True,False,25,1,35,0.19279070297855277,8.8622455347597e-05,0.19276134285714283,29,24,True,1,1
15,2048,1,512,inf,1,32,512,128,DLMT,False,False,True,True,False,1,32,1,inf,inf,inf,28,1,False,1,1
16,512,2048,2048,inf,32,512,64,1,DLMT,False,False,True,True,True,25,1,1,inf,inf,inf,9,3,False,1,1
17,512,512,128,0.1539949523440038,32,128,1,512,DLMT,True,False,True,False,False,8,1,35,0.15404419051313917,7.431180860374345e-05,0.15401957142857148,29,22,True,1,1
18,2048,512,1,0.41651967647704025,32,16,16,32,DLMT,False,True,False,False,False,28,1,35,0.41693198066581694,0.0006222625759833157,0.4167258285714286,24,23,True,1,1
19,256,2048,1,0.2428576365393263,1,512,256,64,DLMT,True,False,False,False,True,4,1,35,0.24299882060353084,0.00021307947353233368,0.24292822857142857,9,2,True,1,32
20,64,1024,512,0.14608452878575418,32,128,16,1,DLMT,True,True,False,False,False,2,1,35,0.14620547121424582,0.00018253015406462995,0.146145,1,2,True,2,1
21,64,2048,2048,0.2389236773812562,1,1,256,32,DLMT,False,False,True,False,False,1,1,35,0.23914346547588655,0.00033171117261981953,0.23903357142857137,1,21,True,24,32
22,2048,2048,1024,inf,1,256,1,512,DLMT,False,False,False,True,False,6,32,1,inf,inf,inf,1,29,False,21,1
23,1,1,2048,0.220509692320746,1,256,1,512,DLMT,False,True,False,True,True,5,1,35,0.22055865053639687,7.388929391394956e-05,0.22053417142857143,2,26,True,1,32
24,1024,1,1024,0.0947799861251509,1,128,32,1,DLMT,True,False,True,False,False,29,1,35,0.09480267101770623,3.423676028922717e-05,0.09479132857142857,1,5,True,15,1
25,1,1,1024,inf,1,16,1,512,DLMT,True,False,False,False,False,6,32,1,inf,inf,inf,28,1,False,25,1
26,64,2048,512,0.2772420224826065,1,1,1,1,DLMT,False,False,False,True,True,9,1,35,0.2772815775173935,5.9697714720554605e-05,0.2772618,28,1,True,3,1
27,1,512,512,0.24650749682880563,1,1,16,512,DLMT,True,True,False,True,False,30,1,35,0.24671113174262282,0.00030733227913110414,0.24660931428571423,30,3,True,1,32
28,1024,1,1,inf,1,1,1,32,DLMT,True,False,True,True,False,30,1,1,inf,inf,inf,13,19,False,1,32
