id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,256,1,1,0.23566794278032668,1,128,32,1,DLMT,False,True,True,True,False,6,1,35,0.23581097150538768,0.00021586349428114236,0.23573945714285718,1,26,True,3,32
2,2048,1,64,inf,1,1,32,256,DLMT,True,True,False,True,True,22,32,1,inf,inf,inf,1,1,False,3,1
3,1,1024,1024,0.23476601947591236,1,32,256,512,DLMT,True,False,True,False,True,25,1,35,0.23485826623837336,0.00013922174355160934,0.23481214285714286,1,25,True,29,32
4,1,1024,512,inf,1,32,512,256,DLMT,False,True,True,True,False,2,32,1,inf,inf,inf,25,5,False,1,1
5,2048,2048,256,0.3044310582914057,1,32,1,64,DLMT,True,True,True,True,False,6,1,35,0.3046263702800228,0.0002947710560930362,0.30452871428571426,30,1,True,30,32
6,2048,512,2048,0.08805727517023107,1,1,64,1,DLMT,True,False,True,False,False,18,1,35,0.08808493625834035,4.1746992657175916e-05,0.08807110571428571,8,8,True,1,1
7,2048,2048,64,0.1699317044059316,1,1,32,512,DLMT,True,True,False,False,True,1,1,35,0.16998760987978265,8.437431662610645e-05,0.16995965714285713,1,25,True,23,1
8,1,2048,1024,0.2612351965638922,8,32,256,16,DLMT,False,True,False,False,True,23,1,35,0.26130166057896503,0.00010030960236452934,0.2612684285714286,28,1,True,27,1
9,2048,512,1,0.17854812174079226,32,1,256,256,DLMT,False,True,False,True,False,19,1,35,0.1786480496877791,0.00015081443118303154,0.17859808571428568,1,25,True,26,1
10,1,64,1024,0.12423350335382141,1,1,64,1,DLMT,True,False,False,False,False,3,32,35,0.12428546807475002,7.842680716204553e-05,0.12425948571428572,1,19,True,14,1
11,64,2048,1024,0.16865010134559777,32,512,64,64,DLMT,True,True,False,True,False,11,1,35,0.16868841294011655,5.782107517760095e-05,0.16866925714285716,1,2,True,9,1
12,2048,1,2048,inf,1,512,256,32,DLMT,False,False,False,True,True,5,32,1,inf,inf,inf,1,29,False,20,1
13,128,1,1024,inf,32,512,32,16,DLMT,False,True,True,False,True,8,1,1,inf,inf,inf,6,1,False,17,1
14,2048,2048,1,0.2216744316361342,1,512,256,1,DLMT,False,False,False,True,False,17,1,35,0.22175231122100864,0.00011753834285379574,0.22171337142857142,30,1,True,10,1
15,2048,1,1024,inf,32,64,256,32,DLMT,True,True,True,True,True,30,1,1,inf,inf,inf,25,26,False,1,1
16,64,64,2048,0.10397392272661433,1,256,16,64,DLMT,True,True,False,False,False,25,8,35,0.10400922013052853,5.3271962990077287e-05,0.10399157142857143,23,22,True,1,8
17,1024,1024,1024,0.11204619763012069,8,1,128,512,DLMT,False,False,False,False,False,2,1,35,0.11208208808416503,5.4167013081048734e-05,0.11206414285714286,4,1,True,11,8
18,1024,1024,1024,inf,32,512,1,512,DLMT,True,False,True,False,True,1,1,1,inf,inf,inf,25,8,False,1,1
19,1,64,1024,0.2630330125107465,1,1,16,32,DLMT,False,False,False,True,True,10,1,35,0.2632149874892534,0.00027464241686756235,0.26312399999999997,28,20,True,1,32
20,2048,1024,2048,0.11637120810729255,1,512,16,128,DLMT,False,True,False,False,False,26,8,35,0.11653827760699319,0.00025214659487314697,0.11645474285714287,21,1,True,16,8
21,2048,1024,2048,0.24723114440513083,8,1,256,16,DLMT,False,True,True,False,True,30,1,35,0.24748468416629765,0.000382650259668658,0.24735791428571424,1,27,True,6,1
22,1,1,1024,0.20240563005592904,1,256,16,256,DLMT,False,False,True,True,False,28,1,35,0.20256539851549948,0.00024112763323643597,0.20248551428571426,11,1,True,25,1
23,64,2048,64,inf,1,1,1,16,DLMT,False,False,True,True,True,25,32,1,inf,inf,inf,1,18,False,7,1
24,512,1,1,0.08914967880986573,8,64,512,256,DLMT,False,True,True,False,False,30,1,35,0.08918212119013429,4.89630706319997e-05,0.0891659,26,1,True,20,8
25,2048,512,1,0.1705652460320438,32,256,256,512,DLMT,True,False,True,False,False,5,1,35,0.1707336111108134,0.0002541019239500188,0.1706494285714286,28,28,True,1,1
26,256,1,1,0.16441887154046367,1,512,32,64,DLMT,False,True,False,False,True,11,1,35,0.16447427131667922,8.361110169427412e-05,0.16444657142857144,18,24,True,1,1
27,2048,1,1,0.1182011979510302,8,512,16,1,DLMT,True,False,True,False,False,7,8,35,0.11824560204896975,6.701607483070135e-05,0.11822339999999998,1,24,True,28,1
28,1,1024,1,0.24121108967417562,1,128,512,1,DLMT,True,False,True,False,True,22,1,35,0.2414052531829672,0.0002930377338661137,0.24130817142857142,6,1,True,12,32
29,1,1,1,0.1770969473245103,1,1,1,1,DLMT,False,False,False,False,False,1,1,35,0.17733585267548968,0.000360563543042593,0.1772164,1,1,True,1,1
30,512,1,2048,0.1132630781134898,8,256,256,1,DLMT,True,True,False,False,False,27,1,35,0.11328932188651018,3.960793571278991e-05,0.1132762,3,5,True,1,8
31,64,1024,256,0.1832043159683636,1,64,256,32,DLMT,False,True,True,False,True,2,32,35,0.18324791260306497,6.579742566764853e-05,0.18322611428571428,1,22,True,2,1
32,1,1,2048,inf,32,512,256,128,DLMT,False,False,True,True,True,2,1,1,inf,inf,inf,23,1,False,30,1
33,2048,512,1024,0.2891123339992919,1,256,16,1,DLMT,False,False,False,False,True,7,1,35,0.28956223742927956,0.0006790085449253401,0.28933728571428574,2,1,True,4,32
34,1024,2048,1024,inf,32,32,512,64,DLMT,True,True,True,False,True,13,1,1,inf,inf,inf,26,26,False,1,1
35,128,1,2048,0.10822670128305334,1,128,16,1,DLMT,True,False,False,True,False,3,8,35,0.10825301300266091,3.97104828600659e-05,0.10823985714285712,21,19,True,1,8
36,1,1024,64,0.20493162173366503,1,16,1,64,DLMT,False,False,False,False,False,2,1,35,0.20509112112347783,0.00024072154461289097,0.20501137142857143,26,1,True,23,1
37,2048,1024,1,inf,1,32,256,1,DLMT,True,False,True,True,False,22,32,1,inf,inf,inf,1,22,False,29,1
38,1,512,512,0.11162499999049079,8,128,512,256,DLMT,False,False,False,False,False,30,1,35,0.1116551142952235,4.5449465096424134e-05,0.11164005714285714,4,18,True,1,8
39,64,1,1,inf,1,1,64,64,DLMT,False,False,True,True,False,18,1,1,inf,inf,inf,11,1,False,30,32
