id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,technique,points,RT1_I,speedup,U1_J,U1_I,OMP,VEC1,SCR
1,1,2048,4,2048,2048,0.9664944999999999,RS,301,1,2.6040220611705496,13,1,True,True,False
