id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,points,technique,speedup,RT1_I,U1_T,T1_Ta,U1_J,U1_I,OMP,VEC,T1_T,SCR,RT1_T
1,2,1,256,512,1,0.09459852999999999,148,DLMT,30.623319410988735,2,30,8,1,7,True,True,1,True,8
